"DATA_YEAR","VICTIM_ID","INJURY_ID"
2020,143758083,2
2020,143758121,5
2020,143750084,4
2020,143758190,5
2020,143758203,4
2020,143750157,4
2020,143758217,5
2020,143750190,5
2020,143758343,5
2020,143758412,5
2020,143758671,5
2020,143751211,4
2020,143751402,4
2020,143751391,5
2020,143758849,5
2020,143751598,5
2020,143758969,4
2020,143758947,4
2020,144314716,4
2020,144314675,5
2020,144318100,5
2020,144318547,4
2020,144315359,4
2020,144318573,4
2020,144318575,4
2020,144318588,3
2020,144318612,4
2020,144318623,5
2020,144315430,5
2020,144315481,4
2020,144315483,5
2020,144315670,5
2020,144316671,5
2020,144320176,4
2020,144316832,5
2020,144316897,4
2020,144320469,4
2020,144320465,4
2020,144316922,4
2020,144320918,4
2020,144317366,5
2020,144314830,4
2020,144315128,4
2020,144315333,5
2020,144315332,5
2020,144318578,4
2020,144315389,4
2020,144315432,4
2020,144314823,5
2020,144314825,5
2020,144318233,4
2020,144318248,4
2020,144318243,4
2020,144318255,5
2020,144315033,5
2020,144318267,4
2020,144315044,5
2020,144315327,4
2020,144318555,4
2020,144315384,4
2020,144318614,5
2020,144315394,5
2020,144315399,5
2020,144318640,5
2020,144318647,3
2020,144315536,5
2020,144315595,4
2020,144315596,5
2020,144315712,5
2020,144315736,8
2020,144318981,5
2020,144315736,6
2020,144315840,5
2020,144319150,5
2020,144316114,4
2020,144319468,4
2020,144316222,5
2020,144319587,4
2020,144319831,5
2020,144317938,4
2020,144314753,5
2020,144314758,5
2020,144317980,2
2020,144319011,5
2020,144319126,3
2020,144319231,5
2020,144319310,4
2020,144316124,3
2020,144316170,5
2020,144316208,5
2020,144319568,4
2020,144316313,4
2020,144316425,4
2020,144316624,5
2020,144316676,4
2020,144316823,5
2020,144316899,5
2020,144316907,4
2020,144320509,4
2020,144320573,4
2020,144317269,4
2020,144314710,5
2020,144314594,4
2020,144317946,5
2020,144314921,5
2020,144315236,5
2020,144315297,4
2020,144318483,4
2020,144318566,4
2020,144315360,4
2020,144315393,3
2020,144318668,5
2020,144318919,5
2020,144315774,5
2020,144319192,5
2020,144319239,4
2020,144315924,4
2020,144315996,4
2020,144316008,4
2020,144316233,4
2020,144316483,4
2020,144314705,5
2020,144312866,5
2020,144314763,5
2020,144314762,5
2020,144314826,6
2020,144314998,5
2020,144318542,5
2020,144315342,5
2020,144315353,4
2020,144315362,3
2020,144318589,4
2020,144315401,6
2020,144315401,2
2020,144318880,4
2020,144318930,5
2020,144319165,4
2020,144315865,4
2020,144316041,4
2020,144316082,4
2020,144316129,4
2020,144319521,1
2020,144316331,5
2020,144316563,5
2020,144319998,4
2020,144320133,4
2020,144316674,5
2020,144316672,5
2020,144320158,5
2020,144320239,5
2020,144316776,8
2020,144316776,2
2020,144316776,6
2020,144320464,5
2020,144320467,5
2020,144320475,4
2020,144316917,8
2020,144316931,4
2020,144316991,5
2020,144316999,4
2020,144317279,4
2020,144321043,3
2020,144321043,4
2020,144315733,5
2020,144315732,5
2020,144315836,4
2020,144315918,5
2020,144319240,5
2020,144315944,5
2020,144315943,5
2020,144315989,5
2020,144316130,4
2020,144319546,2
2020,144319573,4
2020,144316251,4
2020,144316300,5
2020,144316540,5
2020,144316618,5
2020,144316709,4
2020,144320175,5
2020,144320232,4
2020,144320317,4
2020,144320337,4
2020,144316910,5
2020,144316911,5
2020,144320466,4
2020,144320468,5
2020,144316982,2
2020,144316982,3
2020,144316982,4
2020,144317202,4
2020,144317261,8
2020,144317261,3
2020,144317261,6
2020,144317261,2
2020,144321103,5
2020,144317375,5
2020,144315848,4
2020,144314865,4
2020,144316121,4
2020,144316461,5
2020,144316554,5
2020,144316564,3
2020,144316582,4
2020,144316679,5
2020,144316710,4
2020,144316752,4
2020,144316756,5
2020,144320246,5
2020,144316836,5
2020,144316896,5
2020,144320449,4
2020,144316926,4
2020,144316927,4
2020,144317094,4
2020,144317265,5
2020,144317273,5
2020,144317353,5
2020,142880287,4
2020,142884428,4
2020,144314624,6
2020,144314683,5
2020,144314712,5
2020,144317904,4
2020,144314747,5
2020,144317937,4
2020,144318203,4
2020,144318259,4
2020,144315202,5
2020,144318792,5
2020,144318828,5
2020,144315641,4
2020,144315640,4
2020,144318888,5
2020,144318908,5
2020,144318910,5
2020,144318956,5
2020,144315728,4
2020,144319131,3
2020,144319131,2
2020,144315860,4
2020,144315915,5
2020,144315990,4
2020,144315997,4
2020,144316017,5
2020,144319340,5
2020,144316044,4
2020,144319374,3
2020,144319426,5
2020,144319422,5
2020,144316101,5
2020,144316104,5
2020,144316123,4
2020,144316378,5
2020,144316387,5
2020,144316462,5
2020,144319842,5
2020,144319840,5
2020,144319866,4
2020,144314709,5
2020,144312888,5
2020,144314717,5
2020,144317952,4
2020,144314809,4
2020,144318224,4
2020,144315016,4
2020,144315271,3
2020,144315271,6
2020,144318533,4
2020,144315336,5
2020,144316099,5
2020,144318591,5
2020,144318639,5
2020,144315537,4
2020,144315847,4
2020,144315859,4
2020,144319481,5
2020,144319761,2
2020,144319922,5
2020,144319930,5
2020,144319929,5
2020,144316670,8
2020,144316670,3
2020,144316686,2
2020,144316969,4
2020,144312691,2
2020,144312734,4
2020,144314711,5
2020,144317927,5
2020,144317925,5
2020,144314772,4
2020,144314774,4
2020,144315006,4
2020,144318234,5
2020,144315213,5
2020,144318538,4
2020,144318548,5
2020,144315341,4
2020,144315340,5
2020,144315354,4
2020,144318653,5
2020,144315423,4
2020,144315440,4
2020,144318899,5
2020,144319043,5
2020,144319099,5
2020,144315828,8
2020,144315903,5
2020,144315913,4
2020,144319324,4
2020,144316092,5
2020,144319482,5
2020,144316165,4
2020,144316172,4
2020,144316184,4
2020,144316215,5
2020,144316296,3
2020,144316296,1
2020,144319652,3
2020,144316332,4
2020,144316355,6
2020,144319751,5
2020,144316509,5
2020,144316511,5
2020,144316510,5
2020,144316680,1
2020,144316680,8
2020,144316742,4
2020,144320262,5
2020,144316829,4
2020,144316928,5
2020,144316934,4
2020,144316934,8
2020,144316956,5
2020,144317048,5
2020,144317370,5
2020,144321101,5
2020,144317367,5
2020,144312685,4
2020,144314729,5
2020,144318221,4
2020,144318476,5
2020,144318475,5
2020,144318478,5
2020,144318557,4
2020,144315350,4
2020,144315349,4
2020,144315395,3
2020,144318624,5
2020,144320695,5
2020,144315711,5
2020,144315721,4
2020,144315734,3
2020,144318990,5
2020,144319033,5
2020,144315920,5
2020,144319244,5
2020,144315937,3
2020,144315937,2
2020,144315960,4
2020,144315981,4
2020,144319318,5
2020,144316009,4
2020,144316023,4
2020,144316022,2
2020,144316022,6
2020,144319425,5
2020,144316120,4
2020,144319459,4
2020,144316126,5
2020,144319463,5
2020,144319470,5
2020,144319471,5
2020,144316157,4
2020,144319554,4
2020,144316214,1
2020,144319582,4
2020,144319601,4
2020,144316306,5
2020,144316304,5
2020,144316376,5
2020,144319833,5
2020,144319834,5
2020,144316481,4
2020,144316531,6
2020,144316531,2
2020,144319934,4
2020,144320033,6
2020,144320034,6
2020,144316669,5
2020,144316681,3
2020,144320179,5
2020,144320234,5
2020,144320255,5
2020,144320253,5
2020,144320252,4
2020,144316778,5
2020,144320388,5
2020,144320443,4
2020,144320462,5
2020,144316933,4
2020,142696998,4
2020,142697042,5
2020,142702949,4
2020,142702295,4
2020,142703303,4
2020,142703308,4
2020,142703354,4
2020,142703622,4
2020,142703765,5
2020,142703855,5
2020,142702493,5
2020,142702547,5
2020,134428371,4
2020,134428372,5
2020,134428402,5
2020,134428415,5
2020,134428428,4
2020,134428477,4
2020,134444188,4
2020,134444208,4
2020,134433450,4
2020,134433449,7
2020,134428524,6
2020,134428534,5
2020,134428538,4
2020,134428574,5
2020,134428577,4
2020,134428585,4
2020,134428601,4
2020,134428632,4
2020,134433559,5
2020,134428638,4
2020,134428649,5
2020,134428659,5
2020,134428664,4
2020,134428665,4
2020,134428674,4
2020,134428690,4
2020,134444761,4
2020,134428701,4
2020,134428714,5
2020,134428716,5
2020,134444813,4
2020,134428734,5
2020,134428738,5
2020,134428751,4
2020,142702072,4
2020,142702182,4
2020,142702317,1
2020,142703242,4
2020,142703408,4
2020,142703540,5
2020,142702497,5
2020,134433944,5
2020,134433959,4
2020,134446959,5
2020,134433352,5
2020,134444098,5
2020,134444099,5
2020,134444100,5
2020,134433410,4
2020,134428490,3
2020,134433422,4
2020,134444201,6
2020,134433447,5
2020,134444231,5
2020,134433469,4
2020,134433479,5
2020,134433492,5
2020,134433499,4
2020,134428565,4
2020,134433502,4
2020,134433505,5
2020,134433506,4
2020,134433519,4
2020,134433535,4
2020,134433541,5
2020,134433555,5
2020,134433566,4
2020,134433573,4
2020,134433579,5
2020,134433580,5
2020,134444344,5
2020,134433605,5
2020,134444363,5
2020,134433642,4
2020,134444392,4
2020,134444393,4
2020,134433663,4
2020,134433671,3
2020,134433706,5
2020,134444469,4
2020,134433708,5
2020,134433730,5
2020,134433770,4
2020,134433772,5
2020,134433789,4
2020,134433795,4
2020,134433794,4
2020,134433803,4
2020,134433819,5
2020,134444637,4
2020,134433835,5
2020,134433872,5
2020,134433878,5
2020,134433895,4
2020,134434263,4
2020,134434281,4
2020,134434287,5
2020,134434438,3
2020,134434442,4
2020,134434472,5
2020,134434481,5
2020,134434505,5
2020,134434576,4
2020,134434578,4
2020,134434590,4
2020,134434604,5
2020,134434603,4
2020,134434611,3
2020,138915341,5
2020,135117895,4
2020,135117898,5
2020,135123546,4
2020,135127957,5
2020,135127956,4
2020,135127984,4
2020,135128032,4
2020,135128034,5
2020,135128035,5
2020,135128033,5
2020,135128052,4
2020,135128152,3
2020,135128170,4
2020,135128171,5
2020,135128199,5
2020,135128205,4
2020,135128215,5
2020,135128221,4
2020,135128224,4
2020,135128249,4
2020,135128256,3
2020,135128277,5
2020,135128316,4
2020,135128319,2
2020,135128319,3
2020,135128322,4
2020,135128338,4
2020,135128346,4
2020,135128347,4
2020,135128366,5
2020,135128369,5
2020,135128370,5
2020,135128371,4
2020,135123974,5
2020,135128394,4
2020,135128403,5
2020,135128404,4
2020,135128401,4
2020,135128402,4
2020,135128419,5
2020,135128420,5
2020,135128422,4
2020,135128459,4
2020,135128460,4
2020,135128467,5
2020,135128472,5
2020,135128473,4
2020,135128483,4
2020,135128485,4
2020,135128488,5
2020,135128495,4
2020,135128494,4
2020,135128505,4
2020,135128523,4
2020,135128522,5
2020,135128527,5
2020,135128528,5
2020,135124129,4
2020,135128529,4
2020,135128539,5
2020,135128546,4
2020,135128547,5
2020,135124147,4
2020,135128549,5
2020,135128548,5
2020,135128551,4
2020,135128552,4
2020,135128553,5
2020,135128554,4
2020,135128572,4
2020,135128574,4
2020,135128581,5
2020,135128580,5
2020,135128582,5
2020,135128591,5
2020,135128595,5
2020,135128626,5
2020,135128627,4
2020,135128637,5
2020,135128641,4
2020,135128679,4
2020,135128690,4
2020,135128689,5
2020,135128695,5
2020,135128696,5
2020,135128697,2
2020,135128729,5
2020,135128730,4
2020,135128732,5
2020,135128731,5
2020,135128733,4
2020,135128734,4
2020,135128745,5
2020,135128753,4
2020,135128762,5
2020,135124391,5
2020,135128795,4
2020,135128803,4
2020,135128816,5
2020,135128815,5
2020,135128834,5
2020,135128840,5
2020,135124468,4
2020,135128850,4
2020,135128851,4
2020,135128855,4
2020,135128868,5
2020,135128869,4
2020,135128879,4
2020,135128912,5
2020,135128916,5
2020,135128918,4
2020,135128927,4
2020,135128926,4
2020,135128929,5
2020,135128936,5
2020,135117812,2
2020,135117827,4
2020,135123286,4
2020,135117861,5
2020,139414883,5
2020,139419646,5
2020,139419694,4
2020,139419875,4
2020,139420199,5
2020,139420305,4
2020,139420463,5
2020,139415715,5
2020,139420543,5
2020,139420733,4
2020,139416158,5
2020,139416155,5
2020,139416222,4
2020,139421414,5
2020,139421548,4
2020,139421722,5
2020,139421905,5
2020,139416661,4
2020,139421897,4
2020,139699942,4
2020,139699939,8
2020,139700100,5
2020,139700332,6
2020,139700437,6
2020,139700528,4
2020,139700836,5
2020,139700863,3
2020,139705776,5
2020,139415064,4
2020,139419626,4
2020,139415196,4
2020,139415276,4
2020,139420015,5
2020,139420214,5
2020,139420342,3
2020,139415732,4
2020,139415718,4
2020,139420466,4
2020,139420757,4
2020,139420910,5
2020,139421392,4
2020,139416457,4
2020,139416459,4
2020,139416471,5
2020,139416548,5
2020,139421904,2
2020,139421929,5
2020,137004054,4
2020,137004087,4
2020,137009300,5
2020,137004194,5
2020,137004243,4
2020,137004242,4
2020,137010019,4
2020,137004024,5
2020,137004197,5
2020,137009820,5
2020,137009996,4
2020,137004871,5
2020,137005036,5
2020,137004175,5
2020,137009712,5
2020,137009713,5
2020,137004520,5
2020,137004852,4
2020,137004850,4
2020,137004849,5
2020,137004898,4
2020,137010281,5
2020,143749807,4
2020,143749938,5
2020,143749940,5
2020,143750044,5
2020,143750046,4
2020,143750053,5
2020,143758107,4
2020,143750136,4
2020,143758229,4
2020,143750213,5
2020,143750211,5
2020,143750228,4
2020,143750325,4
2020,143750332,5
2020,143758310,5
2020,143750371,5
2020,143750369,5
2020,143750427,4
2020,143750513,4
2020,143750528,4
2020,143750530,4
2020,143750553,5
2020,143758454,1
2020,143750631,5
2020,143750656,5
2020,143750751,4
2020,143758645,4
2020,143750932,5
2020,143750930,4
2020,143751153,5
2020,143751201,5
2020,143751323,4
2020,143758917,5
2020,143751620,4
2020,143751651,5
2020,143751699,5
2020,143759009,5
2020,137003935,4
2020,137003947,4
2020,137004183,4
2020,137004339,4
2020,137004416,5
2020,137005075,4
2020,137010213,5
2020,137005087,5
2020,137010215,5
2020,137005119,5
2020,137010244,4
2020,137005188,4
2020,134428850,5
2020,134428851,5
2020,134433925,5
2020,137004052,6
2020,137009226,4
2020,137004106,5
2020,137004107,4
2020,137004306,4
2020,137004386,5
2020,137009790,4
2020,137005021,5
2020,137005053,4
2020,137005077,4
2020,137004810,4
2020,137004901,4
2020,137005073,4
2020,137005174,4
2020,137010294,5
2020,137005183,5
2020,137010299,5
2020,137009193,5
2020,137004149,4
2020,137004341,5
2020,137004340,4
2020,137009566,4
2020,137004415,4
2020,137009733,4
2020,137004530,5
2020,137004633,5
2020,137004873,4
2020,137010037,5
2020,137010219,5
2020,137005097,5
2020,137005099,5
2020,137010231,4
2020,137005116,4
2020,137005133,5
2020,137005141,5
2020,137010266,4
2020,137005217,4
2020,137003999,5
2020,137004003,3
2020,137009609,2
2020,137009862,5
2020,137004684,4
2020,137005150,5
2020,137010272,5
2020,137004156,4
2020,137009505,4
2020,137009518,4
2020,137004532,5
2020,137004533,5
2020,137004531,4
2020,137004900,4
2020,135123249,5
2020,137004203,5
2020,137004392,4
2020,137004393,4
2020,137004418,4
2020,137009627,4
2020,137004424,5
2020,137004652,5
2020,137004653,5
2020,137004802,4
2020,137004833,4
2020,137004916,5
2020,137004917,4
2020,137010149,5
2020,137010170,5
2020,137005031,5
2020,137010179,5
2020,137005137,4
2020,137010263,5
2020,135123394,4
2020,135123485,5
2020,135123535,5
2020,135123559,4
2020,135127958,5
2020,135123666,5
2020,135123701,4
2020,135123712,5
2020,135123711,4
2020,135123778,5
2020,135123788,4
2020,135128039,4
2020,135123792,4
2020,135123802,5
2020,135123803,5
2020,135123807,2
2020,135123807,6
2020,135123808,5
2020,135123814,5
2020,135128077,5
2020,135128076,5
2020,135128075,5
2020,135123819,4
2020,135128089,4
2020,135123823,4
2020,135128096,4
2020,135123826,2
2020,135123827,4
2020,135123831,4
2020,135128108,4
2020,135123833,5
2020,135123842,3
2020,135128142,5
2020,135128144,5
2020,135128141,5
2020,135128138,5
2020,135128140,5
2020,135128143,5
2020,135128139,5
2020,135123894,4
2020,135128310,4
2020,135123906,5
2020,135123930,5
2020,135123931,5
2020,135123945,5
2020,135123946,5
2020,135123947,5
2020,135123950,4
2020,135123951,4
2020,135128343,4
2020,135123963,4
2020,135123964,4
2020,135123970,5
2020,135123972,5
2020,135123973,4
2020,135123975,4
2020,135123987,4
2020,135128383,5
2020,135123993,4
2020,135123997,4
2020,135124001,5
2020,135124022,4
2020,135124031,5
2020,135124033,5
2020,135124039,4
2020,135124071,5
2020,135124079,5
2020,135124082,5
2020,135128493,5
2020,135128492,5
2020,135128491,5
2020,135124084,6
2020,135124102,5
2020,135124109,4
2020,135124126,4
2020,135124134,5
2020,135124137,5
2020,135124139,5
2020,135124152,5
2020,135124181,4
2020,135124196,5
2020,135124201,4
2020,135124214,5
2020,135128607,5
2020,135124220,4
2020,135124223,5
2020,135124222,5
2020,135128611,5
2020,135124237,5
2020,135124244,5
2020,135124256,5
2020,135124257,5
2020,135124264,5
2020,135124286,2
2020,135124288,4
2020,135124289,4
2020,135124291,5
2020,135124307,4
2020,135124309,4
2020,135124308,4
2020,135128699,4
2020,135124320,4
2020,135124319,5
2020,135124343,4
2020,135124389,4
2020,135124393,5
2020,135124398,5
2020,135124401,4
2020,135124400,5
2020,135124403,4
2020,135124404,5
2020,135124408,4
2020,135124406,5
2020,135124409,5
2020,135124407,5
2020,135124438,4
2020,135124439,4
2020,135128822,3
2020,135124460,5
2020,135124461,5
2020,135128856,4
2020,135124472,4
2020,135128859,4
2020,135124490,5
2020,135128884,5
2020,135124507,5
2020,135124515,5
2020,135124520,4
2020,135124521,4
2020,135124534,4
2020,135124558,5
2020,135124576,5
2020,135124575,4
2020,135124579,4
2020,135124582,4
2020,135124593,5
2020,135124597,5
2020,135124596,4
2020,135124607,5
2020,135124613,5
2020,135124614,4
2020,135124616,4
2020,135124674,6
2020,135124681,5
2020,135124688,5
2020,135124689,5
2020,135124690,4
2020,135124691,4
2020,135124694,4
2020,135124707,4
2020,135124710,6
2020,135124731,4
2020,135124736,4
2020,135124737,4
2020,135124740,4
2020,135124751,5
2020,135124752,5
2020,135124755,5
2020,135124758,5
2020,135124772,5
2020,135124773,4
2020,135124781,4
2020,135124787,4
2020,135124806,4
2020,135124817,4
2020,135124827,4
