"DATA_YEAR","PROPERTY_ID","INCIDENT_ID","PROP_LOSS_ID","STOLEN_COUNT","RECOVERED_COUNT"
2020,123409922,120789614,6,,
2020,123409923,120789615,7,1,
2020,123409924,120789616,7,,
2020,123409925,120789617,7,,
2020,123409926,120789617,4,,
2020,123409929,120789622,7,,
2020,123409930,120789624,7,,
2020,123409931,120789625,7,,
2020,123409932,120789626,7,,
2020,123409935,120789629,7,,
2020,123409936,120789631,7,,
2020,123409937,120789632,7,,
2020,123409938,120789633,7,,
2020,123409939,120789634,1,,
2020,123409940,120789635,7,,
2020,123409941,120789636,7,,
2020,123409942,120789638,6,,
2020,123409944,120789640,7,,
2020,123409945,120789641,1,,
2020,123409946,120789642,7,,
2020,123409947,120789643,7,,
2020,123409948,120789644,7,,
2020,123409949,120789645,7,,
2020,123409950,120789646,7,,
2020,123409951,120789648,7,,
2020,123409952,120789649,7,,
2020,123409953,120789650,6,,
2020,123409954,120789651,1,,
2020,123409955,120789652,7,,
2020,123409956,120789653,4,,
2020,123409959,120789655,1,,
2020,123409961,120789657,6,,
2020,123409962,120789658,6,,
2020,123409963,120789659,6,,
2020,123409964,120789660,6,,
2020,123409965,120789661,7,,
2020,123409966,120789662,6,,
2020,123409967,120789663,6,,
2020,123409969,120789665,7,,
2020,123409970,120789666,7,,
2020,123409971,120789667,7,,
2020,123409972,120789668,7,,
2020,123409973,120789669,6,,
2020,123409975,120789671,7,,
2020,123409976,120789672,6,,
2020,123409977,120789673,7,,
2020,123409978,120789674,7,,
2020,123409979,120789675,7,,
2020,123409980,120789676,7,,
2020,123409981,120789677,7,,
2020,123409982,120789678,7,,
2020,123409983,120789679,7,,
2020,123409984,120789680,4,,
2020,123409985,120789681,7,,
2020,123409986,120789682,7,,
2020,123409987,120789683,7,,
2020,123409988,120789684,7,,
2020,123409990,120789686,6,,
2020,123409991,120789687,6,,
2020,123409993,120789690,4,,
2020,123409994,120789691,4,,
2020,123409995,120789692,6,,
2020,123409998,120789697,4,,
2020,123410000,120789699,1,,
2020,123410001,120789700,7,,
2020,123410002,120789701,7,,
2020,123410003,120789702,7,,
2020,123410004,120789703,7,,
2020,123410005,120789704,4,,
2020,123410007,120789708,4,,
2020,123410008,120789709,7,,
2020,123410009,120789710,3,,
2020,123410011,120789712,7,,
2020,123410013,120789714,7,,
2020,123410014,120789715,7,,
2020,123410015,120789716,7,,
2020,123410017,120789718,7,,
2020,123410018,120789719,7,,
2020,123410019,120789720,7,,
2020,123410020,120789722,7,,
2020,123410021,120789723,7,,
2020,123410023,120789725,4,,
2020,123410024,120789726,6,,
2020,123410026,120789728,7,,
2020,123410027,120789729,7,,
2020,123410028,120789730,6,,
2020,123410029,120789731,7,,
2020,123410031,120789733,7,,
2020,123410033,120789735,7,,
2020,123410034,120789735,4,,
2020,123410035,120789736,6,,
2020,123410036,120789737,7,,
2020,123410037,120789738,7,,
2020,123410038,120789740,6,,
2020,123410039,120789741,7,,
2020,123410040,120789741,6,,
2020,123410041,120789742,7,,
2020,123410042,120789744,6,,
2020,123410043,120789745,7,,
2020,123410045,120789748,6,,
2020,123410046,120789751,6,,
2020,123410047,120789752,6,,
2020,123410048,120789753,8,,
2020,123410049,120789754,4,,
2020,123410050,120789756,4,,
2020,123410051,120789757,6,,
2020,123410052,120789758,7,,
2020,123410053,120789759,7,1,
2020,123410054,120789760,4,,
2020,123410055,120789761,1,,
2020,123410056,120789762,1,,
2020,123410057,120789764,7,,
2020,123410058,120789765,7,,
2020,124920966,122487785,4,,
2020,123410060,120789767,7,,
2020,124920967,122487786,7,,
2020,124920968,122487787,4,,
2020,123410063,120789770,6,,
2020,123410064,120789771,7,,
2020,123410065,120789773,6,,
2020,123410067,120789776,7,,
2020,123410068,120789778,7,,
2020,124920970,122487790,4,,
2020,123410070,120789780,7,,
2020,124920971,122487792,4,,
2020,123410072,120789782,7,,
2020,123410073,120789784,6,,
2020,123410074,120789785,6,,
2020,123410075,120789786,7,,
2020,124920972,122487793,6,,
2020,123410077,120789789,6,,
2020,123410078,120789790,7,,
2020,123410081,120789792,6,,
2020,123410082,120789793,7,,
2020,123410083,120789794,7,,
2020,124920973,122487794,7,,
2020,123410087,120789798,7,,
2020,124920974,122487795,7,,
2020,123410093,120789804,4,,
2020,123410094,120789805,4,,
2020,123410095,120789806,7,,
2020,123410096,120789807,7,,
2020,123410097,120789808,4,,
2020,123410098,120789809,7,,
2020,123410099,120789810,6,,
2020,123410100,120789811,7,1,
2020,123410101,120789812,7,,
2020,124920975,122487796,7,,
2020,123410103,120789814,7,,
2020,123410105,120789816,6,,
2020,123410106,120789817,7,,
2020,123410107,120789818,6,,
2020,123410108,120789819,7,,
2020,123410109,120789820,6,,
2020,123410110,120789821,6,,
2020,124920976,122487797,4,,
2020,123410112,120789823,7,,
2020,123410113,120789824,6,,
2020,124920977,122487798,6,,
2020,124920978,122487799,7,,
2020,123410116,120789828,6,,
2020,123410117,120789829,6,,
2020,123410118,120789830,7,,
2020,123410119,120789831,4,,
2020,124920979,122487800,7,,
2020,123410122,120789835,6,,
2020,123410123,120789836,7,,
2020,123410124,120789837,1,,
2020,123410125,120789838,7,,
2020,123410126,120789842,7,,
2020,124920980,122487802,4,,
2020,123410128,120789845,6,,
2020,123410129,120789846,7,,
2020,123410130,120789851,7,,
2020,124920981,122487803,1,,
2020,124920982,122487804,7,,
2020,124920983,122487806,7,,
2020,123410134,120789856,7,,
2020,124920985,122487808,4,,
2020,123410137,120789860,7,,
2020,123410138,120789861,7,,
2020,123410139,120789862,7,,
2020,123410140,120789863,7,,
2020,123410141,120789864,7,,
2020,123410142,120789865,7,,
2020,123410144,120789867,4,,
2020,124920986,122487809,1,,
2020,123410146,120789870,7,,
2020,123410147,120789871,7,,
2020,124920987,122487810,7,,
2020,123410149,120789875,7,,
2020,123410150,120789876,7,,
2020,124920988,122487811,6,,
2020,123410152,120789878,7,,
2020,123410153,120789879,4,,
2020,123410155,120789883,7,,
2020,123410156,120789884,7,,
2020,123410157,120789885,7,,
2020,123410159,120789887,6,,
2020,123410160,120789888,6,,
2020,123410161,120789889,6,,
2020,123410162,120789890,6,,
2020,123410163,120789891,7,,
2020,123410164,120789892,7,,
2020,124920989,122487812,6,,
2020,123410166,120789896,7,,
2020,123410167,120789897,7,,
2020,123410168,120789898,7,,
2020,123410169,120789899,4,,
2020,123410170,120789901,7,,
2020,123410172,120789902,6,,
2020,123410171,120789902,7,,
2020,123410173,120789903,7,,
2020,124920990,122487813,7,,
2020,124920991,122487814,7,,
2020,123410176,120789908,6,,
2020,123410177,120789909,6,,
2020,123410178,120789910,6,,
2020,123410179,120789911,7,,
2020,123410180,120789912,4,,
2020,124920992,122487815,7,,
2020,123410182,120789914,7,,
2020,124920993,122487816,4,,
2020,124920994,122487817,7,,
2020,124920995,122487818,6,,
2020,124920996,122487820,7,,
2020,123410187,120789919,6,,
2020,124920997,122487821,6,,
2020,123410189,120789921,7,,
2020,123410190,120789922,6,,
2020,123410191,120789923,6,,
2020,123410192,120789924,1,,
2020,123410194,120789926,7,,
2020,123410195,120789927,4,,
2020,123410196,120789928,1,,
2020,123410197,120789930,7,,
2020,123410198,120789930,4,,
2020,123410199,120789933,7,,
2020,124920998,122487822,7,,
2020,124920999,122487823,7,,
2020,123410202,120789935,4,,
2020,123410203,120789936,7,,
2020,123410204,120789937,7,,
2020,123410205,120789938,7,,
2020,123410206,120789939,1,,
2020,123410207,120789940,7,,
2020,123410208,120789941,7,,
2020,123410209,120789942,7,,
2020,123410210,120789943,4,,
2020,123410211,120789945,7,,
2020,123410212,120789946,7,,
2020,124921000,122487826,7,,
2020,123410214,120789948,7,,
2020,123410215,120789949,7,,
2020,124921001,122487827,6,,
2020,123410217,120789951,7,,
2020,123410218,120789952,7,,
2020,123410219,120789953,4,,
2020,124921002,122487828,7,,
2020,123410221,120789955,7,,
2020,124921003,122487829,7,,
2020,123410223,120789959,6,,
2020,123410224,120789960,7,,
2020,124921004,122487830,6,,
2020,123410226,120789962,7,,
2020,124921005,122487831,6,,
2020,123410228,120789964,7,,
2020,123410229,120789965,7,,
2020,123410230,120789966,7,,
2020,123410231,120789968,6,,
2020,123410232,120789969,7,,
2020,123410233,120789970,6,,
2020,124921006,122487832,7,,
2020,124921007,122487833,7,,
2020,123410236,120789973,6,,
2020,123410237,120789974,7,,
2020,123410239,120789977,1,,
2020,123410240,120789978,7,,
2020,123410241,120789980,4,,
2020,123410242,120789981,7,1,
2020,123410244,120789983,1,,
2020,123410245,120789984,4,,
2020,123410246,120789985,7,,
2020,123410247,120789986,7,,
2020,124921008,122487834,7,,
2020,123410249,120789988,1,,
2020,123410250,120789989,7,,
2020,123410251,120789990,6,,
2020,123410252,120789991,1,,
2020,123410253,120789992,6,,
2020,123410254,120789993,6,,
2020,123410255,120789994,7,,
2020,123410256,120789995,7,,
2020,123410257,120789997,3,,
2020,123410258,120789998,7,,
2020,123410259,120789999,7,,
2020,123410260,120790001,7,,
2020,123410261,120790003,7,,
2020,123410262,120790004,7,,
2020,123410263,120790007,7,,
2020,123410264,120790008,2,,
2020,123410265,120790009,6,,
2020,123410266,120790010,4,,
2020,123410267,120790011,7,,
2020,123410268,120790012,7,,
2020,123410269,120790013,7,,
2020,123410270,120790014,6,,
2020,123410271,120790015,4,,
2020,123410272,120790017,7,,
2020,123410273,120790018,7,,
2020,123410274,120790020,7,,
2020,123410275,120790021,4,,
2020,123410276,120790022,6,,
2020,123410277,120790023,7,,
2020,123410278,120790024,7,,
2020,123410279,120790025,7,,
2020,123410280,120790026,7,,
2020,123410281,120790028,6,,
2020,123410282,120790029,7,,
2020,123410283,120790030,7,,
2020,123410284,120790031,7,,
2020,123410285,120790032,7,,
2020,123410286,120790033,1,,
2020,123410288,120790035,4,,
2020,123410290,120790038,6,,
2020,124921010,122487836,6,,
2020,123410292,120790042,7,,
2020,123410293,120790043,7,,
2020,123410294,120790044,7,,
2020,124921011,122487837,7,,
2020,124921012,122487838,6,,
2020,123410299,120790048,7,,
2020,124921013,122487839,6,,
2020,123410301,120790050,7,,
2020,123410302,120790051,4,,
2020,124921014,122487840,6,,
2020,123410304,120790053,7,,
2020,124921015,122487841,7,,
2020,124921016,122487842,1,,
2020,123410307,120790055,4,,
2020,123410308,120790056,7,,
2020,124921017,122487843,7,,
2020,123410310,120790058,6,,
2020,123410311,120790059,7,,
2020,123410312,120790060,7,,
2020,123410314,120790063,6,,
2020,123410315,120790065,7,,
2020,124921018,122487844,7,,
2020,124921019,122487845,7,,
2020,123410319,120790068,7,,
2020,123410320,120790069,6,,
2020,123410321,120790070,1,,
2020,123410322,120790071,4,,
2020,123410323,120790072,4,,
2020,123410324,120790073,7,,
2020,124921021,122487847,7,,
2020,123410326,120790075,1,,
2020,123410327,120790076,7,,
2020,123410328,120790077,7,,
2020,123410329,120790077,4,,
2020,123410330,120790078,7,,
2020,123410331,120790079,7,,
2020,124921022,122487848,7,,
2020,124921023,122487850,7,,
2020,124921024,122487851,7,,
2020,124921026,122487854,7,,
2020,124921027,122487855,7,,
2020,124921028,122487856,6,,
2020,124921029,122487857,1,,
2020,124921030,122487859,7,,
2020,123403138,120787593,7,,
2020,123403163,120787621,6,,
2020,125758873,123095207,6,,
2020,125758874,123095208,6,,
2020,125758875,123095209,1,,
2020,125758876,123095210,4,,
2020,125758877,123095211,6,,
2020,125758878,123095212,6,,
2020,125758879,123095213,7,1,
2020,125754351,123095214,6,,
2020,125758880,123095215,4,,
2020,125758881,123095216,6,,
2020,125758883,123095218,4,,
2020,125758884,123095219,7,,
2020,125758886,123095221,1,,
2020,125758887,123095223,4,,
2020,125758888,123095224,6,,
2020,125758889,123095225,7,,
2020,125754371,123095226,7,,
2020,125758890,123098619,7,,
2020,125758891,123095227,7,,
2020,125758892,123095228,1,,
2020,125758893,123095229,7,,
2020,125758894,123095230,7,1,
2020,125758896,123095232,7,,
2020,125758897,123095235,3,,
2020,125758898,123095236,4,,
2020,125758899,123095237,7,,
2020,125758901,123095243,1,,
2020,125758902,123095244,4,,
2020,125758904,123095246,7,,
2020,125758906,123095248,7,,
2020,125758907,123095249,7,,
2020,125758908,123095250,6,,
2020,125758909,123095251,4,,
2020,125758911,123095253,7,,
2020,125758912,123095254,7,,
2020,125758913,123095255,1,,
2020,125754388,123098637,7,,
2020,125758914,123095256,7,,
2020,125754389,123095257,3,,
2020,125758916,123095259,7,,
2020,125758918,123095261,7,,
2020,125758919,123095262,7,,
2020,125758921,123095264,7,,
2020,125758922,123095266,7,,
2020,125758923,123095267,7,,
2020,125758924,123095269,4,,
2020,125758925,123095270,4,,
2020,125758926,123095271,6,,
2020,125758927,123095272,7,,
2020,125758930,123095274,7,,
2020,125758931,123095275,7,,
2020,125758932,123095276,4,,
2020,125758934,123095277,1,,
2020,125758933,123095277,4,,
2020,125758936,123095279,1,,
2020,125758937,123095280,8,,
2020,125758939,123095282,7,,
2020,125758941,123095286,1,,
2020,125758944,123095289,6,,
2020,125758948,123095293,1,,
2020,125758949,123095294,7,,
2020,125758950,123095294,1,,
2020,125758952,123095296,7,,
2020,125758953,123095297,7,,
2020,125758955,123095299,7,1,
2020,125758956,123095300,1,,
2020,125758957,123095301,7,,
2020,125758958,123095302,4,,
2020,125758959,123095303,7,,
2020,125758960,123095304,1,,
2020,125758961,123095305,7,,
2020,125758962,123095306,7,,
2020,125758963,123095307,7,,
2020,125758964,123095308,1,,
2020,125758967,123095310,6,,
2020,125758968,123095311,4,,
2020,125758969,123095312,7,,
2020,125758970,123095313,4,,
2020,125758971,123095315,4,,
2020,125758973,123095317,7,1,
2020,125758974,123095318,7,,
2020,125758976,123095320,7,1,
2020,125758978,123095322,6,,
2020,125758979,123095323,7,,
2020,125758980,123095324,7,,
2020,125758982,123095326,7,,
2020,125758983,123095327,6,,
2020,125758984,123095328,7,,
2020,125758985,123095329,7,,
2020,125758987,123095331,6,,
2020,125758989,123095333,7,,
2020,125758990,123095334,4,,
2020,125758992,123095336,7,1,
2020,125758993,123095337,7,,
2020,125754445,123098707,7,,
2020,125754446,123095339,7,,
2020,125758995,123095340,7,,
2020,125758996,123095341,7,,
2020,125758997,123095342,6,,
2020,125754453,123098715,4,,
2020,125759000,123095344,7,,
2020,125759001,123095345,3,,
2020,125759002,123095346,7,,
2020,125759003,123095347,7,,
2020,125759004,123095347,4,,
2020,125759005,123098720,7,1,
2020,125759009,123095350,6,,
2020,125759011,123095353,6,,
2020,125754459,123095354,6,,
2020,125754460,123098727,7,,
2020,125759012,123098730,4,,
2020,125759013,123095356,3,,
2020,125754468,123095358,7,,
2020,125759015,123095360,4,,
2020,125759016,123095361,7,1,
2020,125754474,123098740,7,,
2020,125759018,123095367,7,,
2020,125759021,123095371,7,,
2020,125759023,123095373,7,,
2020,125759024,123095374,1,,
2020,125754482,123098748,7,,
2020,125759026,123095375,7,,
2020,125754483,123098750,7,,
2020,125754487,123095377,7,,
2020,125759027,123095378,4,,
2020,125759028,123095379,4,,
2020,125759031,123095380,7,2,
2020,125759032,123095382,7,,
2020,125754493,123095384,7,,
2020,125759034,123095385,7,,
2020,125759036,123095387,4,,
2020,125759038,123095389,1,,
2020,125759040,123095391,7,,
2020,125759042,123095394,7,,
2020,125759043,123095395,7,,
2020,125759044,123095396,4,,
2020,125759049,123095400,7,,
2020,125759050,123095401,7,,
2020,125759051,123095402,7,,
2020,125759052,123095403,6,,
2020,125759053,123095404,7,,
2020,125759054,123095405,7,,
2020,125759057,123095407,7,,
2020,125759059,123095409,1,,
2020,125759063,123095413,7,,
2020,125759064,123095414,6,,
2020,125759065,123095415,7,,
2020,125759066,123095416,7,,
2020,125759067,123095417,7,,
2020,125759070,123095419,7,,
2020,125754527,123098802,4,,
2020,125754528,123098802,8,,
2020,125759071,123095423,1,,
2020,125759072,123095424,7,,
2020,125754531,123098808,7,,
2020,125759073,123095425,7,,
2020,125759075,123095427,7,,
2020,125759076,123095428,4,,
2020,125759078,123095429,6,,
2020,125759079,123095430,7,,
2020,125759081,123095431,1,,
2020,125759080,123095431,7,,
2020,125759082,123095432,7,,
2020,125759083,123095433,7,,
2020,125754541,123095434,7,,
2020,125759084,123095435,7,,
2020,125759085,123095436,7,,
2020,125759086,123095437,7,,
2020,125759087,123095438,7,,
2020,125754545,123095439,7,,
2020,125759089,123095440,4,,
2020,125759090,123095441,7,,
2020,125759091,123095443,1,,
2020,125759093,123095445,7,,
2020,125759094,123095446,4,,
2020,125759095,123095447,7,,
2020,125759096,123095448,6,,
2020,125754557,123098837,7,,
2020,125759097,123095449,4,,
2020,125759098,123095450,7,,
2020,125754560,123098840,7,,
2020,125759100,123095452,1,,
2020,125754564,123095454,7,,
2020,125754565,123095454,6,,
2020,125759103,123095455,7,,
2020,125759104,123095456,7,,
2020,125754569,123095458,7,,
2020,125759108,123095460,4,,
2020,125759109,123095461,7,,
2020,125754573,123098856,7,,
2020,125759111,123095463,7,,
2020,125759113,123095467,7,,
2020,125759114,123095468,4,,
2020,125759116,123095471,1,,
2020,125759117,123095472,7,,
2020,125759118,123095473,7,,
2020,125759120,123095475,7,,
2020,125759122,123095478,7,,
2020,125759123,123095479,3,,
2020,125759124,123095480,7,,
2020,125759125,123095481,1,,
2020,125759126,123095482,7,,
2020,125759129,123095484,7,,
2020,125759130,123095485,7,,
2020,125759131,123095486,7,,
2020,125759132,123095487,7,,
2020,125759133,123095488,1,,
2020,125759134,123095489,4,,
2020,125759135,123095490,7,,
2020,125759136,123095491,4,,
2020,125759137,123095493,7,,
2020,125759138,123095494,7,,
2020,125759139,123095495,7,,
2020,125759141,123095497,7,,
2020,125759142,123095498,1,,
2020,125759143,123095499,7,,
2020,125759145,123095501,7,,
2020,125759146,123095502,1,,
2020,125759148,123095504,4,,
2020,125759149,123095505,7,,
2020,125759151,123095507,7,,
2020,125759152,123095508,7,,
2020,125759153,123095510,6,,
2020,125759154,123095511,1,,
2020,125759155,123095512,4,,
2020,125759157,123095514,7,,
2020,125759158,123095517,7,,
2020,125759159,123095518,6,,
2020,125759161,123095520,7,,
2020,125759162,123095521,4,,
2020,125759163,123095522,7,,
2020,125759164,123095523,1,,
2020,125759165,123095524,7,,
2020,125759166,123095525,6,,
2020,125759167,123095527,4,,
2020,125759168,123095528,7,,
2020,125759171,123095532,1,,
2020,125759172,123095533,7,,
2020,125759173,123095534,4,,
2020,125759174,123095535,7,,
2020,125759177,123095540,7,,
2020,125759178,123095541,7,,
2020,125759179,123095544,6,,
2020,125759180,123095545,4,,
2020,125759181,123095546,7,,
2020,125759182,123095547,7,,
2020,125759186,123095551,7,,
2020,125759187,123095552,7,,
2020,125759188,123095553,7,,
2020,125759189,123095554,6,,
2020,125759190,123095555,6,,
2020,125759191,123095556,7,,
2020,125759192,123095557,7,,
2020,125759193,123095558,7,,
2020,125759194,123095559,7,,
2020,125759196,123095561,6,,
2020,125759198,123095563,7,,
2020,125759199,123095565,4,,
2020,125759200,123095566,6,,
2020,125759201,123095567,4,,
2020,125759202,123095568,7,,
2020,125759203,123095569,4,,
2020,125759204,123095570,7,,
2020,125759205,123095571,7,,
2020,125759207,123095573,4,,
2020,125759208,123095574,7,,
2020,125759209,123095575,7,,
2020,125759211,123095577,4,,
2020,125759212,123095578,4,,
2020,125759213,123095579,7,,
2020,127244461,124705138,4,,
2020,127236784,124705160,7,,
2020,125759216,123095581,1,,
2020,125759217,123095582,1,,
2020,125759218,123095583,7,,
2020,125759219,123095584,7,,
2020,127236793,124705167,7,,
2020,125759221,123095587,7,1,
2020,125759222,123095588,6,,
2020,125759223,123095589,1,,
2020,125759224,123095590,7,,
2020,125759225,123095592,7,,
2020,125759227,123095594,7,,
2020,125759228,123095596,6,,
2020,125759229,123095597,7,,
2020,125759230,123095598,4,,
2020,125759231,123095599,8,,
2020,125759232,123095600,7,,
2020,125759233,123095601,6,,
2020,125759234,123095603,7,,
2020,125759235,123095604,7,,
2020,125759236,123095608,7,,
2020,125759238,123095611,4,,
2020,125759239,123095612,7,,
2020,125759240,123095613,7,,
2020,125759241,123095614,7,,
2020,125759242,123095615,7,,
2020,125759243,123095616,7,,
2020,125759244,123095618,7,,
2020,125759245,123095620,1,,
2020,125759246,123095621,7,,
2020,125759247,123095623,4,,
2020,125759248,123095624,4,,
2020,125759249,123095626,1,,
2020,125759250,123095627,7,,
2020,125759251,123095628,3,,
2020,125759252,123095629,7,,
2020,125759253,123095630,7,,
2020,125759254,123095631,7,,
2020,125759257,123095634,7,,
2020,125759258,123095635,7,,
2020,125759260,123095637,1,,
2020,125759261,123095638,7,,
2020,125759262,123095639,6,,
2020,127244489,124705174,1,,
2020,125759264,123095641,4,,
2020,125759266,123095643,7,,
2020,125759267,123095644,6,,
2020,125759268,123095646,7,,
2020,125759269,123095647,7,,
2020,125759270,123095648,4,,
2020,125759271,123095650,7,,
2020,125759272,123095652,1,,
2020,125759273,123095653,7,,
2020,125759274,123095654,7,,
2020,125759275,123095655,7,,
2020,125759276,123095656,7,,
2020,125759277,123095656,1,,
2020,125759279,123095658,7,,
2020,125759280,123095659,4,,
2020,125759281,123095664,7,,
2020,125759282,123095665,7,,
2020,125759283,123095667,4,,
2020,125759284,123095668,7,,
2020,125759287,123095670,7,1,
2020,125759288,123095670,5,,1
2020,125759292,123095672,6,,
2020,125759295,123095674,7,,
2020,125759296,123095675,7,,
2020,125759298,123095677,7,,
2020,125759299,123095678,7,,
2020,125759300,123095681,1,,
2020,127244491,124705176,7,,
2020,125759302,123095683,1,,
2020,125759303,123095684,7,,
2020,125759304,123095685,7,,
2020,125759305,123095686,6,,
2020,125759307,123095689,7,,
2020,125759308,123095690,7,,
2020,127244495,124705181,7,,
2020,125759310,123095694,6,,
2020,125759311,123095695,7,,
2020,127244500,124694904,4,,
2020,125759314,123095698,7,,
2020,125759315,123095699,7,,
2020,125759316,123095700,7,,
2020,125759317,123095701,7,,
2020,125759318,123095702,1,,
2020,125759319,123095703,4,,
2020,127244501,124705186,7,1,
2020,125759321,123095705,1,,
2020,125759322,123095706,7,,
2020,125759323,123095707,7,,
2020,127236810,124705191,1,,
2020,125759325,123095710,7,,
2020,125759326,123095711,1,,
2020,125759328,123095714,7,,
2020,125759329,123095715,7,,
2020,125759330,123095716,7,,
2020,125759331,123095717,1,,
