"DATA_YEAR","SUSPECTED_DRUG_TYPE_ID","PROPERTY_ID","EST_DRUG_QTY","DRUG_MEASURE_TYPE_ID","NIBRS_SUSPECTED_DRUG_ID"
2020,4,129630146,1,11,15037495
2020,5,129623643,1,11,15029212
2020,5,129623052,1,11,15029181
2020,5,129629998,1,11,15037488
2020,5,129623151,1,9,15029187
2020,5,129630208,1,11,15037497
2020,5,129630242,9,1,15037503
2020,5,129630454,1,11,15029210
2020,2,129623830,1,9,15037521
2020,5,129623830,2,9,15037522
2020,5,129622900,2,9,15037482
2020,5,129623219,1,11,15029190
2020,5,129630659,1,11,15029220
2020,1,129390835,13,1,14978409
2020,5,129390835,155,1,14978408
2020,5,129390941,118.9,1,14978442
2020,14,129390941,28.8,1,14978440
2020,11,129390941,7.7,1,14978438
2020,5,129385508,52.3,1,14982842
2020,5,129385512,85.55,1,14982843
2020,2,129385538,3,1,14982855
2020,5,129391555,74,1,14978502
2020,1,129629608,1,11,15037472
2020,5,129630054,,,15029186
2020,5,129623691,1,11,15037514
2020,5,129622676,1,11,15029161
2020,2,129622676,1,11,15029160
2020,5,129630397,1,11,15037509
2020,16,129623766,1,9,15029215
2020,5,129630725,1,9,15037529
2020,5,129857978,17.9,1,15087215
2020,5,130138905,1,11,15132576
2020,8,130139178,1,11,15132431
2020,4,130139178,1,11,15132430
2020,4,130139202,1,11,15132597
2020,4,130139202,1,1,15132598
2020,5,130138203,1,11,15132536
2020,4,130138659,1,9,15132557
2020,5,130138939,1,11,15132412
2020,5,135744090,1,11,16259221
2020,17,135744104,1,11,16259224
2020,12,135744104,1,11,16259223
2020,4,135744104,1,11,16259222
2020,12,135749881,19,9,16259253
2020,5,134239889,1,9,16020537
2020,5,134234880,1,11,16035750
2020,5,134234993,1,11,16020541
2020,5,134235318,1,11,16020559
2020,5,129161729,1,1,14950089
2020,12,129161729,4,1,14945127
2020,5,129164750,184,1,14950144
2020,1,129164817,7,9,14950155
2020,4,129162655,3.5,1,14945210
2020,1,129162655,1,1,14945209
2020,5,129165508,14,1,14950198
2020,5,129162800,43,1,14945214
2020,10,129166150,1.6,7,14950240
2020,5,129166150,10,1,14945258
2020,5,129163392,12,1,14950269
2020,5,129161722,6.1,1,14950088
2020,5,129164686,23,1,14950125
2020,2,129164687,1,1,14950127
2020,5,129162709,37.6,1,14950196
2020,5,129166155,4,1,14945259
2020,5,129166274,6.1,1,14950253
2020,5,129161866,1143,1,14950095
2020,5,129162121,8,1,14945153
2020,5,129164730,47,1,14950135
2020,16,129165094,30,9,14945200
2020,5,129165605,10,1,14950201
2020,10,129166143,1,7,14945256
2020,5,129166194,38,1,14950248
2020,10,129166194,6.7,7,14950249
2020,10,129159137,1.5,7,14950091
2020,10,129159137,1,1,14950090
2020,5,129162160,6,1,14945163
2020,5,129164844,14.9,1,14950161
2020,5,129162566,50,1,14950188
2020,5,129163035,7.1,1,14945242
2020,5,129166161,45.6,1,14950242
2020,8,129159482,6,9,14945138
2020,1,129164670,0.2,1,14950119
2020,2,129164749,3,1,14950143
2020,17,129164749,285,9,14945170
2020,5,129161955,38.4,1,14945136
2020,5,129164761,11,1,14950147
2020,5,129166187,1,1,14950247
2020,5,129164773,3.3,1,14950149
2020,1,129162921,0.6,1,14945220
2020,18,129162977,,,14950208
2020,5,129162977,24,1,14945222
2020,2,129162977,1.5,1,14950207
2020,5,129163007,64.4,1,14945227
2020,5,129161772,33.1,1,14950093
2020,10,129159413,1,7,14945131
2020,5,129164718,145,1,14950133
2020,10,129162271,0.33,3,14950156
2020,5,129163105,59.5,1,14945250
2020,5,129163130,3.5,1,14950227
2020,5,129166158,679,1,14945261
2020,5,129163261,47,1,14945272
2020,5,129166280,30,1,14950258
2020,5,129164749,317,1,14945171
2020,5,129162333,48,1,14945195
2020,2,129162840,0.001,1,14945217
2020,5,129162840,3.5,1,14945216
2020,1,129162840,0.103,1,14950202
2020,5,129165868,355,1,14950215
2020,8,129165868,208,9,14950216
2020,1,129165956,60,1,14950225
2020,10,129165956,0.5,7,14945247
2020,5,129161931,9,1,14945132
2020,5,129162114,112,1,14945148
2020,5,129164739,36,1,14945164
2020,5,129164865,40,1,14950163
2020,5,129164985,16,1,14950171
2020,15,129165810,5,9,14950206
2020,5,129163025,134,1,14945241
2020,10,129166180,1.09,3,14950245
2020,5,129166180,60,1,14945264
2020,2,129166180,1.1,1,14945265
2020,12,129163308,102,1,14945277
2020,11,129163308,114,1,14945278
2020,5,129164732,12,1,14950137
2020,5,129162748,3,1,14950200
2020,5,129165869,70.1,1,14950217
2020,8,129165869,49.5,1,14945233
2020,1,129165883,29.1,1,14950219
2020,2,129164821,19.5,1,14945187
2020,5,129164821,11.5,1,14945185
2020,18,129164821,,,14950157
2020,5,129162466,105,1,14950183
2020,8,129165756,0.5,1,14945221
2020,15,129163012,3,9,14945231
2020,11,129163033,1,1,14950221
2020,2,129163033,5,1,14950220
2020,5,129163161,124,1,14945253
2020,5,129166292,3.2,1,14945275
2020,16,129166292,21,9,14945276
2020,17,129164748,9,9,14945169
2020,5,129164871,439.4,1,14950165
2020,10,129162583,2,3,14945204
2020,5,129162583,41,1,14950194
2020,5,129162843,648.17,1,14950203
2020,10,129166156,0.5,3,14945260
2020,1,129166278,0.1,1,14950257
2020,5,129161774,2.8,4,14945130
2020,1,129161774,6.8,1,14945129
2020,5,129161894,19,1,14950097
2020,5,124920168,1,11,13952622
2020,8,124920168,1,11,13952623
2020,5,124920190,1,11,13937547
2020,5,124920193,1,1,13952625
2020,5,124920333,1,9,13952648
2020,7,124920389,1,11,13952656
2020,5,124920389,1,11,13952655
2020,5,124922841,503,1,13952964
2020,5,124922843,2,1,13952965
2020,5,124922850,1,1,13952966
2020,1,124922878,0.9,1,13952968
2020,2,124922921,0.54,1,13952976
2020,5,129389815,30,1,14982805
2020,5,129384842,49,1,14982810
2020,1,129384842,0.4,1,14982811
2020,5,129385000,75,1,14982817
2020,5,129385519,27,1,14982845
2020,5,129391013,10,1,14978488
2020,2,131757980,1,11,15492344
2020,1,131758062,1,9,15492348
2020,5,131758140,,,15492350
2020,5,132605209,1,11,15712512
2020,5,132610569,138,9,15712518
2020,5,132610744,1,11,15712529
2020,5,134749482,77.9,1,16094956
2020,5,134749531,84,1,16094963
2020,1,134752765,3.5,1,16097990
2020,5,134752765,50,1,16097989
2020,5,134752773,65.8,1,16097998
2020,10,134752779,1,3,16098006
2020,5,134752787,54,1,16094998
2020,17,134754699,3.5,1,16098031
2020,5,134754699,2,1,16095021
2020,5,133012058,79,1,15807938
2020,12,133012058,22,1,15807937
2020,12,133012902,25.5,1,15807983
2020,5,133012902,160,1,15807984
2020,16,133008671,3.5,1,15812860
2020,1,133012907,3.3,1,15812862
2020,5,133012907,2.3,1,15812863
2020,5,133012911,66,1,15807990
2020,5,133013019,2,1,15807998
2020,5,133013225,176,1,15808001
2020,5,133013695,6,1,15812915
2020,4,133013800,1,1,15808056
2020,5,132610093,1,11,15712493
2020,5,132610237,1,9,15707492
2020,5,132610687,1,11,15712525
2020,5,132610878,1,11,15707520
2020,2,132611057,1,11,15712541
2020,2,132605639,1,9,15707539
2020,5,132604811,1,11,15707475
2020,10,132609978,1,11,15707487
2020,5,132605090,1,1,15707490
2020,5,132610248,1,11,15707494
2020,5,132605178,3,9,15707495
2020,5,132605527,1,9,15707524
2020,4,132605541,13,1,15707525
2020,5,132605633,1,9,15707538
2020,5,132611166,1,9,15712551
2020,2,132609770,1,11,15712482
2020,5,132610072,1,11,15712492
2020,1,132605097,1,9,15712497
2020,5,132605277,1,11,15707503
2020,5,132609737,1,11,15712479
2020,12,132611093,2,9,15712547
2020,5,132609862,1,11,15712486
2020,5,132605205,24,1,15707496
2020,4,132610872,1,9,15707519
2020,5,132605631,1,9,15707537
2020,5,132605298,2,9,15707506
2020,17,132605298,1,9,15707507
2020,1,132605411,1,11,15712527
2020,5,132610798,3.6,1,15712532
2020,5,132611086,56,1,15712546
2020,2,132611086,5,1,15707533
2020,5,132605155,1,11,15707493
2020,5,132604983,1,9,15707485
2020,5,132605025,1,11,15707488
2020,5,132610398,9,9,15712514
2020,5,132610683,1,9,15712524
2020,5,132604804,2,1,15707474
2020,5,132604813,1,11,15707476
2020,5,132605612,1,9,15707535
2020,5,132610155,1,9,15712499
2020,10,132605307,1,11,15707509
2020,5,132605496,1,11,15707521
2020,5,132605640,25,1,15707540
2020,2,132611128,1,9,15712548
2020,5,133014167,1090,1,15812961
2020,8,133014167,17,9,15812962
2020,5,133014195,58,1,15808088
2020,8,133014195,11,9,15812964
2020,5,133015442,102,1,15808104
2020,10,133015729,2.93,3,15812977
2020,5,133008693,62.4,1,15812874
2020,5,133013750,22.5,1,15808042
2020,5,133014094,26,1,15808064
2020,5,133008030,232.5,1,15812837
2020,1,133012832,6.8,1,15807978
2020,5,133012832,1154,1,15807977
2020,5,133014132,0.25,1,15808074
2020,8,133014139,1,1,15808080
2020,5,133014408,0.1,1,15808103
2020,10,133012054,1,1,15807935
2020,5,133008482,13,1,15807967
2020,5,133012882,110,1,15807981
2020,5,133013305,120.2,1,15808016
2020,2,133013692,7,1,15808032
2020,10,133013768,1,7,15808055
2020,5,133012221,160,1,15807945
2020,10,133012691,1,9,15807963
2020,5,133009083,14.08,1,15812888
2020,10,133009103,0.5,3,15812890
2020,10,133014176,1,7,15808084
2020,12,133012693,7.5,1,15807964
2020,5,133012723,273.2,1,15807971
2020,4,133013277,0.1,1,15808008
2020,10,133013312,0.01,5,15808017
2020,5,133012215,1,11,15812830
2020,5,133012320,131,1,15807955
2020,4,133012674,0.5,1,15807958
2020,2,133008616,1,1,15812858
2020,2,133008803,12,1,15812878
2020,11,133009082,162,1,15808014
2020,5,133009082,95,1,15808013
2020,5,133009177,386,1,15808022
2020,5,133013531,110,1,15812911
2020,5,133013645,6.5,1,15808031
2020,2,133013645,8.5,1,15808030
2020,10,133013743,0.5,3,15808037
2020,5,133013874,7,1,15808057
2020,5,133015098,5,1,15812945
2020,2,134239647,538,1,16035733
2020,5,134239801,1,11,16035743
2020,5,134240046,1,11,16035753
2020,5,134235078,7,1,16020545
2020,5,134240338,1,11,16035771
2020,5,134240808,1,9,16035791
2020,4,134240841,1,11,16035796
2020,5,134240873,16,1,16035799
2020,5,134240873,1,11,16035800
2020,5,134240726,1,11,16035787
2020,4,133007940,0.3,1,15812829
2020,5,133008516,25,1,15812856
2020,14,133013015,10,3,15812875
2020,5,133009159,466,1,15808020
2020,16,133009357,204,9,15812903
2020,5,133009357,178,1,15812902
2020,5,133007766,890,1,15812813
2020,8,133007766,39,9,15812814
2020,5,133012225,70,1,15807947
2020,5,133012724,16,1,15812851
2020,5,133009080,119,1,15808002
2020,8,133009080,8,9,15808005
2020,2,133009080,3,1,15808003
2020,5,133013376,60.1,1,15808023
2020,5,133013694,240,1,15808034
2020,5,133014624,846.9,1,15808041
2020,2,133015112,1.5,1,15808075
2020,10,133015112,26.72,1,15808076
2020,10,133013097,5,3,15808000
2020,5,133008880,1,1,15812884
2020,4,133009175,6,9,15812895
2020,10,133013746,1.7,7,15808040
2020,5,133007931,4,1,15812818
2020,12,133012217,12.2,1,15812832
2020,4,133012217,3.4,1,15812831
2020,5,133012707,13,1,15807965
2020,10,133012764,0.64,3,15807974
2020,5,133008677,1017.2,1,15812866
2020,8,133008677,4.3,1,15807985
2020,16,133008677,3,9,15812864
2020,5,133012051,61,1,15807934
2020,12,133008377,25.201,1,15812843
2020,5,133008377,28.4,1,15812842
2020,5,133008885,28.4,1,15812885
2020,5,133013473,19.8,1,15808026
2020,10,133009418,5,7,15812910
2020,5,133013763,3,1,15808051
2020,5,133015018,531,1,15812938
2020,10,133014123,2,8,15812946
2020,10,133012311,5,7,15807953
2020,10,133007934,2,7,15812821
2020,4,133008455,1,1,15812844
2020,5,133012678,55,1,15807959
2020,5,133012685,53,1,15807961
2020,5,133008474,522,1,15812847
2020,5,133012716,15.5,1,15807968
2020,17,133012716,0.9,1,15807969
2020,5,133009368,0.7,1,15812905
2020,10,133014044,1.5,7,15808059
2020,1,133015060,12.2,1,15812941
2020,5,133015060,11.9,1,15812940
2020,4,133015060,7,1,15812942
2020,2,133015101,0.3,1,15812947
2020,1,133015101,1,1,15812948
2020,16,133013365,1,9,15812898
2020,5,133013408,8,1,15808024
2020,5,133013748,42,1,15812919
2020,12,133014634,1,1,15812924
2020,5,133012065,2,1,15807940
2020,5,133007937,7,1,15807942
2020,10,133007937,0.5,7,15812825
2020,17,133007937,15,1,15812824
2020,8,133008037,15,9,15812840
2020,5,133008037,156,1,15812841
2020,10,133012708,5,7,15812848
2020,8,133012226,4,9,15807949
2020,12,133012226,6.5,1,15807950
2020,5,133012226,31,1,15807948
2020,5,131753411,1,9,15498413
2020,5,131753433,,,15498415
2020,5,131753449,1,11,15498420
2020,5,131757379,1,11,15492310
2020,5,131758726,1,11,15492383
2020,5,133012679,100,1,15807960
2020,12,133008461,2,1,15807962
2020,5,133012757,17,1,15807972
2020,5,133008514,42,1,15812855
2020,5,133012877,11,1,15807980
2020,10,133012900,6,7,15807982
2020,5,133008680,34,1,15807991
2020,5,133008777,1,1,15812876
2020,1,133013279,29,1,15812886
2020,18,133013279,,,15808015
2020,10,133013279,1,1,15808012
2020,4,133009127,1,11,15812891
2020,5,133013342,8.3,1,15808021
2020,5,133013464,1.5,1,15808025
2020,10,133009475,3.67,3,15812913
2020,10,133014758,0.25,3,15812926
2020,5,133014978,14,1,15812931
2020,8,133014978,4,9,15812930
2020,5,134861008,26.9,1,16113736
2020,5,133009078,23,1,15808004
2020,2,133009182,3,1,15812897
2020,5,133013570,1,1,15808029
2020,5,133009575,40,1,15812914
2020,2,132609814,1,11,15712484
2020,11,132604936,1,11,15707482
2020,10,132609948,1,11,15712490
2020,5,132610096,1,11,15712494
2020,5,132610435,1,11,15712515
2020,5,132610639,1,1,15712523
2020,10,133015121,1.25,7,15808077
2020,5,133015121,2,1,15808078
2020,1,133015160,0.7,1,15808083
2020,5,133014171,2.5,1,15812963
2020,2,133014259,1,1,15808102
2020,1,133012213,9.8,1,15812826
2020,10,133012213,0.5,3,15812823
2020,5,133009170,1,11,15812893
2020,5,133009170,52,1,15812894
2020,4,133013745,0.1,1,15808039
2020,5,133013752,93,1,15808043
2020,4,133014800,75.5,1,15812927
2020,5,133014989,963,1,15812935
2020,5,133015065,46,1,15812943
2020,10,133014114,1,9,15808070
2020,10,133014114,1.8,7,15808069
2020,10,133015107,1,9,15812952
2020,10,133015109,1,11,15812954
2020,18,133015719,,,15812976
2020,1,133015719,5.2,1,15812975
2020,10,133015719,1,11,15812974
2020,4,133420693,0.25,1,15887604
2020,2,133012223,1,11,15807946
2020,2,133012717,42.6,1,15812849
2020,5,133007765,190,1,15812812
2020,5,133007929,156,1,15812816
2020,5,133012717,31.6,1,15812850
2020,15,133007720,36,9,15812810
2020,5,133007764,99.5,1,15807936
2020,5,133007769,74.8,1,15807939
2020,11,133007769,9.7,1,15812815
2020,16,133007930,10,9,15812817
2020,5,133007930,241,1,15807941
2020,5,133008458,118,1,15812845
2020,5,133008462,28,1,15812846
2020,5,133012720,18,1,15807970
2020,5,133012759,505,1,15807973
2020,5,133008678,24.5,1,15812867
2020,5,133008792,13.5,1,15812877
