"DATA_YEAR","BIAS_ID","OFFENSE_ID"
2020,21,146275872
2020,21,146275911
2020,21,146275948
2020,21,146275986
2020,21,146275991
2020,21,146276026
2020,21,146276027
2020,21,146276032
2020,21,146269520
2020,21,146276038
2020,21,146269529
2020,21,146276051
2020,21,146269535
2020,21,146276056
2020,21,146276089
2020,21,146269560
2020,21,146276106
2020,21,146276144
2020,21,146276146
2020,21,146276147
2020,21,146276156
2020,21,146276163
2020,21,146276164
2020,21,146276165
2020,21,146276167
2020,21,146276171
2020,21,146276193
2020,21,146276201
2020,21,146276252
2020,21,146276253
2020,21,146276256
2020,21,146276255
2020,21,146276257
2020,21,146269619
2020,21,146276265
2020,21,146276281
2020,21,146276282
2020,21,146276284
2020,21,146276306
2020,21,146276316
2020,21,146276318
2020,21,146276323
2020,21,146276324
2020,21,146269632
2020,21,146269633
2020,21,146276326
2020,21,146276338
2020,21,146276346
2020,21,146276361
2020,21,146269643
2020,21,146276387
2020,21,146276410
2020,21,146276414
2020,21,146276425
2020,21,146276453
2020,21,146276454
2020,21,146276478
2020,21,146276488
2020,21,146276491
2020,21,146276506
2020,21,146276507
2020,21,146270122
2020,21,146270128
2020,21,146277796
2020,21,146277797
2020,21,146277798
2020,21,163646080
2020,21,146277800
2020,21,146277801
2020,21,146277802
2020,21,146277803
2020,21,146277804
2020,21,146277805
2020,21,146277806
2020,21,146277807
2020,21,146277808
2020,21,146277809
2020,21,146277810
2020,21,146277811
2020,21,146277812
2020,21,146277813
2020,21,163647290
2020,21,146277815
2020,21,146277816
2020,21,146277817
2020,21,163647307
2020,21,146277819
2020,21,163646099
2020,21,146277821
2020,21,146277822
2020,21,146277824
2020,21,146277823
2020,21,163646121
2020,21,163646118
2020,21,163646131
2020,21,146277828
2020,21,146277829
2020,21,146277830
2020,21,146277831
2020,21,146277832
2020,21,146277833
2020,21,146277834
2020,21,146277835
2020,21,146277836
2020,21,146277837
2020,21,146277838
2020,21,146277840
2020,21,146277842
2020,21,146277841
2020,21,146277843
2020,21,146277844
2020,21,146277845
2020,21,146277846
2020,21,146277847
2020,21,146277849
2020,21,146277850
2020,21,146277851
2020,21,146277852
2020,21,146277853
2020,21,146277854
2020,21,146277856
2020,21,163651200
2020,21,146277858
2020,21,146277859
2020,21,146277860
2020,21,163651205
2020,21,146277862
2020,21,146277863
2020,21,146277864
2020,21,146277865
2020,21,146277866
2020,21,146277867
2020,21,163647405
2020,21,146277869
2020,21,146277870
2020,21,146277871
2020,21,146277872
2020,21,163647417
2020,21,146277874
2020,21,146277875
2020,21,146277876
2020,21,146277877
2020,21,146277878
2020,21,146277879
2020,21,146277880
2020,21,146277881
2020,21,146277882
2020,21,146277883
2020,21,146277884
2020,21,146277885
2020,21,146277886
2020,21,163651218
2020,21,163651230
2020,21,146277889
2020,21,163651236
2020,21,146277892
2020,21,146277891
2020,21,146277893
2020,21,146277894
2020,21,146277895
2020,21,146277896
2020,21,146277897
2020,21,146277898
2020,21,163651237
2020,21,146277900
2020,21,146277901
2020,21,146277902
2020,21,146277903
2020,21,163651241
2020,21,146277905
2020,21,146277906
2020,21,146277907
2020,21,146277908
2020,21,146277909
2020,21,146277910
2020,21,146277911
2020,21,146277912
2020,21,163647440
2020,21,146277914
2020,21,146277915
2020,21,146277916
2020,21,146277917
2020,21,146277918
2020,21,146277919
2020,21,146277920
2020,21,146277921
2020,21,146277922
2020,21,146277923
2020,21,146277924
2020,21,146277925
2020,21,146277926
2020,21,146277927
2020,21,146277928
2020,21,146277929
2020,21,146277930
2020,21,163647441
2020,21,146277932
2020,21,146277933
2020,21,146277934
2020,21,146277935
2020,21,146277936
2020,21,146277937
2020,21,146277938
2020,21,146277939
2020,21,146277940
2020,21,146277941
2020,21,163647443
2020,21,163647454
2020,21,146277944
2020,21,146277945
2020,21,146277946
2020,21,146277947
2020,21,146277948
2020,21,163651269
2020,21,146277950
2020,21,146277951
2020,21,146277952
2020,21,163647466
2020,21,146277954
2020,21,146277955
2020,21,146277956
2020,21,163651288
2020,21,146277959
2020,21,146277958
2020,21,146277960
2020,21,146277961
2020,21,146277962
2020,21,146277963
2020,21,146277964
2020,21,146277965
2020,21,146277966
2020,21,146277967
2020,21,146277968
2020,21,146277969
2020,21,163651306
2020,21,163647484
2020,21,146277972
2020,21,146277973
2020,21,146277975
2020,21,146277974
2020,21,146277977
2020,21,146277976
2020,21,146277978
2020,21,163647482
2020,21,146277980
2020,21,146277981
2020,21,146277982
2020,21,146277983
2020,21,146277984
2020,21,146277985
2020,21,146277986
2020,21,146277987
2020,21,146277988
2020,21,146277989
2020,21,146277990
2020,21,146277991
2020,21,146277992
2020,21,146277994
2020,21,163651320
2020,21,163651354
2020,21,146277998
2020,21,146277999
2020,21,146278000
2020,21,163651373
2020,21,146278002
2020,21,163647530
2020,21,146278004
2020,21,146278006
2020,21,146278005
2020,21,163651391
2020,21,146278008
2020,21,146278009
2020,21,146278010
2020,21,163651390
2020,21,146278012
2020,21,163647547
2020,21,163647551
2020,21,146278015
2020,21,163651432
2020,21,146278017
2020,21,163651434
2020,21,146278019
2020,21,146278020
2020,21,146278021
2020,21,163651433
2020,21,146278023
2020,21,146278024
2020,21,146278025
2020,21,146278026
2020,21,163647569
2020,21,146278028
2020,21,146278029
2020,21,146278030
2020,21,146278031
2020,21,163647570
2020,21,146278033
2020,21,163651439
2020,21,146278035
2020,21,146278036
2020,21,146278037
2020,21,146278038
2020,21,146278039
2020,21,146278040
2020,21,146278041
2020,21,146278042
2020,21,146278044
2020,21,146278043
2020,21,146278045
2020,21,146278046
2020,21,146278047
2020,21,146278048
2020,21,146278049
2020,21,146278050
2020,21,146278051
2020,21,146278052
2020,21,146278053
2020,21,146278054
2020,21,146278056
2020,21,146278055
2020,21,163651438
2020,21,163651440
2020,21,163651441
2020,21,146278060
2020,21,146278061
2020,21,163651442
2020,21,146278063
2020,21,146278064
2020,21,146278065
2020,21,146278066
2020,21,163651458
2020,21,146278069
2020,21,146278070
2020,21,146278071
2020,21,146278072
2020,21,146278073
2020,21,146278074
2020,21,146278075
2020,21,146278076
2020,21,163651497
2020,21,146278078
2020,21,146278080
2020,21,146278081
2020,21,146278082
2020,21,146278083
2020,21,146278084
2020,21,146278085
2020,21,146278086
2020,21,151641667
2020,21,151641668
2020,21,151641683
2020,21,151637974
2020,21,151641693
2020,21,151637991
2020,21,151638003
2020,21,151641708
2020,21,151638017
2020,21,160646809
2020,21,160646855
2020,21,160646990
2020,21,160647002
2020,21,160645189
2020,21,160647015
2020,21,160647016
2020,21,160647014
2020,21,160647061
2020,21,160647074
2020,21,160647078
2020,21,160647079
2020,21,160645252
2020,21,160645251
2020,21,160647094
2020,21,160645280
2020,21,160645279
2020,21,160645287
2020,21,160645294
2020,21,160647131
2020,21,160647147
2020,21,160645326
2020,21,160645341
2020,21,160645377
2020,21,160647207
2020,21,160647258
2020,21,160647280
2020,21,160647317
2020,21,160647318
2020,21,160647334
2020,21,160647335
2020,21,160647368
2020,21,160645527
2020,21,160645533
2020,21,160647396
2020,21,160647395
2020,21,160647407
2020,21,160647409
2020,21,160647441
2020,21,160645646
2020,21,160647503
2020,21,160647509
2020,21,160647508
2020,21,160645676
2020,21,160647524
2020,21,160647527
2020,21,160647530
2020,21,160647561
2020,21,160647562
2020,21,160645727
2020,21,160647585
2020,21,160647587
2020,21,160647586
2020,21,160647588
2020,21,160645750
2020,21,160645760
2020,21,160647613
2020,21,160645761
2020,21,160647626
2020,21,160647639
2020,21,160645794
2020,21,160647660
2020,21,160647682
2020,21,160645808
2020,21,160645809
2020,21,160645828
2020,21,160645830
2020,21,160645821
2020,21,160647706
2020,21,160647709
2020,21,160647711
2020,21,160647724
2020,21,160647730
2020,21,160647732
2020,21,160647733
2020,21,160647734
2020,21,160645862
2020,21,160645861
2020,21,160647749
2020,21,160647744
2020,21,160647757
2020,21,160647764
2020,21,160647766
2020,21,160647796
2020,21,160647797
2020,21,160647798
2020,21,160647823
2020,21,160645928
2020,21,160645927
2020,21,160645009
2020,21,160645026
2020,21,160646822
2020,21,160645051
2020,21,160646860
2020,21,160646861
2020,21,160646880
2020,21,160646909
2020,21,160646913
2020,21,160646911
2020,21,160645146
2020,21,160646954
2020,21,160645148
2020,21,160646961
2020,21,160646987
2020,21,160646985
2020,21,160646993
2020,21,160646992
2020,21,160645180
2020,21,160647030
2020,21,160645314
2020,21,160647134
2020,21,160645336
2020,21,160645358
2020,21,160645373
2020,21,160647221
2020,21,160647262
2020,21,160645430
2020,21,160645444
2020,21,160645449
2020,21,160645450
2020,21,160645484
2020,21,160645496
2020,21,160645495
2020,21,160645500
2020,21,160645522
2020,21,160645529
2020,21,160645531
2020,21,160647386
2020,21,160645538
2020,21,160647393
2020,21,160647411
2020,21,160645555
2020,21,160645587
2020,21,160647434
2020,21,160647435
2020,21,160647439
2020,21,160647437
2020,21,160645594
2020,21,160647447
2020,21,160647438
2020,21,160647450
2020,21,160647453
2020,21,160647455
2020,21,160647457
2020,21,160647458
2020,21,160647469
2020,21,160645635
2020,21,160645634
2020,21,160647486
2020,21,160647485
2020,21,160647494
2020,21,160645661
2020,21,160645662
2020,21,160645667
2020,21,160647499
2020,21,154396448
2020,21,149841694
2020,21,149841712
2020,21,149841862
2020,21,149841863
2020,21,149841885
2020,21,149841888
2020,21,149841905
2020,21,149841912
2020,21,149841914
2020,21,149841919
2020,21,149841922
2020,21,149841928
2020,21,149841930
2020,21,149846370
2020,21,149841944
2020,21,149841972
2020,21,149841976
2020,21,149841978
2020,21,149841985
2020,21,149841988
2020,21,149842011
2020,21,149842018
2020,21,149842019
2020,21,149842025
2020,21,149842027
2020,21,149842029
2020,21,149842031
2020,21,149842069
2020,21,149842071
2020,21,149842070
2020,21,149842076
2020,21,149842081
2020,21,149842082
2020,21,148230114
2020,21,148230134
2020,21,148232378
2020,21,148232389
2020,21,148232395
2020,21,148232418
2020,21,148230237
2020,21,148230244
2020,21,148232419
2020,21,148232426
2020,21,148230269
2020,21,148230270
2020,21,148230285
2020,21,148230294
2020,21,148232436
2020,21,148230301
2020,21,148232439
2020,21,148232440
2020,21,148232453
2020,21,148232454
2020,21,148232458
2020,21,148232457
2020,21,148232460
2020,21,148232462
2020,21,148230331
2020,21,148230339
2020,21,148230338
2020,21,148230342
2020,21,148232474
2020,21,148232473
2020,21,148230381
2020,21,148230382
2020,21,148232499
2020,21,148232509
2020,21,148232514
2020,21,148232518
2020,21,148230433
2020,21,148232526
2020,21,148232529
2020,21,148232532
2020,21,148232534
2020,21,148232533
2020,21,148230452
2020,21,148230453
2020,21,148232551
2020,21,148232550
2020,21,148232552
2020,21,148232554
2020,21,148230466
2020,21,148232556
2020,21,148232555
2020,21,148232563
2020,21,148232566
2020,21,148232567
2020,21,148232570
2020,21,148232572
2020,21,148232577
2020,21,148232579
2020,21,148230494
2020,21,148230495
2020,21,148232592
2020,21,148232598
2020,21,148230505
2020,21,148232603
2020,21,148232611
2020,21,148232617
2020,21,148230521
2020,21,148232619
2020,21,148230530
2020,21,148230535
2020,21,148230533
2020,21,148230534
2020,21,148230564
2020,21,148931770
2020,21,148931813
2020,21,148931812
2020,21,148931862
2020,21,148931865
2020,21,148931866
2020,21,148936588
2020,21,148936593
2020,21,148232642
2020,21,148230577
2020,21,148230579
2020,21,148230584
2020,21,148232652
2020,21,148232655
2020,21,148232657
2020,21,148232660
2020,21,148232673
2020,21,148232674
2020,21,148232675
2020,21,148230615
2020,21,148230616
2020,21,148232696
2020,21,148230622
2020,21,148230621
2020,21,148232701
2020,21,148232705
2020,21,148232704
2020,21,148230628
2020,21,148232718
2020,21,148230640
2020,21,148232727
2020,21,148232728
2020,21,148232730
2020,21,148232732
2020,21,148232735
2020,21,148230657
2020,21,148232738
2020,21,148232744
2020,21,148232746
2020,21,148232750
2020,21,148230667
2020,21,148232751
2020,21,148232752
2020,21,148232753
2020,21,148232759
2020,21,148232761
2020,21,148232760
2020,21,148232763
2020,21,148232769
2020,21,148230696
2020,21,148230700
2020,21,148232790
2020,21,148232797
2020,21,148232799
2020,21,148232800
2020,21,148232806
2020,21,148232807
2020,21,148232810
2020,21,148232811
2020,21,148232813
2020,21,148232816
2020,21,148232818
2020,21,148230722
2020,21,148232825
2020,21,148232826
2020,21,148232829
2020,21,148230724
2020,21,148232834
2020,21,148232838
2020,21,148232840
2020,21,148232845
2020,21,148232847
2020,21,148232851
2020,21,148232855
2020,21,148232854
2020,21,148232858
2020,21,148232860
2020,21,148232864
2020,21,148232865
2020,21,148232868
2020,21,148232876
2020,21,148232877
2020,21,148232880
2020,21,148232885
2020,21,148230748
2020,21,148230749
2020,21,148232889
2020,21,148232890
2020,21,148232892
2020,21,148232895
2020,21,148232894
2020,21,148232896
2020,21,148232897
2020,21,148232898
2020,21,148232899
2020,21,148232900
2020,21,148232904
2020,21,148232907
2020,21,148232910
2020,21,148232916
2020,21,148232917
2020,21,148232920
2020,21,148232919
2020,21,148230753
2020,21,148232927
2020,21,148232928
2020,21,148232932
2020,21,148232936
2020,21,148232946
2020,21,148232949
2020,21,148232950
2020,21,148232952
2020,21,148232953
2020,21,148232954
2020,21,148232964
2020,21,148232963
2020,21,148232962
2020,21,148230778
2020,21,148230777
2020,21,148232966
2020,21,148232967
2020,21,148232968
2020,21,148232971
2020,21,148232972
2020,21,148232978
2020,21,148232976
2020,21,148230783
2020,21,148232981
2020,21,148232984
2020,21,148232988
2020,21,148232993
2020,21,148233001
2020,21,148233002
2020,21,148233004
2020,21,148233009
2020,21,148931785
2020,21,148931809
2020,21,148931932
2020,21,148931942
2020,21,148931909
2020,21,148936603
2020,21,148936612
2020,21,148931946
2020,21,148931965
2020,21,148931974
2020,21,148931973
2020,21,148931980
2020,21,148931988
2020,21,148931832
2020,21,148931831
2020,21,148936568
2020,21,148931868
2020,21,148931889
2020,21,148931895
2020,21,148931894
2020,21,148936594
2020,21,148931921
2020,21,148931922
2020,21,148931923
2020,21,148931937
2020,21,148931950
2020,21,148931949
2020,21,148931953
2020,21,148931978
2020,21,148931977
2020,21,148931990
2020,21,148936635
2020,21,148931995
2020,21,148932000
2020,21,148932031
2020,21,148936655
2020,21,148932049
2020,21,148932064
2020,21,148932067
2020,21,148932073
2020,21,148932095
2020,21,148932115
2020,21,148932117
2020,21,148932120
2020,21,148932121
2020,21,148932122
2020,21,148932124
2020,21,148932132
2020,21,148936721
2020,21,148936720
2020,21,148932145
2020,21,148932149
2020,21,148932158
2020,21,148932159
2020,21,148932160
2020,21,148932174
2020,21,148932182
2020,21,148936748
2020,21,148932187
2020,21,148932188
2020,21,148932190
2020,21,148932194
2020,21,148932195
2020,21,148227044
2020,21,148216616
2020,21,148227052
2020,21,148227123
2020,21,148227147
2020,21,148227159
2020,21,148231230
2020,21,148231660
2020,21,148231665
2020,21,148231666
2020,21,148231669
2020,21,148231672
2020,21,148229118
2020,21,148229117
2020,21,148231678
2020,21,148229140
2020,21,148217252
2020,21,148231692
2020,21,148231696
2020,21,148231697
2020,21,148229225
2020,21,148231706
2020,21,148231707
2020,21,148231708
2020,21,158971194
2020,21,158939285
2020,21,158939280
2020,21,158939290
2020,21,158971224
2020,21,158971227
2020,21,158971238
2020,21,158939301
2020,21,158971258
2020,21,158971256
2020,21,149841716
2020,21,154732593
2020,21,154732594
2020,21,154732620
2020,21,154732626
2020,21,154732648
2020,21,154732670
2020,21,154732669
2020,21,154737427
2020,21,154732676
2020,21,154737448
2020,21,154732700
2020,21,154737469
2020,21,154737470
2020,21,154732722
2020,21,154732782
2020,21,154732783
2020,21,154732797
2020,21,154737510
2020,21,154737522
2020,21,154737526
2020,21,154732857
2020,21,154732866
2020,21,154737545
2020,21,154732871
2020,21,154732913
2020,21,154732927
2020,21,154732945
2020,21,154732946
2020,21,154732954
2020,21,154732971
2020,21,154733113
2020,21,154737768
2020,21,154737784
2020,21,154737817
2020,21,154737826
2020,21,154737832
2020,21,154737846
2020,21,154737841
2020,21,154733208
2020,21,154737905
2020,21,154733277
2020,21,154737932
2020,21,154733308
2020,21,154733320
2020,21,154733319
2020,21,154737977
2020,21,154733345
2020,21,154737992
2020,21,154733389
2020,21,154738009
2020,21,154733402
2020,21,154738038
2020,21,154733467
2020,21,154733487
2020,21,154738073
2020,21,154733497
2020,21,154733501
2020,21,154738090
2020,21,154738091
2020,21,154738109
2020,21,154738110
2020,21,154738123
2020,21,154738127
2020,21,154738138
2020,21,154738137
2020,21,154733582
2020,21,154733588
2020,21,154738169
2020,21,154738178
2020,21,154738181
2020,21,154738179
2020,21,154733613
2020,21,154738201
2020,21,154738228
2020,21,154733673
2020,21,154738246
2020,21,154733681
2020,21,154738260
2020,21,148231192
2020,21,148231217
2020,21,148231218
2020,21,148231227
2020,21,148231238
2020,21,148227185
2020,21,148216655
2020,21,148216656
2020,21,148231249
2020,21,148227232
2020,21,148231255
2020,21,148216661
2020,21,148227248
2020,21,148231259
2020,21,148231261
2020,21,148227262
2020,21,148231263
2020,21,148227267
2020,21,148216667
2020,21,148231264
2020,21,148231269
2020,21,148216675
