"DATA_YEAR","PROPERTY_ID","PROP_DESC_ID","PROPERTY_VALUE","DATE_RECOVERED","NIBRS_PROP_DESC_ID"
2020,129164863,38,200,,143921474
2020,129164882,38,250,,143915536
2020,129162646,37,25000,,143922135
2020,129165391,3,1000,,143922156
2020,129162686,61,700,,143916089
2020,129165435,38,60,,143922208
2020,129165453,38,150,,143922233
2020,129162713,63,2500,,143916129
2020,129165493,61,100,,143922310
2020,129165491,63,1000,,143922305
2020,129162724,61,100,26-APR-20,143922307
2020,129162740,27,100,,143922337
2020,129162740,63,50,,143916160
2020,129162740,6,435,,143922332
2020,129162740,7,300,,143922334
2020,129162749,20,195,,143922353
2020,129162749,63,15,,143916177
2020,129165530,38,100,,143922352
2020,129162749,25,10,,143916178
2020,129162749,51,0,,143922355
2020,129165548,25,15,,143922374
2020,129165548,51,0,,143916193
2020,129165548,9,0,,143922376
2020,129162764,63,200,,143916201
2020,129165560,25,20,,143922404
2020,129162776,38,50,,143916211
2020,129165560,20,16,,143922405
2020,129165560,63,25,,143922403
2020,129165587,36,600,,143916237
2020,129162807,8,1,13-APR-20,143916260
2020,129165606,8,1,,143916261
2020,129162818,38,500,,143916268
2020,129165617,47,0,,143922492
2020,129165617,20,60,,143922490
2020,129165617,51,0,,143922491
2020,129165624,38,800,,143916277
2020,129165681,3,10000,,143922584
2020,129162870,3,20000,,143922603
2020,129162878,10,,,143916338
2020,129165712,38,150,,143922621
2020,129162899,3,15000,,143916365
2020,129162905,16,10,,143922663
2020,129162905,36,5,,143922664
2020,129165761,25,25,,143922686
2020,129162954,38,300,,143916432
2020,129162954,6,550,,143922731
2020,129162954,47,0,,143916433
2020,129165800,38,4000,,143922743
2020,129162974,27,350,,143916457
2020,129162974,63,1500,,143916456
2020,129165835,47,0,,143922787
2020,129165877,25,75,,143922836
2020,129165877,51,0,,143922837
2020,129163039,52,0,,143916530
2020,129163052,38,300,,143916550
2020,129163060,38,100,,143916557
2020,129165928,63,1,,143922911
2020,129165978,63,1000,,143916588
2020,129163173,16,50,,143916682
2020,129166106,16,50,,143923153
2020,129163181,38,1050,,143916689
2020,129163191,38,250,,143923176
2020,129166129,61,700,,143923179
2020,129166128,38,500,,143916709
2020,129166142,3,1000,27-FEB-20,143916716
2020,129166146,3,1000,,143916719
2020,129166154,10,,,143923197
2020,129166165,38,500,,143923205
2020,129166183,6,40,27-FEB-20,143923222
2020,129166184,6,40,,143923223
2020,129166193,61,800,,143923232
2020,129166193,63,300,,143923233
2020,129163277,63,500,,143916823
2020,129163283,16,1508,,143916830
2020,129163283,42,140,,143916832
2020,129166277,63,20,,143923351
2020,129166283,22,0,,143916844
2020,129166300,64,4000,,143923381
2020,129166324,63,300,,143923408
2020,129166343,38,500,,143923441
2020,129166361,63,500,,143916876
2020,129166361,19,5,,143923463
2020,129166381,7,1500,,143923490
2020,129166419,38,1000,,143923529
2020,129166488,38,1,,143923612
2020,129166483,38,1,,143923608
2020,129163376,38,250,,143916968
2020,129166508,38,100,,143923640
2020,129166572,25,200,,143917004
2020,129166572,9,0,,143917006
2020,129166568,38,300,,143923722
2020,129166572,20,2000,,143917003
2020,129163412,3,1000,,143917025
2020,129163411,3,1000,24-FEB-20,143917023
2020,129163412,63,5000,,143917024
2020,129164897,9,0,,143915547
2020,129164914,51,0,,143921525
2020,129164912,38,900,,143921522
2020,129164914,9,0,,143921524
2020,129164914,25,10,,143921523
2020,129164942,5,15000,,143921559
2020,129164960,61,500,17-FEB-20,143921582
2020,129162371,61,500,,143921584
2020,129164969,61,800,,143921593
2020,129164969,20,5,,143921595
2020,129164969,27,20,,143921594
2020,129162383,36,6920,,143915633
2020,129165000,10,,,143921627
2020,129165004,51,0,,143921630
2020,129165004,25,10,,143921629
2020,129165015,38,2300,,143915657
2020,129162433,38,200,,143921687
2020,129165097,9,0,,143915751
2020,129162564,63,1000,,143915879
2020,129165218,10,,,143915885
2020,129162572,10,,,143915897
2020,129165365,3,7000,,143922130
2020,129165383,3,5000,,143922147
2020,129165382,3,5000,07-APR-20,143922146
2020,129162673,54,3160,,143922189
2020,129162673,63,25,,143916070
2020,129162700,38,1000,,143922250
2020,129165481,38,5000,,143916130
2020,129165513,38,100,,143922331
2020,129162739,36,5000,,143922336
2020,129162763,38,200,,143916200
2020,129165556,63,75,,143916206
2020,129165556,8,28,,143916207
2020,129165556,36,200,,143922385
2020,129165556,51,0,,143922393
2020,129165563,63,10000,,143922408
2020,129165563,61,150,,143922409
2020,129162831,38,300,,143916284
2020,129165646,24,70000,,143916293
2020,129165645,24,70000,20-APR-20,143922533
2020,129165665,38,1300,,143922557
2020,129162858,3,8000,,143916317
2020,129165691,3,10000,,143922597
2020,129165702,52,0,,143922608
2020,129162886,63,600,,143916353
2020,129162895,38,150,,143916362
2020,129165732,19,27,19-APR-20,143922652
2020,129165733,19,27,,143922655
2020,129165775,38,1000,,143922710
2020,129165805,19,12,,143922751
2020,129162989,38,500,,143916476
2020,129163044,10,,,143922876
2020,129165903,20,1,,143922874
2020,129163046,63,250,,143916539
2020,129163051,25,260,,143922890
2020,129163051,20,2500,,143916545
2020,129163049,38,300,,143922889
2020,129163051,17,3500,,143916544
2020,129163051,9,0,,143916546
2020,129163051,51,0,,143916548
2020,129165927,3,15000,,143922910
2020,129165925,3,15000,20-FEB-20,143922908
2020,129165960,63,1250,,143922957
2020,129163075,8,1000,,143916578
2020,129163075,2,1192,,143916577
2020,129163112,16,1,,143916618
2020,129163112,3,8000,,143916617
2020,129166053,20,600,,143923084
2020,129163144,63,100,,143916650
2020,129166053,17,12900,,143916652
2020,129166086,38,400,,143923127
2020,129166135,63,300,,143923183
2020,129163206,3,16000,08-MAR-20,143916726
2020,129163247,38,200,,143923290
2020,129166252,38,1000,,143916810
2020,129163280,64,1763,,143916827
2020,129166328,38,600,,143923414
2020,129166367,25,50,,143923473
2020,129166367,51,0,,143916878
2020,129166367,9,0,,143916877
2020,129166412,38,500,,143916909
2020,129166472,3,3000,20-MAR-20,143923597
2020,129163369,3,3000,,143916950
2020,129163374,27,100,,143916964
2020,129166503,38,500,,143923631
2020,129161633,61,699,,143920273
2020,129161653,8,98,,143920320
2020,129159017,8,98,31-MAR-20,143914662
2020,129159112,3,15000,,143920441
2020,129159120,63,10,,143914761
2020,129159123,36,1020,,143920454
2020,129159123,54,700,,143920455
2020,129161740,38,100,,143920483
2020,129161753,54,150,,143920496
2020,129159149,16,40,,143914800
2020,129161753,7,100,,143920498
2020,129159162,38,300,,143914816
2020,129159169,3,10000,,143920518
2020,129161795,20,60,,143920580
2020,129161795,25,15,,143914862
2020,129161795,3,4000,,143920577
2020,129159210,3,4000,20-FEB-20,143920575
2020,129161795,63,150,,143920579
2020,129159240,38,50,,143920617
2020,129159270,3,15000,,143920651
2020,129159292,3,5000,,143920687
2020,129161858,3,10000,,143920708
2020,129159349,38,150,,143914962
2020,129159388,36,200,,143920821
2020,129159401,3,5000,,143914998
2020,129159438,63,2200,,143920889
2020,129159436,63,1,13-JAN-20,143920888
2020,129159438,54,1150,,143915024
2020,129161935,38,100,,143915027
2020,129159479,3,18000,,143920941
2020,129159505,3,10000,,143915085
2020,129161973,63,1000,,143915083
2020,129161974,3,10000,25-FEB-20,143915084
2020,129161976,61,800,,143915087
2020,129159513,3,10000,,143920978
2020,129161988,38,500,,143915102
2020,129159524,6,215,,143915117
2020,129159524,13,500,,143915116
2020,129159524,3,15000,,143915115
2020,129159524,41,5,,143920993
2020,129161997,3,15000,13-JAN-20,143915113
2020,129159524,38,150,,143920992
2020,129162037,10,,,143915165
2020,129164583,25,400,,143921077
2020,129164583,6,200,,143921078
2020,129162038,38,200,,143915166
2020,129162046,10,,,143915171
2020,129162116,3,11000,19-FEB-20,143915260
2020,129162127,38,750,,143921202
2020,129162141,52,0,,143915297
2020,129162204,36,1925,,143915374
2020,129162229,20,300,,143915399
2020,129164809,20,27,,143921378
2020,129164809,6,115,,143921376
2020,129164809,66,30,,143921377
2020,129164807,38,450,,143921374
2020,129162358,38,2676,,143915594
2020,129164968,9,0,27-FEB-20,143915619
2020,129162381,52,0,,143915624
2020,129162381,9,0,,143915623
2020,129162381,27,5,,143921597
2020,129164968,52,0,27-FEB-20,143915620
2020,129162381,25,35,,143915621
2020,130138290,63,1,,145151735
2020,130138289,63,550,,145151734
2020,130138291,26,1,,145151736
2020,130138308,63,1200,,145151763
2020,130138308,22,0,,145151764
2020,130138309,10,,,145151765
2020,130138311,24,11000,,145152761
2020,130141647,38,1,,145152766
2020,130141660,63,1,,145152786
2020,130138322,63,0,,145152787
2020,130138407,63,250,,145152909
2020,130138413,38,3,,145152921
2020,130138446,16,710,,145151933
2020,130141776,3,23000,,145152943
2020,130141863,10,,,145152040
2020,130141883,38,170,,145153072
2020,130141895,63,1,,145152077
2020,130138614,20,1700,,145153143
2020,130138619,63,24,,145153154
2020,130138622,63,1,,145152133
2020,130141948,22,0,,145153160
2020,130141964,63,150,,145153175
2020,130141967,3,20000,,145152144
2020,130138632,38,5000,,145153178
2020,130138632,63,100,,145152154
2020,130138634,10,,,145152156
2020,130138697,38,1000,,145152229
2020,130142056,63,1,,145152238
2020,130142093,3,9000,,145153339
2020,130138728,20,1800,,145152265
2020,130142275,20,50,,145153553
2020,130138969,3,1,,145157577
2020,130138995,20,20,,145157613
2020,130139005,63,1,,145157634
2020,130142444,38,400,,145153762
2020,130139047,21,2,,145157691
2020,130142472,20,500,,145157693
2020,130142492,63,1,,145157719
2020,130142533,20,6400,,145157776
2020,130142576,20,20,,145157821
2020,130139130,20,100,,145157822
2020,130142602,63,400,,145157863
2020,130139183,10,,,145153961
2020,130142657,6,1234,,145153994
2020,130139221,63,1,,145157936
2020,130139221,20,9,,145157935
2020,127658823,20,796,,142035740
2020,127658823,9,0,,142031670
2020,127236692,3,2,,141498263
2020,127244365,25,310,,141498274
2020,127244365,63,3,,141504452
2020,127244365,9,0,,141504453
2020,127244365,20,300,,141498273
2020,127244365,8,100,,141504456
2020,127244365,6,100,,141504454
2020,127236704,16,10,,141498281
2020,127244391,63,2,,141498296
2020,127244391,3,20000,,141504493
2020,127236727,17,700,,141498312
2020,127236727,6,749,,141498311
2020,127236727,63,1,,141498310
2020,127236745,25,20,,141498330
2020,127236745,63,2,,141498331
2020,127236762,3,1000,,141498343
2020,127236769,3,3000,,141498351
2020,127236789,6,150,,141498379
2020,127244487,63,1,,141504614
2020,127244493,63,160,,141504620
2020,127244493,36,1345,,141498396
2020,127236809,10,,,141498403
2020,127236820,63,1,,141498412
2020,127236835,7,57,,141498431
2020,127236839,63,20,,141498436
2020,127236839,20,3,,141498434
2020,127236839,6,50,,141498437
2020,127244591,10,,,141498483
2020,127236882,3,25000,,141498485
2020,127236889,63,1,,141504738
2020,127244609,36,1460,,141504747
2020,127244609,63,725,,141504746
2020,127244607,3,1,,141504745
2020,127236913,63,1,,141498523
2020,127236917,63,1,,141498530
2020,127236927,20,35,,141504775
2020,127244642,10,,,141504786
2020,127236958,20,301,,141498573
2020,127236958,25,100,,141498575
2020,127236958,63,1,,141498577
2020,127244676,26,500,,141504822
2020,127244679,63,1,,141498598
2020,127236986,20,10,,141498606
2020,127236986,6,86,,141498607
2020,127236992,63,1,,141504843
2020,127236992,20,150,,141504842
2020,127236992,9,0,,141498614
2020,127236992,25,1,,141504844
2020,127236992,15,229,,141498611
2020,127237012,38,400,,141498631
2020,127237025,63,1,,141498650
2020,127237028,63,1,,141498652
2020,127237053,36,850,,141504924
2020,127244774,63,21,,141498692
2020,127237068,63,1,,141498699
2020,127237083,10,,,141504957
2020,127237083,11,1,,141504955
2020,127237108,63,1,,141498749
2020,127237116,10,,,141498758
2020,127244840,63,1,,141505019
2020,127237138,38,1,,141498781
2020,127244861,63,20,,141505039
2020,127237144,6,350,,141498787
2020,127237144,20,31,,141498786
2020,127244876,63,100,,141505060
2020,127244881,63,21,,141498792
2020,127237171,20,25,,141498818
2020,127237171,63,250,,141498820
2020,127237183,63,1,,141498829
2020,127244921,63,1,,141505104
2020,127244931,20,3300,,141505119
2020,127244939,38,10,,141505123
2020,127237209,20,5788,,141505131
2020,127237209,63,65,,141505132
2020,127244991,63,10,,141498904
2020,127237249,26,559,,141498909
2020,127237253,63,1,,141498914
