"DATA_YEAR","SUSPECT_USING_ID","OFFENSE_ID"
2020,4,148933289
2020,4,148933290
2020,4,148933291
2020,4,148933292
2020,4,148933293
2020,4,148933294
2020,4,148933295
2020,4,148933296
2020,4,148933297
2020,1,148933298
2020,1,148933299
2020,4,148933300
2020,4,148933301
2020,4,148933302
2020,4,148933303
2020,4,148933304
2020,4,148933305
2020,4,148933306
2020,4,148933307
2020,4,148933308
2020,4,148933309
2020,4,148933310
2020,4,148933311
2020,4,148933312
2020,4,148933314
2020,4,148933315
2020,4,148933316
2020,4,148933317
2020,4,148933318
2020,1,148933319
2020,4,148933320
2020,4,148933323
2020,4,148933324
2020,4,148933325
2020,2,148933326
2020,4,148933327
2020,4,148933329
2020,4,148933330
2020,4,148933331
2020,3,148933334
2020,3,148933332
2020,3,148933333
2020,4,148933335
2020,4,148933336
2020,4,148933337
2020,3,148933339
2020,4,148933340
2020,4,148933341
2020,4,148933344
2020,4,148933345
2020,4,148933346
2020,4,148933347
2020,3,148933349
2020,3,148933352
2020,3,148933351
2020,4,148933353
2020,4,148933354
2020,4,148933355
2020,4,148933356
2020,3,148933357
2020,4,148933358
2020,4,148933359
2020,4,148933360
2020,4,148933361
2020,3,148933362
2020,4,148933363
2020,4,148933364
2020,4,148933365
2020,3,148933366
2020,4,148933367
2020,4,148933368
2020,4,148933371
2020,4,148933372
2020,4,148933373
2020,4,148933374
2020,4,148933375
2020,4,148933377
2020,4,148933378
2020,4,148933379
2020,4,148933381
2020,1,148933383
2020,4,148933385
2020,4,148933386
2020,4,148933387
2020,4,148933388
2020,4,148933389
2020,4,148933391
2020,4,148933392
2020,4,148933393
2020,4,148933394
2020,4,148933395
2020,4,148933396
2020,4,148933397
2020,4,148933398
2020,1,148933400
2020,4,148933402
2020,4,148933403
2020,4,148933404
2020,4,148933405
2020,4,148933406
2020,4,148933407
2020,4,148933408
2020,4,148933409
2020,4,148933410
2020,4,148933411
2020,4,148933413
2020,4,148933414
2020,4,148933415
2020,3,148933416
2020,4,148933417
2020,3,148933418
2020,4,148933419
2020,4,148933420
2020,4,148933421
2020,4,148933422
2020,4,148933424
2020,4,148933425
2020,4,148933427
2020,4,148933428
2020,4,148933430
2020,4,148933429
2020,4,148933431
2020,4,148933432
2020,4,148933434
2020,4,148933435
2020,4,148933436
2020,4,148933437
2020,1,148933438
2020,4,148933439
2020,4,148933442
2020,1,148933443
2020,4,148933448
2020,4,148933452
2020,4,148933453
2020,4,148933454
2020,4,148933456
2020,4,148933455
2020,4,148933457
2020,1,148933458
2020,4,148933461
2020,4,148933463
2020,4,148933464
2020,4,148933465
2020,4,148933466
2020,4,148933467
2020,4,148933468
2020,4,148933469
2020,4,148933470
2020,4,148933471
2020,4,148933472
2020,4,148933473
2020,4,148933474
2020,4,148933475
2020,4,148933477
2020,4,148933478
2020,4,148933479
2020,4,148933480
2020,4,148933481
2020,4,148933482
2020,4,148933485
2020,4,148933486
2020,4,148933489
2020,4,148933491
2020,4,148933492
2020,4,148933494
2020,4,148933495
2020,4,148933497
2020,4,148933499
2020,4,148933501
2020,4,148933502
2020,4,148933503
2020,4,148933505
2020,4,148933508
2020,4,148933510
2020,4,148933512
2020,4,148933513
2020,4,148933514
2020,4,148933515
2020,4,148933517
2020,4,148933518
2020,4,148933520
2020,4,148933521
2020,4,148933522
2020,4,148933524
2020,4,148933526
2020,4,148933528
2020,4,148933530
2020,4,148933531
2020,4,148933532
2020,4,148933536
2020,4,148933537
2020,4,148933538
2020,4,148933540
2020,4,148933541
2020,4,148933542
2020,4,148933543
2020,4,148933544
2020,4,148933545
2020,4,148933548
2020,4,148933551
2020,4,148933552
2020,4,148933553
2020,4,148933554
2020,4,148933555
2020,4,148933556
2020,4,148933558
2020,4,148933559
2020,4,148933560
2020,4,148933562
2020,4,148933563
2020,4,148933564
2020,4,148933565
2020,4,148933566
2020,4,148933567
2020,4,148933569
2020,4,148933568
2020,4,148933571
2020,4,148933572
2020,4,148933573
2020,4,148933574
2020,4,148933575
2020,1,148933576
2020,4,148933577
2020,4,148933578
2020,4,148933579
2020,3,148933581
2020,4,148933582
2020,4,148933583
2020,4,148933584
2020,4,148933585
2020,3,148933586
2020,4,148933587
2020,4,148933589
2020,2,148933591
2020,4,148933592
2020,3,148933593
2020,3,148933594
2020,4,148933595
2020,2,148933596
2020,4,148933597
2020,4,148933598
2020,4,148933599
2020,4,148933600
2020,1,148933601
2020,1,148933602
2020,4,148933603
2020,4,148933604
2020,4,148933605
2020,3,148933606
2020,4,148933607
2020,4,148933608
2020,4,148933609
2020,4,148933610
2020,4,148933611
2020,4,148933612
2020,4,148933613
2020,4,148933614
2020,4,148933615
2020,4,148933617
2020,3,148933618
2020,4,148933620
2020,4,148933621
2020,4,148933622
2020,4,148933623
2020,1,148933624
2020,3,148933625
2020,4,148933626
2020,4,148933628
2020,4,148933629
2020,4,148933630
2020,4,148933631
2020,4,148933632
2020,4,148933633
2020,4,148933634
2020,4,148933635
2020,4,148933636
2020,4,148933637
2020,3,148933638
2020,1,148933638
2020,1,148933639
2020,4,148933640
2020,3,148933641
2020,4,148933644
2020,4,148933645
2020,3,148933646
2020,1,148933646
2020,4,148933647
2020,4,148933648
2020,4,148933650
2020,4,148933651
2020,4,148933653
2020,3,148933656
2020,4,148933657
2020,4,148933658
2020,4,148933659
2020,3,148933660
2020,4,148933663
2020,4,148933664
2020,4,148933665
2020,4,148933666
2020,4,148933667
2020,4,148933669
2020,3,148933670
2020,4,148933671
2020,4,148933672
2020,4,148933673
2020,4,148933674
2020,4,148933675
2020,4,148933676
2020,4,148933678
2020,4,148933677
2020,3,148933679
2020,1,148933679
2020,4,148933680
2020,4,148933681
2020,4,148933682
2020,4,148933683
2020,3,148933684
2020,1,148933684
2020,4,148933685
2020,4,148933686
2020,4,148933687
2020,4,148933688
2020,4,148933689
2020,1,148933690
2020,2,148933691
2020,4,148933692
2020,4,148933693
2020,4,148933694
2020,4,148933695
2020,4,148933696
2020,4,148933697
2020,4,148933698
2020,4,148933699
2020,4,148933701
2020,4,148933702
2020,4,148933704
2020,4,148933705
2020,4,153006175
2020,4,153011202
2020,4,153011200
2020,4,153011201
2020,4,153006231
2020,4,153006230
2020,4,148933706
2020,4,148933707
2020,1,148933708
2020,4,148933709
2020,1,148933710
2020,4,148933711
2020,4,148933712
2020,4,148933713
2020,4,148933714
2020,4,148933715
2020,4,148933716
2020,4,148933717
2020,4,148933718
2020,4,148933719
2020,4,148933722
2020,4,148933723
2020,4,148933724
2020,4,148933726
2020,4,148933727
2020,4,148933728
2020,3,148933729
2020,4,148933730
2020,1,148933731
2020,4,148933732
2020,1,148933733
2020,1,148933734
2020,4,148933735
2020,4,148933736
2020,4,148933737
2020,4,148933739
2020,4,148933738
2020,1,148933740
2020,4,148933741
2020,4,148933742
2020,4,148933744
2020,4,148933745
2020,4,148933746
2020,1,148933747
2020,4,148933748
2020,4,148933749
2020,4,148933751
2020,4,148933752
2020,4,148933753
2020,4,148933754
2020,1,148933755
2020,4,148933756
2020,4,148933757
2020,1,148933758
2020,1,148933759
2020,4,148933760
2020,4,148933762
2020,4,148933763
2020,4,148933764
2020,4,146275923
2020,1,146275933
2020,4,146276023
2020,4,146276066
2020,4,146276071
2020,4,146276081
2020,4,146276100
2020,4,146276101
2020,3,146276111
2020,3,146276133
2020,4,146276183
2020,4,146276211
2020,3,146276213
2020,4,146276228
2020,4,146276229
2020,3,146276271
2020,4,146276274
2020,4,146276275
2020,3,146276277
2020,4,146276295
2020,4,146276297
2020,4,146276308
2020,4,146276333
2020,4,146276334
2020,4,146276337
2020,4,146276340
2020,4,146276342
2020,4,146276341
2020,4,146276347
2020,4,146276350
2020,4,146276351
2020,4,146276355
2020,3,146276360
2020,1,146276383
2020,4,146276385
2020,4,146276396
2020,4,146276397
2020,3,146276443
2020,4,146276444
2020,4,146276456
2020,4,146276459
2020,4,146276465
2020,4,146276474
2020,4,146269683
2020,3,146269690
2020,4,146276505
2020,4,146276514
2020,4,146276522
2020,4,146276533
2020,4,146276537
2020,4,146276540
2020,4,146276541
2020,4,146276542
2020,4,146269704
2020,4,146276545
2020,4,146276546
2020,1,146276554
2020,4,146276562
2020,3,146276564
2020,4,146276573
2020,4,146276574
2020,4,146276576
2020,4,146276575
2020,4,146276578
2020,3,146276591
2020,4,146276599
2020,4,146276601
2020,4,146276600
2020,4,146276603
2020,4,146269724
2020,3,146276606
2020,4,146276612
2020,4,146276614
2020,4,146276618
2020,4,146276619
2020,4,146276627
2020,3,146276628
2020,3,146276634
2020,4,146276638
2020,4,146276639
2020,4,146276641
2020,4,146276642
2020,3,146276652
2020,4,146276653
2020,4,146269742
2020,4,146276658
2020,3,146276659
2020,3,146276661
2020,3,146276662
2020,4,146276667
2020,4,146276668
2020,4,146276671
2020,4,146276670
2020,4,146276672
2020,4,146276673
2020,4,146276680
2020,4,146276681
2020,4,146276688
2020,2,146276700
2020,3,146276701
2020,4,146276706
2020,4,146276708
2020,4,146276707
2020,4,146276709
2020,4,146276710
2020,4,146276711
2020,3,146276714
2020,3,146276716
2020,3,146276717
2020,4,146276718
2020,4,146276722
2020,4,146276723
2020,4,146276724
2020,3,146276726
2020,4,146276727
2020,4,146276728
2020,4,146276729
2020,3,146276730
2020,3,146276731
2020,4,146276734
2020,3,146276735
2020,4,146276736
2020,3,146276737
2020,4,146276738
2020,4,146276739
2020,4,146276740
2020,4,146276741
2020,4,146276742
2020,3,146276744
2020,3,146276745
2020,4,146276746
2020,1,146276747
2020,3,146276748
2020,4,146276750
2020,4,146276751
2020,4,146276752
2020,4,146276755
2020,4,146276757
2020,4,146276759
2020,4,146276762
2020,4,146276763
2020,4,146276766
2020,3,146276767
2020,4,146276770
2020,3,146276772
2020,4,146276773
2020,4,146276774
2020,3,146276775
2020,4,146276777
2020,3,146276778
2020,4,146276779
2020,4,146276780
2020,3,146276781
2020,4,146276782
2020,4,146276783
2020,3,146276786
2020,4,146276787
2020,4,146276788
2020,4,146276790
2020,4,146276791
2020,4,146276792
2020,4,146276794
2020,4,146269841
2020,3,146276795
2020,4,146276796
2020,4,146276800
2020,4,146269846
2020,4,146269847
2020,4,146276804
2020,4,146269849
2020,4,146276806
2020,4,146276807
2020,4,146276808
2020,4,146269855
2020,4,146276809
2020,4,146276811
2020,4,146276814
2020,4,146276815
2020,4,146276816
2020,4,146276817
2020,4,146276818
2020,4,146276819
2020,4,146276820
2020,3,146276824
2020,4,146276826
2020,4,146276825
2020,4,146276827
2020,4,146276828
2020,4,146269873
2020,4,146276830
2020,4,146276829
2020,4,146276831
2020,4,146276834
2020,4,146276835
2020,4,146276837
2020,4,146276838
2020,4,146276839
2020,4,148227061
2020,4,148227078
2020,3,148227120
2020,3,148227121
2020,4,148231228
2020,4,148227176
2020,4,148216651
2020,4,148227208
2020,4,148227211
2020,4,148227222
2020,3,148216662
2020,4,148227258
2020,4,148227260
2020,4,148227271
2020,4,148216668
2020,4,148227291
2020,3,148216677
2020,4,148227298
2020,1,148227300
2020,3,148227321
2020,3,148227320
2020,4,148227323
2020,4,148227325
2020,4,148231286
2020,4,148216686
2020,3,148227340
2020,4,148227344
2020,4,148227345
2020,4,148227346
2020,4,148227350
2020,4,146269881
2020,4,146276841
2020,4,146276842
2020,4,146276843
2020,4,146276849
2020,4,146276851
2020,4,146276850
2020,4,146276855
2020,4,146276856
2020,4,146276857
2020,4,146276858
2020,4,146276859
2020,4,146276860
2020,4,146276861
2020,1,146276862
2020,4,146269908
2020,4,146276864
2020,4,146276865
2020,4,146276866
2020,4,146276868
2020,4,146276869
2020,4,146276870
2020,4,146276871
2020,1,146276872
2020,4,146276876
2020,4,146276877
2020,4,146276878
2020,4,146276879
2020,4,146276881
2020,4,146276882
2020,1,146276883
2020,4,146276885
2020,4,146276886
2020,3,146276887
2020,4,146276890
2020,4,146276895
2020,4,146276893
2020,4,146276894
2020,2,146276903
2020,4,146276907
2020,2,146269994
2020,4,146276910
2020,4,146276911
2020,3,146276912
2020,4,146276914
2020,1,146276915
2020,4,146276916
2020,4,146276917
2020,4,146276918
2020,4,146276921
2020,4,146276922
2020,4,146276937
2020,4,146276940
2020,4,146276941
2020,4,146276945
2020,4,146276947
2020,4,146276948
2020,4,146276952
2020,3,146276968
2020,3,146276969
2020,3,146276971
2020,4,146276974
2020,4,146276975
2020,4,146276977
2020,3,146276979
2020,3,146276980
2020,4,146276988
2020,4,146276990
2020,4,146276991
2020,4,146276992
2020,1,146276993
2020,4,146277004
2020,3,146277006
2020,4,146277007
2020,1,146277036
2020,4,146277037
2020,4,146277038
2020,3,146277039
2020,4,146277052
2020,4,146277054
2020,4,146277055
2020,4,146277058
2020,4,146277061
2020,4,146277065
2020,4,146277066
2020,4,146277067
2020,4,146277069
2020,4,146277070
2020,4,146277071
2020,3,146277078
2020,3,146277080
2020,4,146277081
2020,3,146277082
2020,4,146277083
2020,4,146277084
2020,4,146277093
2020,4,146277094
2020,4,146277095
2020,4,146277097
2020,3,146277116
2020,4,146277117
2020,4,146277128
2020,4,146277126
2020,4,146277142
2020,3,146277143
2020,4,146277145
2020,4,146277146
2020,4,146277149
2020,4,146277150
2020,4,146277152
2020,4,146277159
2020,4,146277160
2020,3,146277162
2020,3,146277166
2020,4,146277167
2020,4,146277169
2020,3,146277175
2020,4,146277176
2020,4,146277184
2020,4,146277185
2020,4,146277186
2020,4,146277189
2020,4,146277190
2020,4,146277197
2020,4,146277198
2020,4,146277204
2020,4,146277207
2020,4,146277208
2020,4,146277211
2020,3,146277213
2020,4,146277216
2020,4,146277215
2020,4,146277217
2020,4,146277219
2020,4,146277220
2020,4,146277221
2020,4,146277223
2020,2,146277224
2020,3,146277225
2020,4,146277234
2020,4,146277243
2020,4,146277244
2020,4,146277245
2020,4,146277255
2020,4,146277258
2020,4,146277259
2020,4,146277261
2020,4,146277262
2020,4,146277264
2020,4,146277265
2020,4,146277266
2020,4,146277275
2020,4,146277276
2020,3,146277278
2020,4,146277279
2020,4,146277286
2020,4,146277287
2020,4,146277296
2020,4,146277297
2020,4,146277298
2020,3,146277299
2020,4,146277301
2020,3,146277302
2020,3,146277307
2020,4,146277308
2020,4,146277310
2020,4,146277311
2020,4,146277312
2020,4,146277313
2020,4,146277321
2020,4,146277325
2020,1,146277334
2020,4,146277335
2020,3,146277341
2020,4,146277342
2020,3,146277343
2020,4,146277345
2020,4,146277346
2020,4,146277347
2020,4,146277349
2020,4,146277350
2020,4,146277352
2020,4,146277353
2020,4,146277354
2020,4,146277359
2020,4,146277360
2020,4,146277362
2020,4,146277364
2020,4,146277366
2020,4,146277373
2020,4,146277374
2020,4,146277376
2020,4,146277382
2020,4,146277383
2020,3,146277385
2020,4,146277386
2020,4,146277388
2020,4,146277389
2020,4,146277401
2020,4,146277403
2020,4,146277404
2020,4,146277429
2020,4,146277430
2020,3,146277434
2020,3,146277438
2020,4,146277441
2020,4,146277447
2020,4,146277448
2020,4,146277450
2020,4,146277451
2020,4,146277466
2020,4,146277467
2020,4,146277469
2020,4,146277470
2020,4,146277472
2020,4,146277473
2020,4,146277487
2020,3,146277490
2020,4,146277492
2020,4,146277493
2020,4,146277494
2020,4,146277495
2020,4,146277497
2020,4,146277498
2020,4,146277501
2020,4,146277502
2020,4,146277503
2020,3,146277505
2020,4,146277506
2020,4,146277508
2020,1,146277509
2020,3,146277510
2020,4,146277514
2020,4,146277515
2020,4,146277517
2020,4,146277518
2020,3,146277519
2020,4,146277524
2020,4,146277537
2020,4,146277538
2020,4,146277540
2020,4,146277541
2020,4,146277549
2020,4,146277550
2020,4,146277551
2020,4,146277553
2020,4,146277555
2020,4,146277557
2020,4,146277559
2020,3,146277561
2020,4,146277562
2020,4,146277568
2020,4,146277569
2020,4,146277575
2020,4,146277598
2020,3,146277599
2020,3,146277601
2020,4,146277602
2020,4,146277603
2020,3,146277606
2020,3,146277607
2020,4,146277609
2020,4,146277616
2020,4,146277617
2020,4,146277618
2020,4,146277620
2020,4,146277621
2020,4,146277625
2020,3,146277626
2020,4,146277628
2020,4,146277629
2020,4,146277630
2020,4,146277631
2020,4,146277633
2020,3,146277641
2020,4,146277642
2020,4,146277644
2020,4,146277650
2020,4,146277651
2020,2,146277653
2020,4,146277654
2020,3,146277655
2020,4,148931766
2020,3,148936541
2020,1,148936541
2020,4,148936550
2020,4,148931835
2020,3,148931856
2020,1,148931856
2020,4,148931874
2020,4,148936591
2020,4,148931788
2020,4,148931798
2020,1,148936547
2020,4,148931859
2020,4,148931899
2020,4,148931908
2020,4,148931917
2020,4,148931916
2020,4,148931925
2020,4,148931931
2020,4,148931934
2020,4,148931984
2020,4,148931985
2020,4,148931993
2020,4,148931998
2020,4,148931997
2020,4,148932007
2020,4,148932009
2020,4,148932039
2020,4,148932038
2020,3,148932054
2020,4,148936663
2020,4,148936667
2020,4,148932071
2020,4,148932074
2020,3,148936676
2020,4,148936675
2020,4,148932076
2020,4,148932078
2020,4,148932079
2020,4,148932081
2020,3,148932086
2020,4,148932091
2020,4,148932098
2020,3,148932104
2020,4,148932108
2020,4,148936705
2020,4,148932110
2020,4,148932111
2020,4,148936709
2020,1,148932123
2020,4,148932136
2020,4,148932137
2020,4,148932141
2020,4,148932152
2020,4,148932154
2020,4,148936735
2020,4,148932168
2020,4,148932170
2020,3,148932173
2020,4,148936744
2020,3,148936745
2020,3,148931770
2020,3,148931813
2020,4,148931812
2020,3,148931862
2020,3,148931865
2020,3,148931866
2020,4,148936588
2020,3,148936593
2020,1,148936593
2020,4,148931909
2020,4,148936603
2020,4,148936612
2020,4,148931946
2020,4,148931965
2020,4,148931974
2020,4,148931973
2020,4,148931980
2020,4,148931988
2020,4,146275899
2020,3,146275932
2020,3,146269455
2020,4,148931845
2020,4,148931860
2020,4,148931864
2020,4,148931879
2020,4,148227071
2020,4,148227080
2020,3,148227114
2020,4,148216633
2020,4,148216634
2020,4,148227132
2020,4,146275988
2020,4,146276010
2020,4,146276030
2020,4,146276060
2020,3,146276061
2020,1,146269547
2020,4,146276085
2020,2,146269576
2020,4,146276151
2020,4,146276154
2020,4,146269597
2020,4,146276160
2020,3,146276170
2020,3,146276177
2020,4,146276179
2020,4,146276188
2020,3,146276189
2020,4,146276192
2020,4,146276199
2020,1,146276217
2020,4,146276224
2020,4,146276225
2020,1,146276242
2020,3,146276243
2020,1,146276243
2020,4,146276287
2020,4,146276288
2020,4,146276290
2020,4,146276298
2020,4,146276329
2020,4,146276330
2020,4,146276344
2020,3,146276352
2020,1,146276363
2020,4,146276365
2020,4,146276367
2020,4,146276368
2020,4,146276370
2020,4,146276369
2020,4,146276376
2020,4,146269647
2020,4,146276381
2020,4,146276389
2020,4,146276391
2020,4,146276390
2020,4,146276395
2020,4,146276394
2020,4,146276402
2020,4,146276408
2020,4,146276409
2020,4,146276423
2020,4,146276429
2020,4,146276430
2020,3,146276433
2020,4,146276434
2020,3,146276435
2020,1,146276448
2020,1,146276451
2020,4,146276466
2020,4,146276469
2020,4,146269673
2020,4,146276475
2020,4,146276500
2020,4,146276503
2020,3,146276512
2020,4,146276513
2020,4,146276516
2020,4,146276517
2020,4,146276526
2020,4,146276527
2020,4,146276528
2020,4,146276530
2020,3,146276531
2020,4,146276534
2020,4,146276535
2020,4,146276547
2020,4,146276549
2020,4,146276550
2020,4,146276551
2020,3,146276552
2020,3,146276555
2020,4,146276565
2020,4,146276566
2020,4,146276568
2020,4,146276570
2020,4,146276571
2020,4,146276580
2020,4,146276582
2020,4,146276585
2020,4,146276584
2020,4,146276588
2020,4,146276596
2020,3,146276615
2020,4,146276620
2020,4,146276621
2020,4,146276622
2020,4,146276624
2020,3,146276631
2020,3,146276632
2020,4,146276644
2020,4,146276650
2020,4,146276675
2020,4,146276676
2020,4,146276677
2020,4,146276679
2020,4,146276690
2020,3,146276691
2020,4,146276702
2020,4,146276927
2020,4,146276928
2020,4,146276931
2020,4,146276934
2020,4,146276936
2020,4,146276942
2020,4,146276944
2020,4,146276954
2020,4,146276955
2020,4,146276956
2020,4,146276959
2020,4,146276958
2020,4,146276960
