"DATA_YEAR","VICTIM_ID","OFFENSE_ID"
2020,137009471,151088960
2020,137004313,151083650
2020,137004314,151083650
2020,137004316,151088989
2020,137009505,151088994
2020,137009518,151083671
2020,137004335,151089013
2020,137004334,151089013
2020,137004335,151089014
2020,137004334,151089014
2020,137004353,151089032
2020,137004359,151089037
2020,137009562,151083702
2020,137004425,151083755
2020,137004429,151089126
2020,137004440,151083768
2020,137009729,151089218
2020,137004533,151083840
2020,137004532,151083840
2020,137004531,151083840
2020,137004567,151083873
2020,137004578,151083882
2020,137009784,151089268
2020,137009793,151089279
2020,137009838,151083938
2020,137004662,151083965
2020,137004662,151089356
2020,137004698,151089387
2020,137004696,151089387
2020,137009894,151084002
2020,137004706,151084002
2020,137004708,151084002
2020,137004728,151084024
2020,137004746,151089422
2020,137009948,151084055
2020,137009997,151089492
2020,137004803,151084085
2020,137004803,151089503
2020,137004831,151089521
2020,137004839,151084121
2020,137004855,151089532
2020,137004893,151084172
2020,137004900,151084180
2020,137010089,151084207
2020,137010096,151084212
2020,137004948,151084220
2020,136220856,150246954
2020,136220855,150246953
2020,136220857,150246955
2020,136220858,150246956
2020,144804436,158971216
2020,135772981,149846252
2020,135772980,149846252
2020,135773032,149846281
2020,135773064,149846309
2020,135773065,149846309
2020,135773092,149841748
2020,135773027,149846277
2020,135773052,149846301
2020,135773057,149841723
2020,135773078,149846315
2020,135773091,149846328
2020,135773098,149846334
2020,135773097,149846334
2020,135773109,149841814
2020,135773109,149841812
2020,135771737,149841815
2020,135773111,149846350
2020,135773112,149846350
2020,135773114,149846353
2020,135773120,149846360
2020,135773123,149846362
2020,135773124,149846365
2020,135773124,149846364
2020,135773126,149846368
2020,135773128,149846371
2020,135773132,149846372
2020,135773130,149846372
2020,135773131,149846372
2020,135773129,149846373
2020,135773135,149846376
2020,135771881,149841950
2020,135771882,149841950
2020,135773136,149846378
2020,135773137,149846379
2020,135773143,149846383
2020,135773144,149846384
2020,135773146,149846387
2020,135773147,149841995
2020,135773149,149846390
2020,135773150,149846391
2020,138911358,153011181
2020,138911358,153011180
2020,138911368,153011188
2020,138911370,153011188
2020,138911387,153011206
2020,138911409,153006232
2020,145839528,159990664
2020,145839527,159990664
2020,145839550,159990687
2020,145839559,159990697
2020,145839559,159990698
2020,145839569,159990708
2020,145839571,159990709
2020,145839581,159990720
2020,145839678,159990807
2020,145839686,159990815
2020,145839693,159990823
2020,145837417,159991312
2020,145840292,159991349
2020,145840306,159991362
2020,145840323,159991375
2020,145837450,159991382
2020,145837458,159991400
2020,145840377,159996256
2020,145840476,159996294
2020,145840485,159991524
2020,145840526,159996319
2020,145837570,159991580
2020,145837575,159996337
2020,145840581,159996354
2020,145840589,159991625
2020,145837601,159996365
2020,145840601,159996365
2020,145840656,159991681
2020,145840663,159991689
2020,145840671,159991697
2020,145840680,159991705
2020,145837649,159996416
2020,145840725,159996424
2020,145837660,159991747
2020,145840739,159991752
2020,145837667,159991763
2020,145840790,159991797
2020,145840815,159991819
2020,145840836,159991840
2020,145840881,159996496
2020,145840910,159996503
2020,145840922,159996507
2020,145837755,159996516
2020,145837766,159991940
2020,145840943,159991941
2020,145840955,159991951
2020,145837785,159996542
2020,145840993,159991987
2020,145837801,159992004
2020,145841060,159992040
2020,145841062,159996584
2020,145837854,159996611
2020,145837864,159992129
2020,145837879,159996644
2020,145841239,159996670
2020,145841256,159992225
2020,145841257,159992226
2020,145842926,159992231
2020,145841304,159996707
2020,143749740,157894464
2020,143757940,157896911
2020,143757956,157894485
2020,143757957,157894484
2020,143757971,157896936
2020,143749930,157894655
2020,143758055,157894660
2020,143758065,157897033
2020,143758072,157894684
2020,143758083,157897049
2020,143758083,157897048
2020,143758083,157897047
2020,143749984,157894706
2020,143750045,157894763
2020,143758099,157897073
2020,143750054,157897075
2020,143758121,157897091
2020,143750084,157894797
2020,135772999,149846258
2020,143758141,157897106
