"DATA_YEAR","ARRESTEE_ID","WEAPON_ID","NIBRS_ARRESTEE_WEAPON_ID"
2020,39661228,1,39944545
2020,39661229,1,39944546
2020,39661230,1,39944547
2020,39661231,1,39944548
2020,39661232,1,39944549
2020,39661233,1,39944550
2020,39661234,1,39944551
2020,39661235,1,39944552
2020,39661236,1,39944553
2020,39661259,1,39944576
2020,39661260,1,39944577
2020,39661269,1,39944586
2020,39661265,1,39944582
2020,39661268,1,39944585
2020,39661270,1,39944587
2020,39661273,1,39944590
2020,39661282,1,39944599
2020,39661422,1,39944740
2020,39661423,1,39944741
2020,39661426,1,39944744
2020,39661430,1,39944748
2020,39661432,1,39944750
2020,39670663,1,39961130
2020,39670662,1,39961129
2020,39661434,1,39944752
2020,40010393,1,40355816
2020,40010395,7,40355818
2020,40010399,1,40355822
2020,39661459,1,39944777
2020,39661458,1,39944776
2020,39661461,3,39944779
2020,39661464,1,39944782
2020,39661463,1,39944781
2020,39661467,1,39944785
2020,39661468,1,39944786
2020,39661469,1,39944787
2020,39662116,1,39965434
2020,39662118,1,39965436
2020,39662119,1,39965437
2020,39662120,1,39965438
2020,39662130,1,39965448
2020,40010398,1,40355821
2020,40010403,2,40355826
2020,40010405,1,40355828
2020,40010404,1,40355827
2020,40010407,1,40355830
2020,39661521,1,39944839
2020,39661522,1,39944840
2020,40010604,3,40356027
2020,39661527,1,39944845
2020,40010643,1,40356066
2020,39661535,1,39944853
2020,40010675,1,40356098
2020,40010700,1,40356123
2020,39039190,1,39260018
2020,39039191,1,39260019
2020,39039194,1,39260022
2020,39039200,1,39260028
2020,39034404,1,39255227
2020,39034423,1,39255246
2020,39034425,1,39255248
2020,39661984,1,39965302
2020,39027952,1,39248739
2020,39027955,1,39248742
2020,39027959,1,39248746
2020,39028066,1,39248853
2020,39028067,1,39248854
2020,39028071,1,39248858
2020,39643976,1,39942292
2020,39661725,1,39965043
2020,39661727,1,39965045
2020,39661728,1,39965046
2020,39643597,1,39941912
2020,39643598,1,39941913
2020,39644229,1,39942545
2020,39644232,1,39942548
2020,39644233,1,39942549
2020,39661723,1,39965041
2020,39661724,1,39965042
2020,39661726,1,39965044
2020,39661729,1,39965047
2020,39661732,1,39965050
2020,39476329,1,39685449
2020,39476331,1,39685451
2020,39476410,1,39685530
2020,39476411,1,39685531
2020,39476422,1,39685542
2020,39476423,3,39685543
2020,39038785,1,39259613
2020,39038798,1,39259626
2020,39038863,1,39259691
2020,39038953,1,39259781
2020,39038955,1,39259783
2020,39039123,1,39259951
2020,39039182,1,39260010
2020,39039203,1,39260031
2020,39039216,1,39260044
2020,39039222,1,39260050
2020,39039221,1,39260049
2020,39039230,1,39260058
2020,39039231,1,39260059
2020,39039232,1,39260060
2020,39039235,1,39260063
2020,39039237,1,39260065
2020,39039241,1,39260069
2020,39039291,1,39260119
2020,39039310,1,39260138
2020,39039312,1,39260140
2020,39039314,1,39260142
2020,39039339,1,39260167
2020,39039341,1,39260169
2020,39039346,1,39260174
2020,39039348,1,39260176
2020,39039349,1,39260177
2020,39039351,1,39260179
2020,39039350,1,39260178
2020,39039352,1,39260180
2020,39039353,1,39260181
2020,39039354,1,39260182
2020,39039356,1,39260184
2020,39039357,1,39260185
2020,39039358,1,39260186
2020,39039359,1,39260187
2020,39039365,1,39260193
2020,39039367,1,39260195
2020,39039368,1,39260196
2020,39039369,1,39260197
2020,39039370,1,39260198
2020,39039371,1,39260199
2020,39039373,1,39260201
2020,39039374,1,39260202
2020,39039376,1,39260204
2020,39039377,1,39260205
2020,39039378,1,39260206
2020,39039379,1,39260207
2020,39039380,1,39260208
2020,39039382,1,39260210
2020,39039398,1,39260226
2020,39039413,3,39260241
2020,39039416,1,39260244
2020,39039415,1,39260243
2020,39039420,1,39260248
2020,39039426,1,39260254
2020,39039455,1,39260283
2020,39039497,1,39260325
2020,39039500,1,39260328
2020,39039508,1,39260336
2020,39039512,1,39260340
2020,39039519,1,39260347
2020,39039522,1,39260350
2020,39039526,1,39260354
2020,39039195,1,39260023
2020,39039529,1,39260357
2020,39027956,1,39248743
2020,39027958,1,39248745
2020,39027969,1,39248756
2020,39027970,1,39248757
2020,39027897,1,39248684
2020,39034501,1,39255324
2020,39034503,1,39255326
2020,39034508,1,39255331
2020,39034526,1,39255349
2020,39034528,1,39255351
2020,39034530,1,39255353
2020,39034532,1,39255355
2020,39034552,1,39255375
2020,39034554,1,39255377
2020,39027902,1,39248689
2020,39028134,1,39248921
2020,39034511,1,39255334
2020,39034518,1,39255341
2020,39034522,1,39255345
2020,39034527,1,39255350
2020,39034531,1,39255354
2020,39034535,1,39255358
2020,39034642,1,39255466
2020,39684168,3,39982489
2020,39034502,1,39255325
2020,39034513,1,39255336
2020,39039039,1,39259867
2020,39028052,1,39248839
2020,39028079,1,39248866
2020,39028080,1,39248867
2020,39028085,1,39248872
2020,39028086,1,39248873
2020,39028095,1,39248882
2020,39028096,1,39248883
2020,39028110,1,39248897
2020,39028111,1,39248898
2020,39027961,1,39248748
2020,39027968,1,39248755
2020,39027977,1,39248764
2020,39027982,1,39248769
2020,39027983,1,39248770
2020,39027996,1,39248783
2020,39027997,1,39248784
2020,39027995,1,39248782
2020,39028001,7,39248788
2020,39028002,1,39248789
2020,39028008,1,39248795
2020,39039430,1,39260258
2020,38756901,1,38912325
2020,38756899,1,38912323
2020,38756900,1,38912324
2020,38756898,1,38912322
2020,38756912,1,38912336
2020,38756913,1,38912337
2020,38756911,1,38912335
2020,38756910,1,38912334
2020,39682906,1,39981237
2020,39641689,1,39940000
2020,39644236,1,39942552
2020,39644237,1,39942553
2020,39661708,1,39965026
2020,39661713,1,39965031
2020,39661712,1,39965030
2020,39661779,1,39965097
2020,39661783,1,39965101
2020,39661789,1,39965107
2020,39661790,1,39965108
2020,39661791,1,39965109
2020,39661792,1,39965110
2020,39661793,1,39965111
2020,39661794,1,39965112
2020,39661795,1,39965113
2020,39661796,1,39965114
2020,39661797,1,39965115
2020,39661798,1,39965116
2020,39661823,3,39965141
2020,39661824,1,39965142
2020,39661828,1,39965146
2020,39661826,1,39965144
2020,39661827,1,39965145
2020,39661825,1,39965143
2020,39661831,1,39965149
2020,39661832,1,39965150
2020,39039187,1,39260015
2020,39039192,1,39260020
2020,39039193,1,39260021
2020,39039219,1,39260047
2020,39039225,1,39260053
2020,39039233,1,39260061
2020,39039236,1,39260064
2020,39039238,1,39260066
2020,39039239,1,39260067
2020,39039240,1,39260068
2020,39039242,1,39260070
2020,39039243,1,39260071
2020,39039295,1,39260123
2020,39039296,1,39260124
2020,39039390,1,39260218
2020,39039528,1,39260356
2020,39027966,1,39248753
2020,39027967,1,39248754
2020,39027974,1,39248761
2020,39027975,1,39248762
2020,39027976,1,39248763
2020,39027981,7,39248768
2020,39027991,1,39248778
2020,39028000,1,39248787
2020,39028003,1,39248790
2020,39028007,1,39248794
2020,39028011,1,39248798
2020,40241409,1,40551824
2020,39641707,1,39940018
2020,39034537,1,39255360
2020,38748288,1,38903744
2020,38748287,1,38903743
2020,38756982,1,38912406
2020,38756984,1,38912408
2020,38757090,1,38912514
2020,38757096,1,38912520
2020,38757095,1,38912519
2020,39028078,1,39248865
2020,39028082,1,39248869
2020,39028088,1,39248875
2020,39028090,1,39248877
2020,39028097,1,39248884
2020,39028098,1,39248885
2020,39034524,1,39255347
2020,39034529,1,39255352
2020,39034536,1,39255359
2020,39039185,1,39260013
2020,39039189,1,39260017
2020,39039188,1,39260016
2020,39039196,1,39260024
2020,39039198,1,39260026
2020,39039197,1,39260025
2020,39039220,1,39260048
2020,39039223,1,39260051
2020,39039224,1,39260052
2020,39039229,1,39260057
2020,39039234,1,39260062
2020,39039297,1,39260125
2020,39039340,1,39260168
2020,39039343,1,39260171
2020,39039342,1,39260170
2020,39039347,1,39260175
2020,39039360,1,39260188
2020,39039363,1,39260191
2020,39039364,1,39260192
2020,39039366,1,39260194
2020,39039372,1,39260200
2020,39039375,1,39260203
2020,39039381,1,39260209
2020,39039384,1,39260212
2020,39039400,1,39260228
2020,39039505,1,39260333
2020,39039510,3,39260338
2020,39039516,1,39260344
2020,39039520,1,39260348
2020,39039521,1,39260349
2020,40403286,1,40726062
2020,40403359,1,40726135
2020,39661248,1,39944565
2020,39661250,1,39944567
2020,39661251,1,39944568
2020,39661249,1,39944566
2020,39661252,1,39944569
2020,39028083,1,39248870
2020,39028089,1,39248876
2020,39028091,1,39248878
2020,39028092,1,39248879
2020,39028094,1,39248881
2020,39028100,1,39248887
2020,39039183,1,39260011
2020,39039226,1,39260054
2020,39039227,1,39260055
2020,39039228,4,39260056
2020,39039244,1,39260072
2020,39039293,1,39260121
2020,39039294,1,39260122
2020,39039302,1,39260130
2020,39039383,1,39260211
2020,39039385,1,39260213
2020,39039389,1,39260217
2020,39039388,1,39260216
2020,39039391,1,39260219
2020,39039417,1,39260245
2020,39039424,1,39260252
2020,39039425,1,39260253
2020,39039452,1,39260280
2020,39039453,1,39260281
2020,39039454,1,39260282
2020,39039457,1,39260285
2020,39039458,1,39260286
2020,39039463,1,39260291
2020,39039464,1,39260292
2020,39039468,1,39260296
2020,39039469,1,39260297
2020,39039467,1,39260295
2020,39039470,3,39260298
2020,39039496,1,39260324
2020,41255097,1,41637995
2020,41255100,1,41637998
2020,41255103,1,41638001
2020,41255105,1,41638003
2020,41255107,1,41638005
2020,41255108,7,41638006
2020,41255806,1,41638691
2020,41255522,1,41638407
2020,41255804,1,41638689
2020,40176086,1,40503658
2020,40176087,1,40503659
2020,40176088,1,40503660
2020,40176092,1,40503664
2020,40176093,1,40503665
2020,40176099,1,40503671
2020,40176100,1,40503672
2020,40176106,1,40503678
2020,40176108,1,40503680
2020,40176125,1,40503697
2020,40176126,1,40503698
2020,40176128,1,40503700
2020,40176129,1,40503701
2020,40176151,1,40503723
2020,40174948,1,40502516
2020,40174946,1,40502514
2020,40174947,1,40502515
2020,40174949,1,40502517
2020,40175260,3,40502829
2020,40175607,1,40503176
2020,40175606,1,40503175
2020,40175609,1,40503178
2020,40176123,3,40503695
2020,40187923,1,40518470
2020,40187925,1,40518472
2020,40187927,1,40518474
2020,40187934,1,40518481
2020,40187937,1,40518484
2020,40188024,1,40518571
2020,40175978,1,40503550
2020,40175130,1,40502699
2020,40175612,1,40503181
2020,40175625,1,40503194
2020,40175626,1,40503195
2020,40175631,1,40503200
2020,40175639,1,40503208
2020,40175643,1,40503212
2020,40175645,1,40503214
2020,40175647,1,40503216
2020,40175652,1,40503221
2020,40175653,1,40503222
2020,40175693,1,40503262
2020,40175702,1,40503271
2020,40175715,8,40503284
2020,40175747,1,40503316
2020,40175784,1,40503353
2020,40175862,1,40503433
2020,40175882,3,40503453
2020,40175883,1,40503454
2020,40175970,1,40503542
2020,40175993,3,40503565
2020,40176023,1,40503595
2020,40176060,1,40503632
2020,41375338,1,41763390
2020,41375339,1,41763391
2020,41375340,1,41763392
2020,41375341,1,41763393
2020,41375343,3,41763395
2020,41375344,1,41763396
2020,41375345,7,41763397
2020,40177305,1,40504878
2020,40177306,1,40504879
2020,40184640,1,40515183
2020,40184671,1,40515214
2020,40184678,1,40515221
2020,40184686,1,40515229
2020,40184689,1,40515232
2020,40184716,1,40515259
2020,40184717,1,40515260
2020,40162926,1,40499910
2020,40162925,1,40499909
2020,40162928,1,40499912
2020,40162477,1,40499461
2020,40162480,1,40499464
2020,40162517,1,40499501
2020,40162518,1,40499502
2020,40162515,1,40499499
2020,40162516,1,40499500
2020,40162521,1,40499505
2020,40162524,1,40499508
2020,40162929,1,40499913
2020,40162932,1,40499916
2020,40162935,1,40499919
2020,40162939,1,40499923
2020,40162938,1,40499922
2020,39544838,1,39840279
2020,39544839,1,39840280
2020,39544843,1,39840284
2020,40175964,1,40503536
2020,40175965,1,40503537
2020,40176079,1,40503651
2020,40176116,1,40503688
2020,40176124,1,40503696
2020,40175868,1,40503439
2020,40175153,1,40502722
2020,40175875,1,40503446
2020,40175966,1,40503538
2020,40175986,1,40503558
2020,40175990,1,40503562
2020,40175992,1,40503564
2020,40176147,1,40503719
2020,40176037,1,40503609
2020,40176066,1,40503638
2020,40176065,1,40503637
2020,40176069,1,40503641
2020,40176083,1,40503655
2020,40176127,1,40503699
2020,38698459,1,38787558
2020,38698461,1,38787560
2020,38698463,1,38787562
2020,38698465,1,38787564
2020,38698469,1,38787568
2020,38698473,1,38787572
2020,38698476,1,38787575
2020,38698477,1,38787576
2020,38698480,1,38787579
2020,38698479,1,38787578
2020,38698482,1,38787581
2020,38698483,1,38787582
2020,38698485,1,38787584
2020,38698487,1,38787586
2020,38698486,1,38787585
2020,38698541,1,38787640
2020,38698542,1,38787641
2020,38698543,1,38787642
2020,38698544,1,38787643
2020,38698545,1,38787644
2020,38698548,1,38787647
2020,38698562,1,38787661
2020,38698563,1,38787662
2020,38698564,1,38787663
2020,38698565,1,38787664
2020,38698566,1,38787665
2020,38698567,1,38787666
2020,38698569,1,38787668
2020,38698568,1,38787667
2020,38698570,1,38787669
2020,38698571,1,38787670
2020,38698572,1,38787671
2020,38698573,1,38787672
2020,38698574,4,38787673
2020,38698576,1,38787675
2020,38698575,1,38787674
2020,38698577,1,38787676
2020,38698578,1,38787677
2020,38698579,1,38787678
2020,38698583,1,38787682
2020,38698584,1,38787683
2020,38698586,1,38787685
2020,38698588,1,38787687
2020,38698590,1,38787689
2020,38698591,1,38787690
2020,38698592,1,38787691
2020,38698593,1,38787692
2020,38698594,1,38787693
2020,38698596,1,38787695
2020,38698597,1,38787696
2020,38698599,1,38787698
2020,38698601,1,38787700
2020,38698602,1,38787701
2020,38698603,1,38787702
2020,38698604,1,38787703
2020,38698607,1,38787706
2020,38698551,1,38787650
2020,38698552,1,38787651
2020,38698553,1,38787652
2020,38698554,1,38787653
2020,38698555,1,38787654
2020,38698556,1,38787655
2020,38698557,1,38787656
2020,38698595,1,38787694
2020,38698598,1,38787697
2020,38698606,1,38787705
2020,38698605,1,38787704
2020,38698613,1,38787712
2020,38698614,1,38787713
2020,38698615,1,38787714
2020,38698616,1,38787715
2020,38698617,1,38787716
2020,38698618,1,38787717
2020,38698619,1,38787718
2020,40175897,1,40503468
2020,40175887,1,40503458
2020,40175174,1,40502743
2020,40175886,1,40503457
2020,40175890,1,40503461
2020,40175900,1,40503471
2020,40175902,1,40503473
2020,40175905,1,40503476
2020,40175906,1,40503477
2020,40175911,1,40503482
2020,40175916,7,40503487
2020,40175917,1,40503488
2020,40175919,1,40503490
2020,40175920,1,40503491
2020,40175921,1,40503492
2020,40175922,1,40503493
2020,40175923,1,40503494
2020,40175924,1,40503495
2020,40175925,1,40503496
2020,40175930,1,40503501
2020,40175933,1,40503504
2020,40175937,1,40503509
2020,40175938,1,40503510
2020,40175940,3,40503512
2020,40175950,1,40503522
2020,40175972,1,40503544
2020,40175975,1,40503547
2020,38698342,1,38787441
2020,38698345,1,38787444
2020,38698346,1,38787445
2020,38698328,1,38787427
2020,38698327,1,38787426
2020,38698330,1,38787429
2020,38698331,1,38787430
2020,38698352,1,38787451
2020,38698341,1,38787440
2020,38698350,1,38787449
2020,38698353,1,38787452
2020,38698354,1,38787453
2020,38698355,1,38787454
2020,38698378,1,38787477
2020,38698385,1,38787484
2020,38698394,1,38787493
2020,38698396,1,38787495
2020,38698398,1,38787497
2020,38698401,1,38787500
2020,38698403,1,38787502
2020,38698402,1,38787501
2020,38698440,1,38787539
2020,38698439,1,38787538
2020,38698442,1,38787541
2020,38698441,1,38787540
2020,38698444,1,38787543
2020,38698447,1,38787546
2020,38698449,1,38787548
2020,38698451,1,38787550
2020,38698453,8,38787552
2020,38698455,1,38787554
2020,38698456,1,38787555
2020,38698457,1,38787556
2020,37124800,1,37413718
2020,37124801,1,37413719
2020,37124803,1,37413721
2020,37124802,1,37413720
2020,37124806,1,37413724
2020,37124805,1,37413723
2020,37124807,1,37413725
2020,37124808,1,37413726
2020,37124809,1,37413727
2020,37124810,1,37413728
2020,37124811,1,37413729
2020,37124812,1,37413730
2020,37124814,1,37413732
2020,37124813,1,37413731
2020,37124816,1,37413734
2020,37124815,1,37413733
2020,37124817,1,37413735
2020,37124818,1,37413736
2020,37124821,1,37413739
2020,36803237,1,37043051
2020,37394848,1,37704992
2020,37394852,1,37704996
2020,37394863,1,37705007
2020,37394864,1,37705008
2020,37394866,1,37705010
2020,37394867,1,37705011
2020,39379394,1,39592174
2020,39379397,1,39592177
2020,39379403,1,39592183
2020,39379406,1,39592186
2020,39379408,1,39592188
2020,39379409,1,39592189
2020,39379410,1,39592190
2020,39379411,1,39592191
2020,39379414,1,39592194
2020,39379416,1,39592196
2020,39379417,1,39592197
2020,39379418,7,39592198
2020,39379420,1,39592200
2020,39379421,1,39592201
2020,39379429,1,39592210
2020,39379430,1,39592211
2020,39379434,1,39592215
2020,39379436,1,39592217
2020,39379435,1,39592216
2020,39379437,1,39592218
2020,39379439,1,39592220
2020,39379441,1,39592222
2020,39379470,1,39592251
2020,39379474,1,39592255
2020,36817229,1,37049219
2020,36817230,1,37049220
2020,36817232,1,37049222
2020,36817237,1,37049227
2020,36817236,1,37049226
2020,36817238,1,37049228
2020,36817300,1,37049290
2020,36817304,1,37049294
2020,36817309,1,37049299
2020,37097482,1,37402466
2020,41545014,1,41934092
2020,41545015,1,41934093
2020,41545016,1,41934094
2020,41545017,1,41934095
2020,41545018,3,41934096
2020,41545020,1,41934098
2020,41545019,1,41934097
2020,41545022,1,41934100
2020,41545028,1,41934106
2020,41545029,1,41934107
2020,41545039,1,41934117
2020,41545056,1,41934134
2020,41545057,1,41934135
2020,41545067,1,41934145
2020,41545069,1,41934147
2020,41545074,1,41934152
2020,41545080,1,41934158
2020,41545087,1,41934165
2020,41545090,7,41934168
2020,41545105,1,41934183
2020,41545110,1,41934188
2020,41545109,1,41934187
2020,41545111,1,41934189
2020,41545116,3,41934194
2020,41545117,1,41934195
2020,41545120,1,41934198
2020,41545122,1,41934200
2020,41545121,1,41934199
2020,41545131,1,41934209
2020,41545132,1,41934210
2020,41545133,3,41934211
2020,41545139,1,41934217
2020,41545145,1,41934223
2020,41545146,1,41934224
2020,41545147,1,41934225
2020,41545150,1,41934228
2020,41545152,1,41934230
2020,41545157,1,41934235
2020,41545161,1,41934239
2020,41545165,1,41934243
2020,41545176,1,41934254
2020,41545195,1,41934273
2020,41545197,1,41934275
2020,41545202,1,41934280
2020,41545204,1,41934282
2020,41545209,1,41934287
2020,36810474,1,37045256
2020,36965649,1,37239532
2020,36965256,1,37239139
2020,36965260,1,37239143
2020,36965268,1,37239151
2020,36965651,1,37239534
2020,36965650,1,37239533
2020,36965287,1,37239170
2020,36965654,1,37239537
2020,36965656,1,37239539
2020,36965657,7,37239540
2020,36965659,7,37239542
2020,36965658,7,37239541
2020,36965668,1,37239551
2020,36965669,1,37239552
2020,36965671,1,37239554
2020,36965673,7,37239556
2020,36965674,1,37239557
2020,36965676,1,37239559
