"DATA_YEAR","VICTIM_ID","CIRCUMSTANCES_ID","JUSTIFIABLE_FORCE_ID"
2020,140198744,9,
2020,140238550,1,
2020,140239940,2,
2020,139791634,1,
2020,140238850,10,
2020,140238883,10,
2020,140240114,10,
2020,140793644,1,
2020,140157780,10,
2020,140689095,1,
2020,140689845,10,
2020,140345430,9,
2020,140231210,1,
2020,140233697,1,
2020,140237644,10,
2020,140237640,10,
2020,140279163,9,
2020,140279196,1,
2020,143573055,1,
2020,149287092,1,
2020,140104877,10,
2020,142191630,10,
2020,142202662,10,
2020,140275143,1,
2020,140276738,10,
2020,139791388,10,
2020,140148294,1,
2020,140293303,1,
2020,140188405,9,
2020,140227927,1,
2020,140136900,10,
2020,140152339,1,
2020,140152496,10,
2020,140278093,10,
2020,140284825,9,
2020,140285066,1,
2020,140286327,10,
2020,140286495,9,
2020,140360721,1,
2020,140361511,10,
2020,140361809,10,
2020,140363229,1,
2020,140363522,9,
2020,134407235,10,
2020,134407459,10,
2020,135549271,10,
2020,140724178,10,
2020,142191681,9,
2020,137168443,1,
2020,135499559,10,
2020,140146998,8,
2020,147433162,6,
2020,146906775,9,
2020,148281797,10,
2020,146807914,9,
2020,146828145,10,
2020,146883782,8,
2020,147258873,1,
2020,146864274,9,
2020,144753136,9,
2020,147259017,1,
2020,147278059,9,
2020,146874157,10,
2020,147269123,1,
2020,146760838,1,
2020,146805400,1,
2020,146958296,9,
2020,146790137,6,
2020,146875265,8,
2020,141982029,10,
2020,143576968,10,
2020,144779081,1,
2020,143573443,9,
2020,143496194,1,
2020,146876517,1,
2020,146876591,9,
2020,147259044,9,
2020,146743758,1,
2020,146947637,9,
2020,146883821,1,
2020,144779227,10,
2020,143576874,10,
2020,143509576,1,
2020,144282115,10,
2020,148906268,6,
2020,148906367,10,
2020,148906368,10,
2020,148906676,10,
2020,148906727,9,
2020,142757223,9,
2020,141990458,10,
2020,141990460,10,
2020,143510326,1,
2020,141992864,9,
2020,143573553,1,
2020,146892971,1,
2020,147258662,1,
2020,144753475,10,
2020,144668623,10,
2020,144670178,9,
2020,142358626,10,
2020,142702712,5,
2020,142708853,10,
2020,142841622,1,
2020,143732866,6,
2020,146760993,1,
2020,144244747,1,
2020,140784348,9,
2020,140719695,1,
2020,140704025,10,
2020,140719143,1,
2020,140730361,1,
2020,140786172,10,
2020,141026956,10,
2020,140768896,9,
2020,140787964,9,
2020,140707472,9,
2020,140696625,1,
2020,140696625,6,
2020,140739726,10,
2020,144755889,8,
2020,142063250,10,
2020,144780470,10,
2020,142060108,9,
2020,142060771,10,
2020,144437504,10,
2020,146873683,1,
2020,146943840,10,
2020,146747681,10,
2020,146876040,10,
2020,146906905,9,
2020,146960474,10,
2020,142048075,9,
2020,142895246,9,
2020,144668713,9,
2020,142060482,6,
2020,148296715,5,
2020,146734348,1,
2020,146785840,10,
2020,148049509,2,
2020,148051574,10,
2020,142893975,3,
2020,141992794,10,
2020,141992698,9,
2020,141992762,10,
2020,147428360,10,
2020,142022881,10,
2020,142753646,1,
2020,146755651,1,
2020,146756825,10,
2020,146769801,1,
2020,142059875,9,
2020,146787241,10,
2020,143610997,1,
2020,146757604,10,
2020,146762164,1,
2020,144127516,10,
2020,144259321,1,
2020,143569293,1,
2020,147537455,9,
2020,148990773,1,
2020,142747679,9,
2020,142744688,8,
2020,132990006,10,
2020,142746665,1,
2020,140285599,10,
2020,140366199,9,
2020,134449738,10,
2020,140137526,1,
2020,132114172,1,
2020,140137516,2,
2020,137763818,9,
2020,133923114,10,
2020,140170409,2,
2020,148280057,10,
2020,146948224,9,
2020,146948224,1,
2020,146960533,10,
2020,146968189,10,
2020,146969370,1,
2020,142056018,10,
2020,141995872,1,
2020,148051392,6,
2020,148051472,10,
2020,144763478,4,
2020,142035603,10,
2020,133923860,1,
2020,141778078,10,
2020,140671893,9,
2020,135014002,10,
2020,141984216,1,
2020,148908848,10,
2020,148055593,10,
2020,147266751,10,
2020,147266783,10,
2020,144739902,1,
2020,144739902,9,
2020,148284701,9,
2020,148284701,1,
2020,148284700,1,
2020,148284700,9,
2020,148895399,1,
2020,144750251,1,
2020,144441088,6,
2020,146766312,1,
2020,146881794,10,
2020,142001324,8,
2020,144241836,8,
2020,148886429,1,
2020,142035420,1,
2020,142760559,10,
2020,148907944,9,
2020,146742482,1,
2020,148897548,10,
2020,143471156,9,
2020,149101410,10,
2020,141668992,1,
2020,143019872,1,
2020,143022856,10,
2020,146795347,1,
2020,146872486,10,
2020,143022159,10,
2020,143459454,1,
2020,141958105,10,
2020,143593209,10,
2020,143024121,10,
2020,146698957,10,
2020,142746947,1,
2020,148889783,9,
2020,148889969,10,
2020,132982971,8,
2020,135531629,9,
2020,135532076,1,
2020,133388999,1,
2020,131877992,2,
2020,147262924,1,
2020,135415742,10,
2020,135491423,8,
2020,135137136,6,
2020,135527778,1,
2020,135136706,10,
2020,135126891,10,
2020,135426399,10,
2020,135425246,1,
2020,135502487,2,
2020,137168985,1,
2020,137169511,1,
2020,135604426,1,
2020,135829441,2,
2020,135313639,6,
2020,134404534,10,
2020,142198600,1,
2020,142201697,6,
2020,135548374,10,
2020,135604415,2,
2020,137590817,1,
2020,135100188,9,
2020,135186255,10,
2020,138270501,1,
2020,141107068,10,
2020,140787184,10,
2020,140793883,2,
2020,140784070,1,
2020,140787500,10,
2020,140783314,10,
2020,132988359,10,
2020,131678173,1,
2020,135023723,9,
2020,140739934,10,
2020,140740584,9,
2020,140753686,10,
2020,140843385,10,
2020,140848360,1,
2020,140677473,10,
2020,140729965,1,
2020,140734860,10,
2020,140743777,10,
2020,146764559,8,
2020,140785425,4,
2020,140819022,1,
2020,140819131,10,
2020,132513012,1,
2020,142844162,6,
2020,142759617,10,
2020,140740730,10,
2020,140743696,10,
2020,140747444,1,
2020,140787716,9,
2020,140789248,10,
2020,140800568,1,
2020,140866160,1,
2020,140777075,1,
2020,140813593,1,
2020,140825377,10,
2020,140826404,10,
2020,140826433,1,
2020,135050886,6,
2020,140678621,1,
2020,140678629,6,
2020,140678629,1,
2020,133152146,1,
2020,140364751,10,
2020,149114115,9,
2020,140291785,6,
2020,140292033,10,
2020,140684540,1,
2020,136795593,10,
2020,137565515,1,
2020,137567462,10,
2020,136974143,1,
2020,147262354,2,
2020,147262354,9,
2020,147268544,1,
2020,147270074,9,
2020,136655404,10,
2020,144443865,10,
2020,144443908,10,
2020,139881599,6,
2020,136974178,1,
2020,137166634,9,
2020,140778170,1,
2020,135534351,6,
2020,135557086,6,
2020,135312039,1,
2020,135328249,10,
2020,142701769,9,
2020,135193527,10,
2020,135534870,1,
2020,146945874,1,
2020,146946742,10,
2020,135468552,10,
2020,136798236,10,
2020,135308750,10,
2020,136982111,1,
2020,135095133,10,
2020,137269147,10,
2020,135319574,10,
2020,135318769,10,
2020,137566995,10,
2020,141263211,9,
2020,142751536,6,
2020,142752926,10,
2020,135126681,10,
2020,136643877,10,
2020,140701238,2,
2020,140700589,10,
2020,140141819,10,
2020,140142068,10,
2020,140142602,9,
2020,136436314,10,
2020,142020667,1,
2020,135135715,1,
2020,135101778,10,
2020,140671610,10,
2020,140701002,10,
2020,140810728,9,
2020,138809659,1,
2020,141777906,1,
2020,140748329,10,
2020,135539407,10,
2020,136121094,1,
2020,135540832,10,
2020,138270471,6,
2020,135604667,9,
2020,135548008,6,
2020,140812810,10,
2020,140812807,10,
2020,144386759,10,
2020,140837933,9,
2020,137565880,9,
2020,137567833,9,
2020,134406902,10,
2020,146745023,10,
2020,137173269,1,
2020,146746149,6,
2020,146746480,10,
2020,144750751,10,
2020,141261786,9,
2020,143513301,1,
2020,143607646,1,
2020,144438834,10,
2020,148285370,10,
2020,141669883,10,
2020,142367914,1,
2020,141976005,2,
2020,147541845,1,
2020,143604053,10,
2020,143614588,10,
2020,144441668,1,
2020,144752596,1,
2020,146957086,10,
2020,143613187,1,
2020,141985184,9,
2020,148893392,10,
2020,148291454,1,
2020,148682774,10,
2020,142017131,2,
2020,143741939,10,
2020,131680619,10,
2020,133372689,10,
2020,135054935,10,
2020,135056483,10,
2020,135056363,2,
2020,140793919,1,
2020,140799926,10,
2020,140769215,9,
2020,140800551,1,
2020,135046216,10,
2020,140736148,1,
2020,147843100,9,
2020,144749528,1,
2020,144750712,17,
2020,148908793,10,
2020,141958437,10,
2020,148688167,10,
2020,144996547,10,
2020,149090860,9,
2020,149090858,9,
2020,142760555,10,
2020,148681530,10,
2020,144388789,10,
2020,148893499,1,
2020,147277614,10,
2020,147277624,10,
2020,142017010,6,
2020,142047405,1,
2020,146890524,10,
2020,143568963,9,
2020,143569590,1,
2020,144438605,10,
2020,143585990,1,
2020,148058691,9,
2020,143567128,1,
2020,143567331,9,
2020,143600130,10,
2020,146755028,4,
2020,146755060,9,
2020,146771130,10,
2020,146745294,9,
2020,146745828,1,
2020,146747206,6,
2020,143608270,10,
2020,142750453,10,
2020,142840512,1,
2020,142841395,10,
2020,142841428,9,
2020,142841442,10,
2020,142752992,10,
2020,143609827,9,
2020,141651989,1,
2020,146790272,9,
2020,144435729,10,
2020,141261093,1,
2020,146787927,1,
2020,146829638,10,
2020,146865082,10,
2020,147200075,1,
2020,146735796,9,
2020,143610599,9,
2020,143627724,1,
2020,146691944,1,
2020,146691944,6,
2020,137354033,9,
2020,136796036,9,
2020,135193856,1,
2020,135193892,1,
2020,135494068,10,
2020,136655395,1,
2020,136639729,9,
2020,135494050,10,
2020,148275898,8,
2020,148900825,1,
2020,135094745,10,
2020,136333035,10,
2020,136335312,1,
2020,144437003,1,
2020,135095973,8,
2020,135194170,1,
2020,137354003,10,
2020,135496301,9,
2020,135534540,1,
2020,142357906,10,
2020,142358198,1,
2020,140147479,9,
2020,135418949,2,
2020,140166274,1,
2020,146822764,1,
2020,141964604,1,
2020,139888703,10,
2020,141979777,2,
2020,144123230,10,
2020,140166324,1,
2020,136967584,10,
2020,136795380,1,
2020,136985446,10,
2020,135843349,1,
2020,136974437,2,
2020,140142381,9,
2020,140142365,10,
2020,144996480,10,
2020,143567707,1,
2020,144986370,1,
2020,142746891,10,
2020,146958792,10,
2020,146959488,10,
2020,131903993,10,
2020,131904229,1,
2020,139875459,1,
2020,139792051,10,
2020,140816500,10,
2020,142749395,10,
2020,141597938,10,
2020,141597939,10,
2020,140137034,1,
2020,140169336,10,
2020,140157466,10,
2020,140839512,9,
2020,141112960,1,
2020,140162586,10,
2020,139888848,9,
2020,141971452,10,
2020,137565505,1,
2020,147268849,1,
2020,137359110,5,
2020,147270047,1,
2020,139881325,1,
2020,136655377,10,
2020,135139758,10,
2020,135140679,10,
2020,140355531,6,
2020,136974165,2,
2020,135580953,10,
2020,135537105,10,
2020,141117946,1,
2020,148279585,1,
2020,135330374,10,
2020,142708269,4,
2020,135534869,1,
2020,135534243,6,
2020,135537411,1,
2020,137162426,10,
2020,136761032,10,
2020,134405523,10,
2020,136760956,10,
2020,135318806,10,
2020,135320528,10,
2020,142752080,10,
2020,142753234,9,
2020,135137032,9,
2020,135492030,1,
2020,135099284,1,
2020,141234140,1,
2020,136636483,10,
2020,136637047,6,
2020,141251613,6,
2020,140142797,9,
2020,136635240,1,
2020,136644205,1,
2020,140162069,1,
2020,140878977,1,
2020,140779453,1,
2020,140779946,9,
2020,140684895,1,
2020,140702825,10,
2020,135098796,1,
2020,138810736,2,
2020,141598410,10,
2020,138271449,6,
2020,138271449,1,
2020,135550535,9,
2020,135562637,10,
2020,136968410,1,
2020,135830394,1,
2020,137975678,4,
2020,140779123,10,
2020,140778178,10,
2020,140781278,10,
2020,140781955,10,
2020,137591054,9,
2020,136318867,10,
2020,135539136,9,
2020,137260357,1,
2020,137567753,10,
2020,146744598,9,
2020,146744789,2,
2020,146744949,1,
2020,137166455,10,
2020,141662926,9,
2020,141662990,10,
2020,137573311,10,
2020,142746542,10,
2020,144128719,9,
2020,144128720,9,
2020,141659564,9,
2020,144442476,10,
2020,144750836,1,
2020,146727798,9,
2020,143605185,1,
2020,144432453,6,
2020,144438674,6,
2020,144438674,1,
2020,144438840,10,
2020,144803251,9,
2020,141669395,1,
2020,146682753,10,
2020,148285496,9,
2020,141774566,1,
2020,141992961,1,
2020,141992961,9,
2020,143586553,10,
2020,141976887,1,
2020,148054195,10,
2020,144964831,1,
2020,144792639,9,
2020,144985858,1,
2020,144665550,10,
2020,144665911,1,
2020,146752342,10,
2020,146762924,10,
2020,146862040,10,
2020,143606135,1,
2020,146957089,10,
2020,141596870,10,
2020,141658673,1,
2020,141658669,3,
2020,141658669,1,
2020,141658672,3,
2020,141658672,1,
2020,141658673,3,
2020,142844433,10,
2020,142844513,10,
2020,144995035,1,
2020,142746343,10,
2020,135054824,10,
2020,140732178,1,
2020,133380103,1,
2020,135054746,9,
2020,135056365,2,
2020,140794092,6,
2020,140794238,1,
2020,140815860,10,
2020,135014218,10,
2020,140721422,1,
2020,140735925,1,
2020,140735925,6,
2020,140836248,1,
2020,144666760,1,
2020,146940852,10,
2020,146941148,1,
2020,142035461,9,
2020,146749091,10,
2020,148691763,1,
2020,144996562,9,
2020,142354663,1,
2020,147541000,3,
2020,142002181,1,
2020,142005992,10,
2020,142006057,10,
2020,142016762,1,
2020,149101712,10,
2020,149110164,10,
2020,142055694,1,
2020,146878149,9,
2020,146966150,1,
2020,146879461,10,
2020,143568463,1,
2020,143580055,10,
2020,143593777,10,
2020,143603391,10,
2020,143514437,1,
2020,146746908,1,
2020,146742941,1,
2020,146745338,1,
2020,146745987,10,
2020,141598503,10,
2020,142841439,10,
2020,142753681,6,
2020,142753760,10,
2020,141970731,9,
2020,146776545,10,
2020,146776546,10,
2020,146804540,10,
2020,144280594,1,
2020,144779931,10,
2020,143624363,1,
2020,146790100,10,
2020,146799317,1,
2020,146691282,1,
2020,146691292,10,
2020,146883727,10,
2020,146949504,1,
2020,146758313,1,
2020,146758829,1,
2020,146758973,9,
2020,146800442,10,
2020,143627770,1,
2020,140223076,1,
2020,136655252,10,
2020,135494031,10,
2020,135309067,10,
2020,143573330,1,
2020,137609525,1,
2020,134418061,9,
2020,135094739,10,
2020,135094751,10,
2020,144443319,1,
2020,140167821,6,
2020,136336090,1,
2020,136985628,10,
2020,137567472,6,
2020,137268169,1,
2020,137166549,1,
2020,142058810,4,
2020,142058808,4,
2020,135428458,9,
2020,137762755,1,
2020,139124893,1,
2020,136439469,1,
2020,135140731,10,
2020,136631950,1,
2020,140173557,1,
2020,141110993,10,
2020,140685033,10,
2020,141971529,10,
2020,139888394,10,
2020,141979926,9,
2020,144123225,1,
2020,144123623,1,
2020,140810971,10,
2020,140162769,1,
2020,140143733,9,
2020,136986772,10,
2020,137166557,10,
2020,136210662,1,
2020,141111397,10,
2020,141111393,10,
2020,136967588,10,
2020,137567074,1,
2020,135578122,9,
2020,144996476,10,
2020,143581671,10,
2020,143581692,10,
2020,146698886,9,
2020,134450216,1,
2020,146947258,1,
2020,146959571,9,
2020,132574289,1,
2020,139885224,10,
2020,139791442,10,
2020,134451415,9,
2020,140819009,10,
2020,133377552,1,
2020,140152114,1,
2020,140188789,9,
2020,142729891,8,
2020,140219679,6,
2020,140222027,6,
2020,148990656,1,
2020,140135463,10,
2020,140136100,1,
2020,140137446,9,
2020,140825051,9,
2020,140383772,1,
2020,140384697,1,
2020,140136877,10,
2020,140230244,9,
2020,140238538,9,
2020,140239044,1,
2020,139797933,10,
2020,147844452,10,
2020,146697048,9,
2020,146697249,1,
2020,143019844,10,
2020,143020388,1,
2020,148690743,10,
2020,143581909,10,
2020,143582734,10,
2020,143603703,1,
2020,143023123,1,
2020,148994082,1,
2020,148298822,10,
2020,143739965,1,
2020,143739974,1,
2020,143629209,9,
2020,146899594,10,
2020,146899597,10,
2020,147538893,9,
2020,147538922,10,
2020,141995245,1,
2020,144238719,10,
2020,144241588,1,
2020,148887602,10,
2020,148286170,10,
2020,148286185,10,
2020,144791263,9,
2020,144791519,1,
2020,147276265,1,
2020,148987807,1,
2020,146695985,1,
2020,144120036,10,
2020,141258363,10,
2020,141260170,1,
2020,147265205,8,
2020,147541056,10,
2020,147541073,10,
2020,148834181,6,
2020,147548567,10,
2020,143586101,1,
2020,132505468,9,
2020,133179361,9,
2020,133179057,1,
2020,133193147,2,
2020,137569600,10,
2020,133366116,1,
2020,147258799,1,
2020,136791074,1,
2020,133387623,1,
2020,133390093,1,
2020,144243969,1,
2020,141958313,1,
2020,147827398,1,
2020,147535102,1,
2020,146767018,10,
2020,142006579,1,
2020,144797902,1,
2020,142026462,2,
2020,148917979,2,
2020,146956672,10,
2020,149104702,2,
2020,148907453,10,
2020,142725997,10,
2020,143570513,1,
2020,146882723,1,
2020,147842384,1,
2020,146765832,10,
2020,144240171,1,
2020,144240300,1,
2020,148051873,10,
2020,144241482,1,
2020,144242740,1,
2020,143586432,1,
2020,143632733,10,
2020,143586274,11,5
2020,143586732,1,
2020,143570181,9,
2020,147544165,9,
2020,146963412,10,
2020,146751092,9,
2020,146941625,10,
2020,146957473,9,
2020,146767210,9,
2020,147542946,2,
2020,144793004,9,
2020,144442821,1,
2020,144792129,1,
2020,144996321,10,
2020,143565789,1,
2020,144432791,1,
2020,143738824,1,
2020,143738833,10,
2020,144239676,9,
2020,144239870,10,
2020,144795666,9,
2020,143741095,10,
2020,148048292,6,
2020,144791224,1,
2020,146872015,10,
2020,146872835,10,
2020,141960198,10,
2020,144120007,4,
2020,146781247,1,
2020,146740891,10,
2020,146881908,9,
2020,147461598,9,
2020,141659549,10,
2020,142889088,6,
2020,137763121,6,
2020,149104836,1,
2020,140237930,1,
2020,140238849,1,
2020,140237993,10,
2020,140238286,9,
2020,140273708,9,
2020,140274376,9,
2020,140279140,1,
2020,140280661,1,
2020,143574136,4,
2020,143589244,10,
2020,143590595,9,
2020,140104876,10,
2020,140275377,3,
2020,140275483,10,
2020,140277267,10,
2020,139791938,9,
2020,140359738,1,
2020,134452953,9,
2020,134453028,1,
2020,140290170,10,
2020,140290202,9,
2020,140241228,10,
2020,140135696,8,
2020,140151859,10,
2020,140277672,10,
2020,140277659,9,
2020,140360862,10,
2020,140363042,1,
2020,140363226,1,
2020,134408773,6,
2020,135552599,1,
2020,136790686,10,
2020,134406658,1,
2020,137351280,9,
2020,146703490,9,
2020,146703831,9,
2020,146883303,10,
2020,146883416,10,
2020,146905193,1,
2020,146947668,1,
2020,147279552,10,
2020,144747751,10,
2020,143747623,5,
2020,144386982,10,
2020,144668599,10,
2020,146877074,10,
2020,146906755,1,
2020,147467841,2,
2020,146754550,10,
2020,146786600,6,
2020,146875215,1,
2020,146760670,1,
2020,146769453,1,
2020,142752589,10,
2020,143016117,1,
2020,149287387,1,
2020,143732642,9,
2020,143745160,9,
2020,144280601,1,
2020,146865366,10,
2020,146886434,9,
2020,143590059,1,
2020,143576244,1,
2020,147463893,9,
2020,147269573,9,
2020,146770617,9,
2020,146691469,10,
2020,146945147,10,
2020,146948245,9,
2020,146969264,9,
2020,143016548,10,
2020,143028223,10,
2020,143496443,1,
2020,143509480,6,
2020,143509480,1,
2020,143576875,10,
2020,143496514,1,
2020,142008497,1,
2020,143625610,1,
2020,143625610,6,
2020,142754341,10,
2020,143747838,6,
2020,148906297,10,
2020,148906406,9,
2020,148906980,1,
2020,142765971,10,
2020,142774447,1,
2020,146872909,10,
2020,146884087,10,
2020,141989210,1,
2020,142757636,9,
2020,142757636,1,
2020,141991449,1,
2020,144668621,10,
2020,144668239,1,
2020,144668536,10,
2020,142709285,1,
2020,143746259,10,
2020,142841320,9,
2020,140787872,10,
2020,140681831,10,
2020,132655863,10,
2020,140678258,10,
2020,140688695,1,
2020,140775789,10,
2020,140784479,1,
2020,140745515,4,
2020,140844131,1,
2020,140728428,10,
2020,140743247,10,
2020,140777022,9,
2020,140777022,1,
2020,132073762,1,
2020,140691284,10,
2020,140677563,10,
2020,140682389,10,
2020,140688215,10,
2020,140704833,10,
2020,140707471,1,
2020,140710803,1,
2020,140732908,1,
2020,140690353,10,
2020,140794390,10,
2020,140797268,10,
2020,140721575,10,
2020,140729112,10,
2020,144389101,10,
2020,140813566,10,
2020,144281889,3,
2020,142763736,10,
2020,141971315,1,
2020,144744032,1,
2020,144747646,4,
2020,144759712,1,
2020,146798929,2,
2020,146692284,9,
2020,146865119,10,
2020,146906744,2,
2020,146960932,10,
2020,142894409,1,
2020,144756525,10,
2020,144756526,10,
2020,144768026,9,
2020,141988572,2,
2020,147421725,1,
2020,147428926,2,
2020,142751366,9,
2020,142751366,6,
2020,146747485,10,
2020,146746959,6,
2020,146757374,10,
2020,142020670,1,
2020,143588149,10,
2020,144259140,1,
2020,141952601,9,
2020,141964597,1,
2020,143609773,10,
2020,142751310,10,
2020,146754622,10,
2020,144127517,10,
2020,143583059,9,
2020,142890235,9,
2020,142743271,10,
2020,132972211,9,
2020,144989552,1,
2020,147279905,10,
2020,147279956,9,
2020,140366070,1,
2020,140366076,1,
2020,146895159,10,
2020,146903628,1,
2020,146903647,2,
2020,140151762,9,
2020,141778023,6,
2020,140366371,10,
2020,146958364,9,
