"DATA_YEAR","WEAPON_ID","OFFENSE_ID","NIBRS_WEAPON_ID"
2020,12,151616710,30290457
2020,20,151616719,30290460
2020,20,151616728,30290465
2020,19,151616742,30290472
2020,19,151616741,30290471
2020,22,151616784,30290489
2020,3,151617653,30290667
2020,12,151616829,30290494
2020,12,151616831,30290495
2020,22,160793663,33129570
2020,22,160793664,33129571
2020,12,151616915,30290507
2020,20,151617621,30290653
2020,3,151617625,30290656
2020,12,151617623,30290655
2020,20,151617627,30290657
2020,20,151617633,30290659
2020,12,151617645,30290662
2020,20,151617649,30290663
2020,12,151617651,30290666
2020,3,151617657,30290669
2020,20,151617661,30290670
2020,20,151617663,30290671
2020,3,151617667,30290672
2020,3,151617672,30290673
2020,4,151617672,30290674
2020,3,151617679,30290677
2020,20,151617698,30290681
2020,20,151617702,30290683
2020,12,151617831,30290707
2020,9,151617875,30290717
2020,3,151617880,30290719
2020,4,151617880,30290718
2020,20,151617897,30290722
2020,12,151617901,30290724
2020,12,151617932,30290729
2020,2,151617934,30290731
2020,12,151617945,30290734
2020,3,151618849,30290938
2020,12,151618855,30290940
2020,18,152105495,30487499
2020,20,160793689,33129579
2020,20,160793860,33129611
2020,18,151656702,30303711
2020,12,151656728,30303715
2020,12,151656731,30303716
2020,12,152105073,30487379
2020,12,152105176,30487393
2020,9,152105216,30487407
2020,12,155348615,31522271
2020,12,155348618,31522272
2020,12,155348675,31522286
2020,20,155348677,31522287
2020,2,151657018,30303750
2020,3,151657084,30303754
2020,12,152376444,30557298
2020,12,152376452,30557299
2020,12,152376540,30557325
2020,12,152376578,30557333
2020,12,152376583,30557334
2020,12,152376584,30557335
2020,19,152376605,30557341
2020,9,152376618,30557343
2020,9,152376619,30557344
2020,2,152376628,30557348
2020,12,152376641,30557353
2020,12,152376650,30557356
2020,12,152376656,30557359
2020,20,152377935,30557619
2020,3,152377963,30557623
2020,12,152377997,30557631
2020,12,152378001,30557633
2020,12,152378018,30557639
2020,12,152378614,30557746
2020,12,152378685,30557760
2020,12,152378818,30557791
2020,12,152378987,30557819
2020,4,152378988,30557820
2020,4,151617087,30290542
2020,12,151617099,30290544
2020,20,151617101,30290545
2020,4,155274862,31503065
2020,12,155812152,31651893
2020,18,155812154,31651895
2020,18,155812153,31651894
2020,12,155812159,31651896
2020,19,155812173,31651900
2020,2,156337517,31841502
2020,12,156337522,31841505
2020,20,156337526,31841507
2020,12,156337530,31841509
2020,20,156337598,31841525
2020,12,156337607,31841528
2020,20,156339068,31846788
2020,20,156339202,31846816
2020,12,156339219,31846819
2020,20,156339223,31846822
2020,12,156339241,31846823
2020,20,151618820,30290935
2020,20,156339405,31846857
2020,22,156343455,31847674
2020,22,156343543,31847691
2020,3,156343550,31847694
2020,3,156343557,31847695
2020,12,156343579,31847703
2020,3,152377632,30557567
2020,18,152377643,30557569
2020,12,152377657,30557572
2020,20,152377666,30557576
2020,12,152377683,30557579
2020,12,152377728,30557587
2020,4,152377934,30557618
2020,3,152377952,30557621
2020,12,152377975,30557625
2020,12,152378110,30557652
2020,12,152378125,30557659
2020,12,152378152,30557669
2020,3,152378420,30557711
2020,2,152378425,30557712
2020,12,152378442,30557714
2020,12,152378447,30557716
2020,18,152378470,30557720
2020,20,152378474,30557721
2020,12,152378481,30557725
2020,12,152378495,30557729
2020,18,152378513,30557731
2020,12,152378779,30557777
2020,12,152378787,30557779
2020,12,152378802,30557785
2020,12,152378803,30557786
2020,20,152378841,30557797
2020,3,152378913,30557815
2020,12,152378919,30557817
2020,12,152379008,30557825
2020,2,152379188,30557870
2020,12,152379191,30557871
2020,2,151408592,30247812
2020,20,151408616,30247817
2020,12,151408622,30247819
2020,12,151408634,30247820
2020,20,151408674,30247825
2020,12,151408683,30247828
2020,12,151408688,30247830
2020,4,151408702,30247833
2020,3,151408702,30247832
2020,12,152378368,30557697
2020,12,152378413,30557710
2020,9,152379001,30557823
2020,12,152379030,30557831
2020,12,151408159,30247728
2020,12,151408162,30247729
2020,3,152376238,30557265
2020,3,152376247,30557267
2020,12,152376464,30557304
2020,12,152376477,30557307
2020,10,152376509,30557318
2020,12,152376524,30557324
2020,20,152376541,30557326
2020,3,152376560,30557328
2020,12,152376563,30557329
2020,12,152376603,30557340
2020,12,152376671,30557362
2020,12,152376698,30557369
2020,12,152377485,30557521
2020,20,152377513,30557525
2020,12,152377637,30557568
2020,12,152377653,30557571
2020,12,152377658,30557573
2020,3,152377662,30557575
2020,20,152377667,30557577
2020,12,152377694,30557582
2020,10,152377707,30557584
2020,12,152377774,30557597
2020,12,152378476,30557723
2020,12,152378475,30557722
2020,12,152378491,30557727
2020,20,152378521,30557733
2020,12,152378914,30557816
2020,19,152378944,30557818
2020,12,154764189,31372421
2020,12,154764218,31372427
2020,12,154764229,31372429
2020,10,154764765,31372558
2020,12,151657336,30303805
2020,12,151657347,30303808
2020,17,151657356,30303812
2020,3,151657375,30303816
2020,12,152376219,30557257
2020,12,152376223,30557259
2020,12,152376246,30557266
2020,20,152377511,30557524
2020,12,152377515,30557526
2020,12,152377547,30557532
2020,19,152377695,30557583
2020,12,152377712,30557585
2020,12,152377719,30557586
2020,3,152377754,30557592
2020,12,152377764,30557593
2020,2,152377812,30557600
2020,12,152378378,30557701
2020,12,152378404,30557707
2020,9,152378990,30557821
2020,12,152378991,30557822
2020,18,158911521,32588626
2020,12,158912452,32588924
2020,12,158912469,32588928
2020,2,158912532,32588953
2020,3,158912566,32588968
2020,3,154770203,31365908
2020,22,154770261,31365919
2020,3,154770317,31365932
2020,3,154770318,31365933
2020,19,154770391,31365960
2020,14,154770396,31365962
2020,10,154770429,31365975
2020,12,154770557,31366013
2020,12,154770582,31366021
2020,12,154770603,31366029
2020,12,154770602,31366028
2020,12,154770811,31366065
2020,12,154770823,31366071
2020,19,154770856,31366079
2020,12,152899089,30745852
2020,12,152899088,30745851
2020,12,152899214,30745874
2020,3,152899372,30745915
2020,20,152899396,30745918
2020,12,153196629,30881495
2020,12,153196632,30881497
2020,12,153196634,30881499
2020,19,153196685,30881520
2020,12,153196721,30881525
2020,12,158912945,32589153
2020,12,158912975,32589164
2020,12,158912990,32589169
2020,12,158913007,32589171
2020,12,158913014,32589174
2020,3,158913022,32589178
2020,3,158913026,32589180
2020,3,158913027,32589181
2020,12,158913029,32589183
2020,20,158913031,32589185
2020,3,158913082,32589203
2020,20,151865264,30382783
2020,12,151865600,30382865
2020,12,151865626,30382873
2020,12,151871455,30383008
2020,12,151871610,30383040
2020,12,151871542,30383030
2020,4,151871614,30383042
2020,12,158913151,32589215
2020,12,151871612,30383041
2020,12,158913168,32589218
2020,12,158913182,32589221
2020,12,158913188,32589223
2020,12,158913196,32589224
2020,3,158913234,32589229
2020,3,158914341,32589541
2020,12,154228545,31128405
2020,3,154228548,31128407
2020,23,154228548,31128406
2020,12,154228552,31128408
2020,12,154228633,31128430
2020,12,154228634,31128432
2020,9,154228634,31128431
2020,12,154229551,31128640
2020,12,158914402,32589559
2020,3,158914407,32589560
2020,12,158914417,32589561
2020,12,158914421,32589562
2020,9,158914432,32589564
2020,18,158914446,32589566
2020,12,158914456,32589567
2020,12,152897655,30745541
2020,12,152898622,30745789
2020,9,152899524,30745950
2020,9,152899549,30745955
2020,12,152899554,30745956
2020,3,152899565,30745960
2020,4,152899565,30745961
2020,12,152899598,30745966
2020,12,152899606,30745969
2020,3,152899618,30745972
2020,11,152899627,30745975
2020,12,152899651,30745980
2020,11,152899668,30745987
2020,12,152899679,30745989
2020,22,152899700,30745997
2020,12,152899700,30745998
2020,12,152899708,30746002
2020,12,153200318,30887165
2020,3,151865280,30382788
2020,3,151865281,30382789
2020,12,151865285,30382790
2020,20,151865288,30382792
2020,20,151865291,30382793
2020,18,151865297,30382796
2020,4,151865324,30382800
2020,3,151865324,30382801
2020,4,151865334,30382802
2020,12,151865342,30382803
2020,12,151865643,30382875
2020,12,151865671,30382879
2020,12,151865790,30382893
2020,12,151871593,30383038
2020,12,151871543,30383031
2020,18,151871583,30383036
2020,12,151871635,30383048
2020,3,151871658,30383055
2020,12,151871666,30383056
2020,12,151871681,30383060
2020,3,153196646,30881507
2020,3,153196809,30881539
2020,20,153196847,30881545
2020,3,153196903,30881550
2020,12,153196954,30881557
2020,12,153196957,30881558
2020,12,153199992,30887081
2020,9,152900332,30746128
2020,9,152900333,30746129
2020,9,152900345,30746133
2020,12,153190944,30881327
2020,12,157615846,32203838
2020,12,152899777,30746023
2020,12,152900338,30746131
2020,20,152900341,30746132
2020,12,153196635,30881500
2020,12,153196643,30881504
2020,12,153196650,30881509
2020,19,153196655,30881510
2020,12,153196657,30881512
2020,12,153196660,30881514
2020,14,153196818,30881540
2020,3,154228493,31128395
2020,20,154228920,31128503
2020,2,154228925,31128504
2020,12,154229377,31128598
2020,2,154229380,31128600
2020,9,154229387,31128603
2020,18,154229390,31128605
2020,20,154229412,31128607
2020,22,154229418,31128610
2020,12,154230169,31128752
2020,12,154230181,31128757
2020,3,154230185,31128759
2020,3,154230193,31128763
2020,12,154230635,31128878
2020,12,154230778,31128901
2020,3,154239087,31129490
2020,3,154239090,31129492
2020,12,154239371,31129576
2020,3,154239378,31129578
2020,12,154239391,31129581
2020,3,154239394,31129582
2020,12,154239414,31129587
2020,12,154239644,31129644
2020,3,154239742,31129666
2020,12,154239749,31129667
2020,3,154239768,31129671
2020,19,154240599,31129847
2020,12,154240622,31129851
2020,5,154249697,31130708
2020,2,154249697,31130709
2020,20,154249728,31130713
2020,18,154249729,31130714
2020,20,154249814,31130742
2020,20,154250213,31130821
2020,20,154250265,31130831
2020,10,153196637,30881501
2020,3,153197044,30881560
2020,5,153200175,30887130
2020,18,151719612,30330021
2020,18,151719613,30330022
2020,20,151719614,30330023
2020,3,151719617,30330025
2020,3,153200719,30887271
2020,12,153200757,30887277
2020,12,153200765,30887279
2020,10,152899948,30746052
2020,18,153196929,30881551
2020,11,152900076,30746080
2020,12,153196932,30881553
2020,3,153196940,30881554
2020,12,153196943,30881555
2020,2,153196965,30881559
2020,20,153197476,30881638
2020,20,153197651,30881659
2020,12,153200114,30887112
2020,18,153200599,30887246
2020,12,153200707,30887270
2020,20,163125985,33700231
2020,3,163126000,33700233
2020,12,163126002,33700235
2020,18,163126043,33700242
2020,10,163131274,33700290
2020,12,163131307,33700297
2020,3,163131308,33700298
2020,11,163131344,33700302
2020,12,163131345,33700303
2020,3,154239034,31129483
2020,12,154239039,31129486
2020,12,154239040,31129487
2020,3,154239059,31129489
2020,3,154239122,31129502
2020,3,154239126,31129505
2020,18,154239130,31129507
2020,12,154239145,31129512
2020,4,154239149,31129513
2020,2,154239154,31129516
2020,3,154239159,31129517
2020,12,154239203,31129532
2020,18,154239216,31129534
2020,18,154239226,31129538
2020,12,154239232,31129539
2020,3,154239239,31129541
2020,12,154239386,31129580
2020,12,154239395,31129583
2020,3,154239641,31129643
2020,12,154240732,31129886
2020,9,154240855,31129926
2020,12,154240798,31129905
2020,18,154240850,31129923
2020,20,154240851,31129924
2020,12,154240859,31129927
2020,20,154240861,31129928
2020,12,154240869,31129931
2020,12,154240875,31129933
2020,20,154240877,31129934
2020,12,154240925,31129942
2020,12,163131489,33700327
2020,19,163131523,33700335
2020,3,163131522,33700334
2020,9,154247446,31130252
2020,19,163131657,33700367
2020,12,154887275,31401382
2020,12,154247584,31130282
2020,3,154248674,31130513
2020,12,154247651,31130299
2020,12,154248682,31130514
2020,19,154248707,31130518
2020,12,154887305,31401389
2020,12,154887318,31401393
2020,3,154248800,31130540
2020,19,163131756,33700388
2020,20,154282683,31146813
2020,12,154282805,31146845
2020,12,154282866,31156762
2020,12,154282868,31156763
2020,19,163131761,33700391
2020,12,154282878,31156767
2020,12,154282959,31156790
2020,20,163131765,33700395
2020,12,154283097,31161781
2020,12,154283104,31161782
2020,12,154283168,31161795
2020,22,154283188,31161797
2020,12,154283857,31216777
2020,19,154283864,31216778
2020,2,154283882,31216779
2020,3,150146674,29949995
2020,12,148312343,29512798
2020,19,161078600,33191835
2020,3,161078784,33191875
2020,20,161078790,33191877
2020,3,161078797,33191879
2020,3,161078901,33191897
2020,3,161078909,33191901
2020,12,161104758,33193878
2020,12,161104762,33193882
2020,3,161104827,33193892
2020,12,161104830,33193893
2020,18,161104879,33193896
2020,12,156894060,31993725
2020,12,156894069,31993727
2020,12,156894075,31993730
2020,12,156894130,31993738
2020,20,156894134,31993741
2020,12,156894151,31993742
2020,12,156894161,31993744
2020,9,156894168,31993746
2020,12,156894180,31993747
2020,2,156894184,31993748
2020,12,156894516,31993835
2020,12,156894239,31993761
2020,20,156894247,31993763
2020,12,156894251,31993766
2020,12,156894254,31993768
2020,12,156894695,31993884
2020,12,156894276,31993777
2020,12,156894302,31993783
2020,6,156894437,31993815
2020,12,156894446,31993822
2020,12,156894527,31993836
2020,3,156894568,31993844
2020,12,156894652,31993863
2020,12,156894673,31993875
2020,3,156894764,31993900
2020,19,156894769,31993901
2020,20,156894783,31993903
2020,12,156894792,31993905
2020,3,156894803,31993906
2020,12,156894903,31993918
2020,20,156894924,31993924
2020,9,156894944,31993932
2020,12,156894955,31993935
2020,3,156894986,31993941
2020,18,156895003,31993945
2020,12,156895011,31993949
2020,3,156856529,31985947
2020,12,156891657,31993203
2020,12,156891735,31993223
2020,4,156891836,31993241
2020,12,156892512,31993371
2020,12,156892513,31993372
2020,12,156892535,31993375
2020,4,156892545,31993377
2020,12,156892553,31993379
2020,3,156892569,31993387
2020,12,156892582,31993390
2020,12,145929208,28766899
2020,3,161395470,33260070
2020,12,161395559,33260092
2020,12,161395562,33260093
2020,12,161395840,33260152
2020,19,163036772,33683746
2020,20,163037683,33683954
2020,12,163038083,33684055
2020,12,163038115,33684058
2020,3,163038122,33684059
2020,4,163038122,33684060
2020,12,162796032,33624229
2020,3,162796037,33624231
2020,3,162796036,33624230
2020,12,162796041,33624233
2020,2,162796043,33624234
2020,2,162796044,33624235
2020,9,162806399,33624302
2020,12,162806418,33624304
2020,20,162806424,33624306
2020,12,162806440,33624308
2020,12,162806446,33624309
2020,3,162806470,33624315
2020,19,162806473,33624316
2020,19,162806481,33624317
2020,12,162806485,33624321
2020,19,162806488,33624322
2020,12,162806491,33624323
2020,12,162806501,33624324
2020,12,162806512,33624326
2020,12,162806516,33624329
2020,3,162806538,33624334
2020,12,162806545,33624337
2020,20,162807028,33624445
2020,19,162806841,33624414
2020,20,162806855,33624415
2020,19,162806870,33624419
2020,19,162806915,33624427
2020,11,162807021,33624442
2020,3,162807023,33624443
2020,12,162807027,33624444
2020,19,162807032,33624446
2020,12,162807489,33624527
2020,12,162807566,33624538
2020,12,162807589,33624542
2020,19,162807591,33624544
2020,12,145928811,28766851
2020,12,145928855,28766860
2020,12,145928870,28766863
2020,12,145928873,28766864
2020,20,145929237,28766901
2020,12,145929219,28766900
2020,20,161082088,33187897
2020,22,161082098,33187899
2020,20,161082130,33187905
2020,20,161084937,33188477
2020,3,161085004,33188485
2020,3,161085974,33188679
2020,12,161086000,33188683
2020,19,161086110,33188698
2020,12,161087557,33188915
2020,2,161087561,33188917
2020,18,161087575,33188919
2020,2,161087622,33188926
2020,12,161087728,33188939
2020,3,161088720,33189085
2020,18,161090035,33189257
2020,12,161090041,33189259
2020,12,161090155,33189274
2020,12,161090159,33189276
2020,12,161090165,33189277
2020,12,161090168,33189279
2020,12,148945096,29701789
2020,12,148945069,29701780
2020,12,148945070,29701781
2020,3,148945082,29701785
2020,18,148945109,29701794
2020,9,148945145,29701797
2020,20,148945173,29701805
2020,4,148945208,29701809
2020,12,148945217,29701813
2020,20,148945221,29701814
2020,20,148945264,29701820
2020,3,148945307,29701829
2020,10,148945416,29701857
2020,12,148945418,29701858
2020,12,148945423,29701860
2020,12,148945425,29701862
2020,20,148945427,29701863
2020,12,148945431,29701866
2020,3,148945452,29701870
2020,12,148945475,29701875
2020,12,148945478,29701876
2020,12,148945482,29701877
2020,12,148945485,29701878
2020,12,148945487,29701879
2020,12,148945494,29701880
2020,12,148945513,29701888
2020,12,148945528,29701892
2020,9,148945531,29701893
2020,18,148945533,29701894
2020,4,148945539,29701895
2020,12,148945540,29701896
2020,12,148945542,29701898
2020,12,148945556,29701902
2020,12,148945571,29701906
2020,12,148945574,29701907
2020,6,148945576,29701909
2020,3,148945579,29701910
2020,12,148945594,29701911
2020,12,148945596,29701912
2020,4,148945597,29701913
2020,12,148945600,29701914
2020,12,148945604,29701916
2020,12,148945611,29701917
2020,20,148945616,29701918
2020,18,148945617,29701919
2020,12,148945623,29701920
2020,10,148945627,29701921
2020,12,148945628,29701922
2020,3,156895044,31993956
2020,3,156895049,31993957
2020,9,156895056,31993960
2020,3,156895079,31993970
2020,18,156895086,31993973
2020,12,156895149,31993990
2020,9,156895157,31993997
2020,12,156895158,31993998
2020,3,156895162,31993999
2020,3,156895241,31994014
2020,12,156895250,31994018
2020,3,156895255,31994020
2020,12,156895320,31994037
2020,12,156895361,31994051
2020,3,156895452,31994082
2020,18,156895501,31994092
2020,12,156895501,31994091
2020,3,156895584,31994126
2020,12,156895614,31994134
2020,12,156895625,31994139
2020,12,156895630,31994141
2020,3,156895644,31994144
2020,12,156895687,31994159
2020,18,156895711,31994170
2020,3,156895745,31994174
2020,3,156895749,31994178
2020,12,147231573,29209269
2020,20,147231575,29209270
2020,3,147231580,29209271
2020,12,147231588,29209272
2020,20,147231590,29209273
2020,12,145928441,28766776
2020,18,145928460,28766780
2020,12,145928460,28766781
2020,12,145928839,28766858
2020,2,145928861,28766861
2020,4,156892594,31993395
2020,12,156894055,31993722
2020,12,156894059,31993724
2020,18,156892620,31993405
2020,3,156893758,31993670
2020,12,156892631,31993410
2020,18,156892641,31993415
2020,12,156894043,31993719
2020,20,162403423,33530800
2020,3,162402805,33530664
2020,19,162402823,33530669
2020,10,162402828,33530673
2020,12,162402828,33530672
2020,5,162402833,33530674
2020,2,162402835,33530675
2020,2,162402838,33530676
2020,18,162402849,33530679
2020,20,162402857,33530681
2020,3,162402870,33530682
2020,20,162402875,33530683
2020,20,162402889,33530686
2020,12,162402891,33530687
2020,12,162402893,33530688
2020,12,162403420,33530799
2020,22,162403424,33530801
2020,20,162403425,33530802
2020,19,146801735,29094326
2020,12,146801737,29094327
2020,12,145663883,28627302
2020,12,145663885,28627303
2020,20,147001217,29141132
2020,12,147001228,29141137
2020,9,147001259,29141143
2020,12,147001260,29141144
2020,12,147001262,29141145
2020,12,147001264,29141146
2020,12,147001271,29141147
2020,3,147001280,29141150
2020,9,147001297,29141152
2020,12,147001478,29141201
2020,12,147001486,29141202
2020,12,147001528,29141209
2020,12,147001541,29141211
2020,12,147002035,29141327
2020,9,147001622,29141231
2020,4,147001676,29141245
2020,19,147001677,29141246
2020,12,147001678,29141247
2020,12,147001679,29141248
2020,12,147001682,29141249
2020,12,147002026,29141326
2020,3,147002047,29141328
2020,12,147002051,29141329
2020,2,147002052,29141330
2020,12,147002054,29141331
2020,12,147002064,29141332
2020,12,147002136,29141341
2020,12,150460782,30033037
2020,2,150460789,30033038
2020,12,150460803,30033045
2020,20,145927428,28761600
2020,12,145927442,28761603
2020,3,145927707,28761647
2020,22,145879078,28746734
2020,22,145879076,28746733
2020,18,156853054,31985722
2020,12,156853072,31985727
2020,18,156853097,31985732
2020,20,156853819,31985865
2020,3,156853885,31985880
2020,18,156895215,31994007
2020,12,156857014,31986042
2020,12,156895220,31994009
2020,3,156857104,31986072
2020,20,156895840,31994191
2020,18,156857130,31986077
2020,12,156857138,31986079
2020,12,156857157,31986087
2020,12,156857156,31986086
2020,12,156857176,31986093
2020,19,156857175,31986092
2020,12,156857183,31986095
2020,12,156857207,31986099
2020,12,156857219,31986102
2020,12,156857228,31986103
2020,19,156857232,31986104
2020,3,156857238,31986105
2020,12,156857851,31986276
2020,19,156895551,31994108
2020,12,156895550,31994107
2020,12,156895567,31994121
2020,3,156895585,31994127
2020,12,156895624,31994138
2020,4,156895638,31994143
2020,20,152083205,30482385
2020,12,152083225,30482389
2020,3,152083433,30482432
2020,12,152083290,30482403
2020,3,152083312,30482406
2020,12,152083367,30482417
2020,12,152083372,30482418
2020,12,152083437,30482433
2020,2,152083438,30482434
2020,12,152083735,30482491
2020,12,152083764,30482494
2020,3,152083981,30482541
2020,12,152083985,30482542
2020,12,152083995,30482544
2020,12,152084106,30482570
2020,12,156893526,31993622
2020,20,156892653,31993425
2020,12,156892667,31993429
2020,12,156892713,31993440
2020,3,156892717,31993442
2020,3,156894373,31993796
2020,19,156893110,31993540
2020,3,156893109,31993539
2020,3,156893111,31993541
2020,12,156893254,31993569
2020,12,156893271,31993575
2020,3,156893278,31993578
2020,12,156893355,31993585
2020,3,156893384,31993592
2020,12,156894355,31993790
2020,19,156893481,31993612
2020,12,156893489,31993617
2020,19,156893488,31993616
2020,4,156893502,31993621
2020,3,156893502,31993620
2020,12,156893527,31993623
2020,12,156893574,31993630
2020,12,156893580,31993631
2020,12,156893583,31993633
2020,4,156893585,31993634
2020,3,156893603,31993635
2020,3,156893609,31993637
2020,3,156893625,31993645
2020,18,156893634,31993646
2020,10,156893638,31993647
2020,12,156893941,31993704
2020,3,156894364,31993793
2020,9,156894398,31993801
2020,3,156894428,31993808
2020,22,149135326,29740637
2020,20,149135274,29740633
2020,3,149135286,29740634
2020,19,149135296,29740635
2020,3,149135311,29740636
2020,12,149135338,29740638
2020,3,146743049,29084181
2020,20,146743058,29084184
2020,12,146743063,29084185
2020,3,146743115,29084192
2020,3,146743131,29084197
2020,3,146743158,29084205
2020,12,146743177,29084209
2020,12,146743275,29084231
2020,12,145927444,28761605
2020,20,145927468,28761609
2020,12,145927509,28761617
2020,12,145927513,28761618
2020,12,145927777,28761658
2020,12,147209192,29209130
2020,12,147209197,29209131
2020,18,147209209,29209134
2020,12,147209214,29209135
2020,12,147209222,29209136
2020,19,147209231,29209137
2020,3,147209246,29209140
2020,20,147209254,29209141
2020,12,147209255,29209142
2020,12,147209263,29209143
2020,12,147209269,29209145
2020,18,147209271,29209146
2020,12,147209277,29209147
2020,19,145662248,28626983
2020,20,145662256,28626985
2020,12,145662258,28626986
2020,3,145662282,28626987
2020,20,145662286,28626988
2020,3,145662292,28626989
